|dates|Shelby_Illinois_UnitedStates.JHU_ConfirmedCases.data|Shelby_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Shelby_Illinois_UnitedStates.NYT_ConfirmedCases.data|Shelby_Illinois_UnitedStates.NYT_ConfirmedCases.missing|Shelby_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Shelby_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Shelby_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Shelby_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|3431.0|0|3431.0|0|47.0|0|0.0|100
0|2021-10-18|3458.0|0|3458.0|0|48.0|0|0.0|100
0|2021-10-19|3466.0|0|3466.0|0|48.0|0|0.0|100
0|2021-10-20|3477.0|0|3477.0|0|48.0|0|0.0|100
0|2021-10-21|3487.0|0|3487.0|0|48.0|0|0.0|100
0|2021-10-22|3498.0|0|3498.0|0|48.0|0|0.0|100
0|2021-10-23|3498.0|0|3498.0|0|48.0|0|0.0|100
0|2021-10-24|3498.0|0|3498.0|0|48.0|0|0.0|100
0|2021-10-25|3513.0|0|3513.0|0|49.0|0|0.0|100
0|2021-10-26|3525.0|0|3525.0|0|49.0|0|0.0|100
0|2021-10-27|3533.0|0|3533.0|0|49.0|0|0.0|100
0|2021-10-28|3547.0|0|3547.0|0|49.0|0|0.0|100
0|2021-10-29|3557.0|0|3557.0|0|49.0|0|0.0|100
0|2021-10-30|3557.0|0|3557.0|0|49.0|0|0.0|100
0|2021-10-31|3557.0|0|3557.0|0|49.0|0|0.0|100
0|2021-11-01|3576.0|0|3576.0|0|50.0|0|0.0|100
0|2021-11-02|3592.0|0|3592.0|0|50.0|0|0.0|100
0|2021-11-03|3605.0|0|3605.0|0|50.0|0|0.0|100
0|2021-11-04|3621.0|0|3621.0|0|50.0|0|0.0|100
0|2021-11-05|3626.0|0|3626.0|0|50.0|0|0.0|100
0|2021-11-06|3626.0|0|3626.0|0|50.0|0|0.0|100
0|2021-11-07|3626.0|0|3626.0|0|50.0|0|0.0|100
0|2021-11-08|3643.0|0|3643.0|0|50.0|0|0.0|100
0|2021-11-09|3653.0|0|3653.0|0|50.0|0|0.0|100
0|2021-11-10|3659.0|0|3659.0|0|50.0|0|0.0|100
0|2021-11-11|3659.0|0|3659.0|0|50.0|0|0.0|100
0|2021-11-12|3674.0|0|3674.0|0|51.0|0|0.0|100
0|2021-11-13|3674.0|0|3674.0|0|51.0|0|0.0|100
0|2021-11-14|3674.0|0|3674.0|0|51.0|0|0.0|100
0|2021-11-15|3704.0|0|3704.0|0|51.0|0|0.0|100
0|2021-11-16|3710.0|0|3710.0|0|51.0|0|0.0|100
0|2021-11-17|3724.0|0|3724.0|0|51.0|0|0.0|100
0|2021-11-18|3737.0|0|3737.0|0|51.0|0|0.0|100
0|2021-11-19|3745.0|0|3745.0|0|51.0|0|0.0|100
0|2021-11-20|3745.0|0|3745.0|0|51.0|0|0.0|100
0|2021-11-21|3745.0|0|3745.0|0|51.0|0|0.0|100
0|2021-11-22|3776.0|0|3776.0|0|51.0|0|0.0|100
0|2021-11-23|3790.0|0|3790.0|0|51.0|0|0.0|100
0|2021-11-24|3804.0|0|3804.0|0|51.0|0|0.0|100
0|2021-11-25|3804.0|0|3804.0|0|51.0|0|0.0|100
0|2021-11-26|3804.0|0|3804.0|0|51.0|0|0.0|100
0|2021-11-27|3804.0|0|3804.0|0|51.0|0|0.0|100
0|2021-11-28|3804.0|0|3804.0|0|51.0|0|0.0|100
0|2021-11-29|3845.0|0|3845.0|0|51.0|0|0.0|100
0|2021-11-30|3856.0|0|3856.0|0|53.0|0|0.0|100
0|2021-12-01|3873.0|0|3873.0|0|53.0|0|0.0|100
0|2021-12-02|3907.0|0|3907.0|0|52.0|0|0.0|100
0|2021-12-03|3929.0|0|3929.0|0|53.0|0|0.0|100
0|2021-12-04|3929.0|0|3929.0|0|53.0|0|0.0|100
0|2021-12-05|3929.0|0|3929.0|0|53.0|0|0.0|100
0|2021-12-06|3979.0|0|3979.0|0|53.0|0|0.0|100
0|2021-12-07|4006.0|0|4006.0|0|54.0|0|0.0|100
0|2021-12-08|4039.0|0|4039.0|0|54.0|0|0.0|100
0|2021-12-09|4059.0|0|4059.0|0|54.0|0|0.0|100
0|2021-12-10|4068.0|0|4068.0|0|54.0|0|0.0|100
0|2021-12-11|4068.0|0|4068.0|0|54.0|0|0.0|100
0|2021-12-12|4068.0|0|4068.0|0|54.0|0|0.0|100
0|2021-12-13|4109.0|0|4109.0|0|54.0|0|0.0|100
0|2021-12-14|4109.0|0|4121.0|0|54.0|0|0.0|100
0|2021-12-15|4141.0|0|4141.0|0|54.0|0|0.0|100
0|2021-12-16|4171.0|0|4171.0|0|54.0|0|0.0|100
0|2021-12-17|4193.0|0|4193.0|0|54.0|0|0.0|100
0|2021-12-18|4193.0|0|4193.0|0|54.0|0|0.0|100
0|2021-12-19|4193.0|0|4193.0|0|54.0|0|0.0|100
0|2021-12-20|4249.0|0|4249.0|0|54.0|0|0.0|100
0|2021-12-21|4269.0|0|4269.0|0|54.0|0|0.0|100
0|2021-12-22|4294.0|0|4294.0|0|54.0|0|0.0|100
0|2021-12-23|4314.0|0|4314.0|0|54.0|0|0.0|100
0|2021-12-24|4314.0|0|4314.0|0|54.0|0|0.0|100
0|2021-12-25|4314.0|0|4314.0|0|54.0|0|0.0|100
0|2021-12-26|4314.0|0|4314.0|0|54.0|0|0.0|100
0|2021-12-27|4352.0|0|4352.0|0|54.0|0|0.0|100
0|2021-12-28|4371.0|0|4371.0|0|54.0|0|0.0|100
0|2021-12-29|4388.0|0|4388.0|0|54.0|0|0.0|100
0|2021-12-30|4420.0|0|4420.0|0|56.0|0|0.0|100
0|2021-12-31|4420.0|0|4420.0|0|56.0|0|0.0|100
0|2022-01-01|4420.0|0|4420.0|0|56.0|0|0.0|100
0|2022-01-02|4420.0|0|4420.0|0|56.0|0|0.0|100
0|2022-01-03|4487.0|0|4487.0|0|57.0|0|0.0|100
0|2022-01-04|4528.0|0|4528.0|0|57.0|0|0.0|100
0|2022-01-05|4585.0|0|4585.0|0|58.0|0|0.0|100
0|2022-01-06|4640.0|0|4640.0|0|59.0|0|0.0|100
0|2022-01-07|4706.0|0|4706.0|0|60.0|0|0.0|100
0|2022-01-08|4706.0|0|4706.0|0|60.0|0|0.0|100
0|2022-01-09|4706.0|0|4706.0|0|60.0|0|0.0|100
0|2022-01-10|4802.0|0|4802.0|0|60.0|0|0.0|100
