|dates|Riverside_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Riverside_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Riverside_California_UnitedStates.Male_Total_Population.data|Riverside_California_UnitedStates.Male_Total_Population.missing|Riverside_California_UnitedStates.Female_Total_Population.data|Riverside_California_UnitedStates.Female_Total_Population.missing|Riverside_California_UnitedStates.MaleAndFemale_Under18_Population.data|Riverside_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-29|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
0|2021-11-30|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
0|2021-12-01|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
0|2021-12-02|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
0|2021-12-03|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
0|2021-12-04|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
0|2021-12-05|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
0|2021-12-06|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
0|2021-12-07|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
0|2021-12-08|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
0|2021-12-09|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
0|2021-12-10|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
0|2021-12-11|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
0|2021-12-12|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
0|2021-12-13|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
0|2021-12-14|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
0|2021-12-15|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
0|2021-12-16|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
0|2021-12-17|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
0|2021-12-18|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
0|2021-12-19|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
0|2021-12-20|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
0|2021-12-21|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
0|2021-12-22|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
0|2021-12-23|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
0|2021-12-24|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
0|2021-12-25|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
0|2021-12-26|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
0|2021-12-27|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
0|2021-12-28|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
0|2021-12-29|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
0|2021-12-30|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
0|2021-12-31|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
0|2022-01-01|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
0|2022-01-02|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
0|2022-01-03|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
0|2022-01-04|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
0|2022-01-05|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
0|2022-01-06|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
0|2022-01-07|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
0|2022-01-08|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
0|2022-01-09|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
0|2022-01-10|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
0|2022-01-11|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
0|2022-01-12|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
0|2022-01-13|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
0|2022-01-14|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
0|2022-01-15|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
0|2022-01-16|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
0|2022-01-17|353122.0|0|1221375.0|0|1229383.0|0|616126.0|0
