|dates|Osage_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Osage_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Osage_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|Osage_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|Osage_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Osage_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Osage_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Osage_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|6765.0|0|6765.0|0|117.0|0|0.0|100
0|2021-10-18|6765.0|0|6765.0|0|117.0|0|0.0|100
0|2021-10-19|6765.0|0|6765.0|0|117.0|0|0.0|100
0|2021-10-20|6827.0|0|6827.0|0|125.0|0|0.0|100
0|2021-10-21|6827.0|0|6827.0|0|125.0|0|0.0|100
0|2021-10-22|6827.0|0|6827.0|0|125.0|0|0.0|100
0|2021-10-23|6827.0|0|6827.0|0|125.0|0|0.0|100
0|2021-10-24|6827.0|0|6827.0|0|125.0|0|0.0|100
0|2021-10-25|6827.0|0|6827.0|0|125.0|0|0.0|100
0|2021-10-26|6827.0|0|6827.0|0|125.0|0|0.0|100
0|2021-10-27|6877.0|0|6877.0|0|124.0|0|0.0|100
0|2021-10-28|6877.0|0|6877.0|0|124.0|0|0.0|100
0|2021-10-29|6877.0|0|6877.0|0|124.0|0|0.0|100
0|2021-10-30|6877.0|0|6877.0|0|124.0|0|0.0|100
0|2021-10-31|6877.0|0|6877.0|0|124.0|0|0.0|100
0|2021-11-01|6877.0|0|6877.0|0|124.0|0|0.0|100
0|2021-11-02|6877.0|0|6877.0|0|124.0|0|0.0|100
0|2021-11-03|6945.0|0|6945.0|0|127.0|0|0.0|100
0|2021-11-04|6945.0|0|6945.0|0|127.0|0|0.0|100
0|2021-11-05|6945.0|0|6945.0|0|127.0|0|0.0|100
0|2021-11-06|6945.0|0|6945.0|0|127.0|0|0.0|100
0|2021-11-07|6945.0|0|6945.0|0|127.0|0|0.0|100
0|2021-11-08|6945.0|0|6945.0|0|127.0|0|0.0|100
0|2021-11-09|6945.0|0|6945.0|0|127.0|0|0.0|100
0|2021-11-10|6945.0|0|7024.0|0|127.0|0|0.0|100
0|2021-11-11|6945.0|0|7024.0|0|127.0|0|0.0|100
0|2021-11-12|7024.0|0|7024.0|0|127.0|0|0.0|100
0|2021-11-13|7024.0|0|7024.0|0|127.0|0|0.0|100
0|2021-11-14|7024.0|0|7024.0|0|127.0|0|0.0|100
0|2021-11-15|7024.0|0|7024.0|0|127.0|0|0.0|100
0|2021-11-16|7024.0|0|7024.0|0|127.0|0|0.0|100
0|2021-11-17|7089.0|0|7089.0|0|127.0|0|0.0|100
0|2021-11-18|7089.0|0|7089.0|0|127.0|0|0.0|100
0|2021-11-19|7089.0|0|7089.0|0|127.0|0|0.0|100
0|2021-11-20|7089.0|0|7089.0|0|127.0|0|0.0|100
0|2021-11-21|7089.0|0|7089.0|0|127.0|0|0.0|100
0|2021-11-22|7089.0|0|7089.0|0|127.0|0|0.0|100
