|dates|Macon_Illinois_UnitedStates.BLS_EmployedPopulation.data|Macon_Illinois_UnitedStates.BLS_EmployedPopulation.missing|Macon_Illinois_UnitedStates.BLS_UnemployedPopulation.data|Macon_Illinois_UnitedStates.BLS_UnemployedPopulation.missing|Macon_Illinois_UnitedStates.BLS_UnemploymentRate.data|Macon_Illinois_UnitedStates.BLS_UnemploymentRate.missing|Macon_Illinois_UnitedStates.BLS_LaborForcePopulation.data|Macon_Illinois_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|42869.0|0|3183.0|0|6.911751932597933|0|46052.0|0
0|2021-10-18|42869.0|0|3183.0|0|6.911751932597933|0|46052.0|0
0|2021-10-19|42869.0|0|3183.0|0|6.911751932597933|0|46052.0|0
0|2021-10-20|42869.0|0|3183.0|0|6.911751932597933|0|46052.0|0
0|2021-10-21|42869.0|0|3183.0|0|6.911751932597933|0|46052.0|0
0|2021-10-22|42869.0|0|3183.0|0|6.911751932597933|0|46052.0|0
0|2021-10-23|42869.0|0|3183.0|0|6.911751932597933|0|46052.0|0
0|2021-10-24|42869.0|0|3183.0|0|6.911751932597933|0|46052.0|0
0|2021-10-25|42869.0|0|3183.0|0|6.911751932597933|0|46052.0|0
0|2021-10-26|42869.0|0|3183.0|0|6.911751932597933|0|46052.0|0
0|2021-10-27|42869.0|0|3183.0|0|6.911751932597933|0|46052.0|0
0|2021-10-28|42869.0|0|3183.0|0|6.911751932597933|0|46052.0|0
0|2021-10-29|42869.0|0|3183.0|0|6.911751932597933|0|46052.0|0
0|2021-10-30|42869.0|0|3183.0|0|6.911751932597933|0|46052.0|0
0|2021-10-31|42869.0|0|3183.0|0|6.911751932597933|0|46052.0|0
0|2021-11-01|42869.0|0|3183.0|0|6.911751932597933|0|46052.0|0
0|2021-11-02|42869.0|0|3183.0|0|6.911751932597933|0|46052.0|0
0|2021-11-03|42869.0|0|3183.0|0|6.911751932597933|0|46052.0|0
0|2021-11-04|42869.0|0|3183.0|0|6.911751932597933|0|46052.0|0
0|2021-11-05|42869.0|0|3183.0|0|6.911751932597933|0|46052.0|0
