|dates|SanDiego_California_UnitedStates.JHU_ConfirmedCases.data|SanDiego_California_UnitedStates.JHU_ConfirmedCases.missing|SanDiego_California_UnitedStates.NYT_ConfirmedCases.data|SanDiego_California_UnitedStates.NYT_ConfirmedCases.missing|SanDiego_California_UnitedStates.JHU_ConfirmedDeaths.data|SanDiego_California_UnitedStates.JHU_ConfirmedDeaths.missing|SanDiego_California_UnitedStates.JHU_ConfirmedRecoveries.data|SanDiego_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|385949.0|0|379944.0|0|4163.0|0|0.0|100
0|2021-10-18|386245.0|0|381510.0|0|4169.0|0|0.0|100
0|2021-10-19|386612.0|0|381783.0|0|4170.0|0|0.0|100
0|2021-10-20|387054.0|0|382120.0|0|4178.0|0|0.0|100
0|2021-10-21|387455.0|0|382533.0|0|4183.0|0|0.0|100
0|2021-10-22|387470.0|0|382920.0|0|4183.0|0|0.0|100
0|2021-10-23|387483.0|0|382920.0|0|4183.0|0|0.0|100
0|2021-10-24|387498.0|0|382920.0|0|4183.0|0|0.0|100
0|2021-10-25|389839.0|0|382920.0|0|4196.0|0|0.0|100
0|2021-10-26|390506.0|0|385221.0|0|4198.0|0|0.0|100
0|2021-10-27|391042.0|0|385878.0|0|4207.0|0|0.0|100
0|2021-10-28|391469.0|0|391107.0|0|4207.0|0|0.0|100
0|2021-10-29|391471.0|0|391534.0|0|4213.0|0|0.0|100
0|2021-10-30|391471.0|0|391534.0|0|4213.0|0|0.0|100
0|2021-10-31|391471.0|0|391534.0|0|4213.0|0|0.0|100
0|2021-11-01|393068.0|0|393131.0|0|4218.0|0|0.0|100
0|2021-11-02|393508.0|0|393571.0|0|4232.0|0|0.0|100
0|2021-11-03|393905.0|0|393968.0|0|4232.0|0|0.0|100
0|2021-11-04|394591.0|0|394654.0|0|4241.0|0|0.0|100
0|2021-11-05|395063.0|0|395126.0|0|4246.0|0|0.0|100
0|2021-11-06|395063.0|0|395126.0|0|4246.0|0|0.0|100
0|2021-11-07|395063.0|0|395126.0|0|4246.0|0|0.0|100
0|2021-11-08|396805.0|0|396868.0|0|4250.0|0|0.0|100
0|2021-11-09|397197.0|0|397260.0|0|4259.0|0|0.0|100
0|2021-11-10|397197.0|0|397700.0|0|4259.0|0|0.0|100
0|2021-11-11|398272.0|0|398335.0|0|4272.0|0|0.0|100
0|2021-11-12|398272.0|0|398335.0|0|4272.0|0|0.0|100
0|2021-11-13|399477.0|0|399540.0|0|4280.0|0|0.0|100
0|2021-11-14|399477.0|0|399540.0|0|4280.0|0|0.0|100
0|2021-11-15|399477.0|0|399540.0|0|4280.0|0|0.0|100
0|2021-11-16|400689.0|0|400752.0|0|4284.0|0|0.0|100
0|2021-11-17|401279.0|0|401342.0|0|4287.0|0|0.0|100
0|2021-11-18|401843.0|0|401906.0|0|4301.0|0|0.0|100
0|2021-11-19|402221.0|0|402284.0|0|4311.0|0|0.0|100
0|2021-11-20|402221.0|0|402284.0|0|4311.0|0|0.0|100
0|2021-11-21|402221.0|0|402284.0|0|4311.0|0|0.0|100
0|2021-11-22|402821.0|0|402884.0|0|4317.0|0|0.0|100
0|2021-11-23|404206.0|0|404269.0|0|4317.0|0|0.0|100
0|2021-11-24|404708.0|0|404771.0|0|4319.0|0|0.0|100
0|2021-11-25|404708.0|0|404771.0|0|4319.0|0|0.0|100
0|2021-11-26|404708.0|0|404771.0|0|4319.0|0|0.0|100
0|2021-11-27|404708.0|0|404771.0|0|4319.0|0|0.0|100
0|2021-11-28|404708.0|0|404771.0|0|4319.0|0|0.0|100
0|2021-11-29|405099.0|0|405162.0|0|4325.0|0|0.0|100
0|2021-11-30|405099.0|0|406990.0|0|4325.0|0|0.0|100
0|2021-12-01|407479.0|0|407542.0|0|4340.0|0|0.0|100
0|2021-12-02|408528.0|0|408591.0|0|4346.0|0|0.0|100
0|2021-12-03|409182.0|0|409245.0|0|4350.0|0|0.0|100
0|2021-12-04|409182.0|0|409245.0|0|4350.0|0|0.0|100
0|2021-12-05|409182.0|0|409245.0|0|4350.0|0|0.0|100
0|2021-12-06|410451.0|0|410514.0|0|4351.0|0|0.0|100
0|2021-12-07|410451.0|0|412924.0|0|4351.0|0|0.0|100
0|2021-12-08|413582.0|0|413645.0|0|4357.0|0|0.0|100
0|2021-12-09|414408.0|0|414471.0|0|4369.0|0|0.0|100
0|2021-12-10|415006.0|0|415069.0|0|4374.0|0|0.0|100
0|2021-12-11|415006.0|0|415069.0|0|4374.0|0|0.0|100
0|2021-12-12|415006.0|0|415069.0|0|4374.0|0|0.0|100
0|2021-12-13|416039.0|0|416102.0|0|4378.0|0|0.0|100
0|2021-12-14|416039.0|0|418061.0|0|4378.0|0|0.0|100
0|2021-12-15|418608.0|0|418671.0|0|4393.0|0|0.0|100
0|2021-12-16|419553.0|0|419616.0|0|4395.0|0|0.0|100
0|2021-12-17|420137.0|0|420200.0|0|4399.0|0|0.0|100
0|2021-12-18|420137.0|0|420200.0|0|4399.0|0|0.0|100
0|2021-12-19|420137.0|0|420200.0|0|4399.0|0|0.0|100
0|2021-12-20|421204.0|0|421267.0|0|4406.0|0|0.0|100
0|2021-12-21|424490.0|0|424553.0|0|4412.0|0|0.0|100
0|2021-12-22|425393.0|0|425456.0|0|4424.0|0|0.0|100
0|2021-12-23|427629.0|0|427692.0|0|4434.0|0|0.0|100
0|2021-12-24|429976.0|0|430039.0|0|4442.0|0|0.0|100
0|2021-12-25|429976.0|0|430039.0|0|4442.0|0|0.0|100
0|2021-12-26|429976.0|0|430039.0|0|4442.0|0|0.0|100
0|2021-12-27|429976.0|0|430039.0|0|4442.0|0|0.0|100
0|2021-12-28|438328.0|0|438391.0|0|4445.0|0|0.0|100
0|2021-12-29|440743.0|0|440806.0|0|4450.0|0|0.0|100
0|2021-12-30|444977.0|0|445040.0|0|4461.0|0|0.0|100
0|2021-12-31|451019.0|0|451082.0|0|4469.0|0|0.0|100
0|2022-01-01|451019.0|0|451082.0|0|4469.0|0|0.0|100
0|2022-01-02|451019.0|0|451082.0|0|4469.0|0|0.0|100
0|2022-01-03|451019.0|0|451082.0|0|4469.0|0|0.0|100
0|2022-01-04|475086.0|0|475149.0|0|4476.0|0|0.0|100
0|2022-01-05|482431.0|0|482494.0|0|4487.0|0|0.0|100
0|2022-01-06|492713.0|0|492776.0|0|4495.0|0|0.0|100
0|2022-01-07|498384.0|0|498447.0|0|4495.0|0|0.0|100
0|2022-01-08|498384.0|0|498447.0|0|4495.0|0|0.0|100
0|2022-01-09|498384.0|0|498447.0|0|4495.0|0|0.0|100
0|2022-01-10|504317.0|0|504380.0|0|4500.0|0|0.0|100
0|2022-01-11|556617.0|0|556680.0|0|4500.0|0|0.0|100
0|2022-01-12|563065.0|0|563128.0|0|4520.0|0|0.0|100
0|2022-01-13|563065.0|0|587767.0|0|4520.0|0|0.0|100
0|2022-01-14|595420.0|0|595483.0|0|4540.0|0|0.0|100
0|2022-01-15|595420.0|0|595483.0|0|4540.0|0|0.0|100
0|2022-01-16|595420.0|0|595483.0|0|4540.0|0|0.0|100
0|2022-01-17|605276.0|0|0.0|100|4545.0|0|0.0|100
