|dates|Minnehaha_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Minnehaha_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Minnehaha_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|Minnehaha_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|Minnehaha_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Minnehaha_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Minnehaha_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Minnehaha_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|36752.0|0|36752.0|0|385.0|0|0.0|100
0|2021-10-18|36752.0|0|36808.0|0|385.0|0|0.0|100
0|2021-10-19|36752.0|0|36932.0|0|385.0|0|0.0|100
0|2021-10-20|37008.0|0|37008.0|0|389.0|0|0.0|100
0|2021-10-21|37078.0|0|37078.0|0|390.0|0|0.0|100
0|2021-10-22|37133.0|0|37133.0|0|391.0|0|0.0|100
0|2021-10-23|37133.0|0|37133.0|0|391.0|0|0.0|100
0|2021-10-24|37133.0|0|37133.0|0|391.0|0|0.0|100
0|2021-10-25|37184.0|0|37184.0|0|391.0|0|0.0|100
0|2021-10-26|37321.0|0|37321.0|0|393.0|0|0.0|100
0|2021-10-27|37396.0|0|37396.0|0|393.0|0|0.0|100
0|2021-10-28|37444.0|0|37444.0|0|393.0|0|0.0|100
0|2021-10-29|37519.0|0|37519.0|0|393.0|0|0.0|100
0|2021-10-30|37519.0|0|37519.0|0|393.0|0|0.0|100
0|2021-10-31|37519.0|0|37519.0|0|393.0|0|0.0|100
0|2021-11-01|37591.0|0|37591.0|0|393.0|0|0.0|100
0|2021-11-02|37722.0|0|37722.0|0|394.0|0|0.0|100
0|2021-11-03|37818.0|0|37818.0|0|394.0|0|0.0|100
0|2021-11-04|37887.0|0|37887.0|0|394.0|0|0.0|100
0|2021-11-05|37984.0|0|37984.0|0|395.0|0|0.0|100
0|2021-11-06|37984.0|0|37984.0|0|395.0|0|0.0|100
0|2021-11-07|37984.0|0|37984.0|0|395.0|0|0.0|100
0|2021-11-08|38060.0|0|38060.0|0|395.0|0|0.0|100
0|2021-11-09|38257.0|0|38257.0|0|396.0|0|0.0|100
0|2021-11-10|38370.0|0|38370.0|0|396.0|0|0.0|100
0|2021-11-11|38370.0|0|38370.0|0|396.0|0|0.0|100
0|2021-11-12|38485.0|0|38485.0|0|397.0|0|0.0|100
0|2021-11-13|38485.0|0|38485.0|0|397.0|0|0.0|100
0|2021-11-14|38485.0|0|38485.0|0|397.0|0|0.0|100
0|2021-11-15|38647.0|0|38647.0|0|397.0|0|0.0|100
0|2021-11-16|38871.0|0|38871.0|0|398.0|0|0.0|100
0|2021-11-17|38986.0|0|38986.0|0|398.0|0|0.0|100
0|2021-11-18|39076.0|0|39076.0|0|398.0|0|0.0|100
0|2021-11-19|39147.0|0|39147.0|0|399.0|0|0.0|100
0|2021-11-20|39147.0|0|39147.0|0|399.0|0|0.0|100
0|2021-11-21|39147.0|0|39147.0|0|399.0|0|0.0|100
0|2021-11-22|39233.0|0|39233.0|0|400.0|0|0.0|100
0|2021-11-23|39429.0|0|39429.0|0|403.0|0|0.0|100
0|2021-11-24|39537.0|0|39537.0|0|404.0|0|0.0|100
0|2021-11-25|39537.0|0|39537.0|0|404.0|0|0.0|100
0|2021-11-26|39537.0|0|39537.0|0|404.0|0|0.0|100
0|2021-11-27|39537.0|0|39537.0|0|404.0|0|0.0|100
0|2021-11-28|39537.0|0|39537.0|0|404.0|0|0.0|100
0|2021-11-29|39703.0|0|39703.0|0|405.0|0|0.0|100
0|2021-11-30|40140.0|0|40140.0|0|405.0|0|0.0|100
0|2021-12-01|40302.0|0|40302.0|0|409.0|0|0.0|100
0|2021-12-02|40461.0|0|40461.0|0|409.0|0|0.0|100
0|2021-12-03|40574.0|0|40574.0|0|409.0|0|0.0|100
0|2021-12-04|40574.0|0|40574.0|0|409.0|0|0.0|100
0|2021-12-05|40574.0|0|40574.0|0|409.0|0|0.0|100
0|2021-12-06|40701.0|0|40701.0|0|415.0|0|0.0|100
0|2021-12-07|40988.0|0|40988.0|0|415.0|0|0.0|100
0|2021-12-08|41122.0|0|41122.0|0|415.0|0|0.0|100
0|2021-12-09|41208.0|0|41208.0|0|416.0|0|0.0|100
0|2021-12-10|41327.0|0|41327.0|0|417.0|0|0.0|100
0|2021-12-11|41327.0|0|41327.0|0|417.0|0|0.0|100
0|2021-12-12|41327.0|0|41327.0|0|417.0|0|0.0|100
0|2021-12-13|41412.0|0|41412.0|0|419.0|0|0.0|100
0|2021-12-14|41412.0|0|41562.0|0|419.0|0|0.0|100
0|2021-12-15|41671.0|0|41671.0|0|421.0|0|0.0|100
0|2021-12-16|41773.0|0|41773.0|0|422.0|0|0.0|100
0|2021-12-17|41869.0|0|41869.0|0|422.0|0|0.0|100
0|2021-12-18|41869.0|0|41869.0|0|422.0|0|0.0|100
0|2021-12-19|41869.0|0|41869.0|0|422.0|0|0.0|100
0|2021-12-20|41968.0|0|41968.0|0|422.0|0|0.0|100
0|2021-12-21|42152.0|0|42152.0|0|423.0|0|0.0|100
0|2021-12-22|42271.0|0|42271.0|0|423.0|0|0.0|100
0|2021-12-23|42384.0|0|42384.0|0|423.0|0|0.0|100
0|2021-12-24|42384.0|0|42384.0|0|423.0|0|0.0|100
0|2021-12-25|42384.0|0|42384.0|0|423.0|0|0.0|100
0|2021-12-26|42384.0|0|42384.0|0|423.0|0|0.0|100
0|2021-12-27|42556.0|0|42556.0|0|428.0|0|0.0|100
0|2021-12-28|42949.0|0|42949.0|0|428.0|0|0.0|100
0|2021-12-29|43260.0|0|43260.0|0|429.0|0|0.0|100
0|2021-12-30|43580.0|0|43580.0|0|433.0|0|0.0|100
0|2021-12-31|43580.0|0|43580.0|0|433.0|0|0.0|100
0|2022-01-01|43580.0|0|43580.0|0|433.0|0|0.0|100
0|2022-01-02|43580.0|0|43580.0|0|433.0|0|0.0|100
0|2022-01-03|43872.0|0|43872.0|0|435.0|0|0.0|100
0|2022-01-04|44888.0|0|44888.0|0|435.0|0|0.0|100
0|2022-01-05|45550.0|0|45550.0|0|439.0|0|0.0|100
0|2022-01-06|46266.0|0|46266.0|0|443.0|0|0.0|100
0|2022-01-07|46911.0|0|46911.0|0|443.0|0|0.0|100
0|2022-01-08|46911.0|0|46911.0|0|443.0|0|0.0|100
0|2022-01-09|46911.0|0|46911.0|0|443.0|0|0.0|100
0|2022-01-10|47351.0|0|47351.0|0|443.0|0|0.0|100
0|2022-01-11|48711.0|0|48711.0|0|443.0|0|0.0|100
