|dates|Alexander_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Alexander_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Alexander_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Alexander_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Alexander_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Alexander_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Alexander_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Alexander_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|6353.0|0|6353.0|0|112.0|0|0.0|100
0|2021-10-18|6372.0|0|6372.0|0|112.0|0|0.0|100
0|2021-10-19|6375.0|0|6375.0|0|115.0|0|0.0|100
0|2021-10-20|6386.0|0|6386.0|0|115.0|0|0.0|100
0|2021-10-21|6404.0|0|6404.0|0|115.0|0|0.0|100
0|2021-10-22|6410.0|0|6410.0|0|115.0|0|0.0|100
0|2021-10-23|6410.0|0|6410.0|0|115.0|0|0.0|100
0|2021-10-24|6410.0|0|6410.0|0|115.0|0|0.0|100
0|2021-10-25|6431.0|0|6431.0|0|115.0|0|0.0|100
0|2021-10-26|6438.0|0|6438.0|0|115.0|0|0.0|100
0|2021-10-27|6446.0|0|6446.0|0|117.0|0|0.0|100
0|2021-10-28|6455.0|0|6455.0|0|117.0|0|0.0|100
0|2021-10-29|6469.0|0|6469.0|0|117.0|0|0.0|100
0|2021-10-30|6469.0|0|6469.0|0|117.0|0|0.0|100
0|2021-10-31|6469.0|0|6469.0|0|117.0|0|0.0|100
0|2021-11-01|6491.0|0|6491.0|0|117.0|0|0.0|100
0|2021-11-02|6490.0|0|6490.0|0|117.0|0|0.0|100
0|2021-11-03|6510.0|0|6510.0|0|117.0|0|0.0|100
0|2021-11-04|6518.0|0|6518.0|0|117.0|0|0.0|100
0|2021-11-05|6526.0|0|6526.0|0|117.0|0|0.0|100
0|2021-11-06|6526.0|0|6526.0|0|117.0|0|0.0|100
0|2021-11-07|6526.0|0|6526.0|0|117.0|0|0.0|100
0|2021-11-08|6553.0|0|6553.0|0|117.0|0|0.0|100
0|2021-11-09|6570.0|0|6570.0|0|117.0|0|0.0|100
0|2021-11-10|6570.0|0|6581.0|0|117.0|0|0.0|100
0|2021-11-11|6581.0|0|6581.0|0|117.0|0|0.0|100
0|2021-11-12|6600.0|0|6600.0|0|118.0|0|0.0|100
0|2021-11-13|6600.0|0|6600.0|0|118.0|0|0.0|100
0|2021-11-14|6600.0|0|6600.0|0|118.0|0|0.0|100
0|2021-11-15|6609.0|0|6609.0|0|118.0|0|0.0|100
0|2021-11-16|6601.0|0|6601.0|0|118.0|0|0.0|100
0|2021-11-17|6611.0|0|6611.0|0|118.0|0|0.0|100
0|2021-11-18|6645.0|0|6645.0|0|118.0|0|0.0|100
0|2021-11-19|6655.0|0|6655.0|0|118.0|0|0.0|100
0|2021-11-20|6655.0|0|6655.0|0|118.0|0|0.0|100
0|2021-11-21|6655.0|0|6655.0|0|118.0|0|0.0|100
0|2021-11-22|6693.0|0|6693.0|0|118.0|0|0.0|100
0|2021-11-23|6697.0|0|6697.0|0|118.0|0|0.0|100
0|2021-11-24|6702.0|0|6702.0|0|118.0|0|0.0|100
0|2021-11-25|6702.0|0|6702.0|0|118.0|0|0.0|100
0|2021-11-26|6702.0|0|6702.0|0|118.0|0|0.0|100
0|2021-11-27|6702.0|0|6702.0|0|118.0|0|0.0|100
0|2021-11-28|6702.0|0|6702.0|0|118.0|0|0.0|100
0|2021-11-29|6765.0|0|6765.0|0|118.0|0|0.0|100
0|2021-11-30|6802.0|0|6802.0|0|118.0|0|0.0|100
0|2021-12-01|6815.0|0|6815.0|0|118.0|0|0.0|100
0|2021-12-02|6820.0|0|6820.0|0|118.0|0|0.0|100
0|2021-12-03|6820.0|0|6832.0|0|118.0|0|0.0|100
0|2021-12-04|6832.0|0|6832.0|0|118.0|0|0.0|100
0|2021-12-05|6832.0|0|6832.0|0|118.0|0|0.0|100
0|2021-12-06|6860.0|0|6860.0|0|118.0|0|0.0|100
0|2021-12-07|6861.0|0|6861.0|0|118.0|0|0.0|100
0|2021-12-08|6889.0|0|6889.0|0|118.0|0|0.0|100
0|2021-12-09|6907.0|0|6907.0|0|119.0|0|0.0|100
0|2021-12-10|6924.0|0|6924.0|0|119.0|0|0.0|100
0|2021-12-11|6924.0|0|6924.0|0|119.0|0|0.0|100
0|2021-12-12|6924.0|0|6924.0|0|119.0|0|0.0|100
0|2021-12-13|6973.0|0|6973.0|0|119.0|0|0.0|100
0|2021-12-14|6973.0|0|6982.0|0|119.0|0|0.0|100
0|2021-12-15|7007.0|0|7007.0|0|119.0|0|0.0|100
0|2021-12-16|7022.0|0|7022.0|0|119.0|0|0.0|100
0|2021-12-17|7038.0|0|7038.0|0|119.0|0|0.0|100
0|2021-12-18|7038.0|0|7038.0|0|119.0|0|0.0|100
0|2021-12-19|7038.0|0|7038.0|0|119.0|0|0.0|100
0|2021-12-20|7073.0|0|7073.0|0|119.0|0|0.0|100
0|2021-12-21|7086.0|0|7086.0|0|119.0|0|0.0|100
0|2021-12-22|7112.0|0|7112.0|0|119.0|0|0.0|100
0|2021-12-23|7112.0|0|7112.0|0|119.0|0|0.0|100
0|2021-12-24|7112.0|0|7112.0|0|119.0|0|0.0|100
0|2021-12-25|7112.0|0|7112.0|0|119.0|0|0.0|100
0|2021-12-26|7112.0|0|7112.0|0|119.0|0|0.0|100
0|2021-12-27|7112.0|0|7112.0|0|119.0|0|0.0|100
0|2021-12-28|7207.0|0|7207.0|0|119.0|0|0.0|100
0|2021-12-29|7217.0|0|7217.0|0|119.0|0|0.0|100
0|2021-12-30|7257.0|0|7257.0|0|119.0|0|0.0|100
0|2021-12-31|7257.0|0|7285.0|0|119.0|0|0.0|100
0|2022-01-01|7257.0|0|7285.0|0|119.0|0|0.0|100
0|2022-01-02|7257.0|0|7285.0|0|119.0|0|0.0|100
0|2022-01-03|7355.0|0|7355.0|0|119.0|0|0.0|100
0|2022-01-04|7376.0|0|7376.0|0|119.0|0|0.0|100
0|2022-01-05|7436.0|0|7436.0|0|119.0|0|0.0|100
0|2022-01-06|7556.0|0|7556.0|0|119.0|0|0.0|100
0|2022-01-07|7666.0|0|7666.0|0|119.0|0|0.0|100
0|2022-01-08|7666.0|0|7666.0|0|119.0|0|0.0|100
0|2022-01-09|7666.0|0|7666.0|0|119.0|0|0.0|100
0|2022-01-10|7859.0|0|7859.0|0|119.0|0|0.0|100
0|2022-01-11|7943.0|0|7943.0|0|119.0|0|0.0|100
0|2022-01-12|8017.0|0|8017.0|0|119.0|0|0.0|100
0|2022-01-13|8017.0|0|8055.0|0|119.0|0|0.0|100
0|2022-01-14|8185.0|0|8185.0|0|120.0|0|0.0|100
0|2022-01-15|8185.0|0|8185.0|0|120.0|0|0.0|100
0|2022-01-16|8185.0|0|8185.0|0|120.0|0|0.0|100
0|2022-01-17|8185.0|0|0.0|100|120.0|0|0.0|100
