|dates|Oxford_Maine_UnitedStates.JHU_ConfirmedCases.data|Oxford_Maine_UnitedStates.JHU_ConfirmedCases.missing|Oxford_Maine_UnitedStates.NYT_ConfirmedCases.data|Oxford_Maine_UnitedStates.NYT_ConfirmedCases.missing|Oxford_Maine_UnitedStates.JHU_ConfirmedDeaths.data|Oxford_Maine_UnitedStates.JHU_ConfirmedDeaths.missing|Oxford_Maine_UnitedStates.JHU_ConfirmedRecoveries.data|Oxford_Maine_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|4815.0|0|4815.0|0|74.0|0|0.0|100
0|2021-10-18|4815.0|0|4815.0|0|74.0|0|0.0|100
0|2021-10-19|4849.0|0|4849.0|0|77.0|0|0.0|100
0|2021-10-20|4908.0|0|4908.0|0|77.0|0|0.0|100
0|2021-10-21|4924.0|0|4924.0|0|79.0|0|0.0|100
0|2021-10-22|4971.0|0|4971.0|0|79.0|0|0.0|100
0|2021-10-23|5038.0|0|5038.0|0|81.0|0|0.0|100
0|2021-10-24|5038.0|0|5038.0|0|81.0|0|0.0|100
0|2021-10-25|5038.0|0|5038.0|0|81.0|0|0.0|100
0|2021-10-26|5105.0|0|5105.0|0|81.0|0|0.0|100
0|2021-10-27|5129.0|0|5129.0|0|81.0|0|0.0|100
0|2021-10-28|5157.0|0|5157.0|0|81.0|0|0.0|100
0|2021-10-29|5211.0|0|5211.0|0|83.0|0|0.0|100
0|2021-10-30|5258.0|0|5258.0|0|83.0|0|0.0|100
0|2021-10-31|5258.0|0|5258.0|0|83.0|0|0.0|100
0|2021-11-01|5258.0|0|5258.0|0|83.0|0|0.0|100
0|2021-11-02|5303.0|0|5303.0|0|85.0|0|0.0|100
0|2021-11-03|5366.0|0|5366.0|0|85.0|0|0.0|100
0|2021-11-04|5407.0|0|5407.0|0|85.0|0|0.0|100
0|2021-11-05|5456.0|0|5456.0|0|86.0|0|0.0|100
0|2021-11-06|5514.0|0|5514.0|0|86.0|0|0.0|100
0|2021-11-07|5514.0|0|5514.0|0|86.0|0|0.0|100
0|2021-11-08|5514.0|0|5514.0|0|86.0|0|0.0|100
0|2021-11-09|5605.0|0|5605.0|0|86.0|0|0.0|100
0|2021-11-10|5605.0|0|5647.0|0|86.0|0|0.0|100
0|2021-11-11|5662.0|0|5662.0|0|86.0|0|0.0|100
0|2021-11-12|5662.0|0|5662.0|0|86.0|0|0.0|100
0|2021-11-13|5777.0|0|5777.0|0|86.0|0|0.0|100
0|2021-11-14|5777.0|0|5777.0|0|86.0|0|0.0|100
0|2021-11-15|5777.0|0|5777.0|0|86.0|0|0.0|100
0|2021-11-16|5870.0|0|5870.0|0|87.0|0|0.0|100
0|2021-11-17|5915.0|0|5915.0|0|87.0|0|0.0|100
0|2021-11-18|5933.0|0|5933.0|0|87.0|0|0.0|100
0|2021-11-19|5958.0|0|5958.0|0|87.0|0|0.0|100
0|2021-11-20|6014.0|0|6014.0|0|88.0|0|0.0|100
0|2021-11-21|6014.0|0|6014.0|0|88.0|0|0.0|100
0|2021-11-22|6014.0|0|6014.0|0|88.0|0|0.0|100
0|2021-11-23|6106.0|0|6106.0|0|89.0|0|0.0|100
0|2021-11-24|6183.0|0|6183.0|0|89.0|0|0.0|100
0|2021-11-25|6221.0|0|6221.0|0|89.0|0|0.0|100
0|2021-11-26|6221.0|0|6221.0|0|89.0|0|0.0|100
0|2021-11-27|6221.0|0|6221.0|0|89.0|0|0.0|100
0|2021-11-28|6221.0|0|6221.0|0|89.0|0|0.0|100
0|2021-11-29|6236.0|0|6236.0|0|89.0|0|0.0|100
0|2021-11-30|6339.0|0|6339.0|0|89.0|0|0.0|100
0|2021-12-01|6367.0|0|6367.0|0|89.0|0|0.0|100
0|2021-12-02|6367.0|0|6378.0|0|89.0|0|0.0|100
0|2021-12-03|6416.0|0|6416.0|0|89.0|0|0.0|100
0|2021-12-04|6451.0|0|6451.0|0|89.0|0|0.0|100
0|2021-12-05|6451.0|0|6451.0|0|89.0|0|0.0|100
0|2021-12-06|6451.0|0|6451.0|0|89.0|0|0.0|100
0|2021-12-07|6482.0|0|6482.0|0|89.0|0|0.0|100
0|2021-12-08|6566.0|0|6566.0|0|89.0|0|0.0|100
0|2021-12-09|6703.0|0|6703.0|0|89.0|0|0.0|100
0|2021-12-10|6785.0|0|6785.0|0|90.0|0|0.0|100
0|2021-12-11|6864.0|0|6864.0|0|90.0|0|0.0|100
0|2021-12-12|6864.0|0|6864.0|0|90.0|0|0.0|100
0|2021-12-13|6864.0|0|6864.0|0|90.0|0|0.0|100
0|2021-12-14|6864.0|0|6913.0|0|90.0|0|0.0|100
0|2021-12-15|7046.0|0|7046.0|0|90.0|0|0.0|100
0|2021-12-16|7063.0|0|7063.0|0|93.0|0|0.0|100
0|2021-12-17|7120.0|0|7120.0|0|94.0|0|0.0|100
0|2021-12-18|7175.0|0|7175.0|0|94.0|0|0.0|100
0|2021-12-19|7175.0|0|7175.0|0|94.0|0|0.0|100
0|2021-12-20|7175.0|0|7175.0|0|94.0|0|0.0|100
0|2021-12-21|7243.0|0|7243.0|0|95.0|0|0.0|100
0|2021-12-22|7331.0|0|7331.0|0|95.0|0|0.0|100
0|2021-12-23|7373.0|0|7373.0|0|96.0|0|0.0|100
0|2021-12-24|7427.0|0|7427.0|0|96.0|0|0.0|100
0|2021-12-25|7427.0|0|7427.0|0|96.0|0|0.0|100
0|2021-12-26|7427.0|0|7427.0|0|96.0|0|0.0|100
0|2021-12-27|7427.0|0|7427.0|0|96.0|0|0.0|100
0|2021-12-28|7500.0|0|7500.0|0|98.0|0|0.0|100
0|2021-12-29|7575.0|0|7575.0|0|99.0|0|0.0|100
0|2021-12-30|7644.0|0|7644.0|0|102.0|0|0.0|100
0|2021-12-31|7662.0|0|7662.0|0|102.0|0|0.0|100
0|2022-01-01|7662.0|0|7662.0|0|102.0|0|0.0|100
0|2022-01-02|7662.0|0|7662.0|0|102.0|0|0.0|100
0|2022-01-03|7662.0|0|7662.0|0|102.0|0|0.0|100
0|2022-01-04|7735.0|0|7735.0|0|104.0|0|0.0|100
0|2022-01-05|7773.0|0|7773.0|0|109.0|0|0.0|100
0|2022-01-06|7799.0|0|7799.0|0|111.0|0|0.0|100
0|2022-01-07|7827.0|0|7827.0|0|111.0|0|0.0|100
0|2022-01-08|7847.0|0|7847.0|0|111.0|0|0.0|100
0|2022-01-09|7847.0|0|7847.0|0|111.0|0|0.0|100
0|2022-01-10|7847.0|0|7847.0|0|111.0|0|0.0|100
0|2022-01-11|7920.0|0|7920.0|0|112.0|0|0.0|100
0|2022-01-12|7981.0|0|7981.0|0|112.0|0|0.0|100
0|2022-01-13|7981.0|0|8060.0|0|112.0|0|0.0|100
0|2022-01-14|8142.0|0|8142.0|0|112.0|0|0.0|100
0|2022-01-15|8212.0|0|8212.0|0|112.0|0|0.0|100
0|2022-01-16|8212.0|0|8212.0|0|112.0|0|0.0|100
0|2022-01-17|8212.0|0|0.0|100|112.0|0|0.0|100
