|dates|Lexington_SouthCarolina_UnitedStates.BLS_EmployedPopulation.data|Lexington_SouthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Lexington_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Lexington_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Lexington_SouthCarolina_UnitedStates.BLS_UnemploymentRate.data|Lexington_SouthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Lexington_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Lexington_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-10-18|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-10-19|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-10-20|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-10-21|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-10-22|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-10-23|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-10-24|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-10-25|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-10-26|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-10-27|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-10-28|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-10-29|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-10-30|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-10-31|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-11-01|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-11-02|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-11-03|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-11-04|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-11-05|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-11-06|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-11-07|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-11-08|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-11-09|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-11-10|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-11-11|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-11-12|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-11-13|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-11-14|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-11-15|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-11-16|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-11-17|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-11-18|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-11-19|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-11-20|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-11-21|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-11-22|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-11-23|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-11-24|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-11-25|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-11-26|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-11-27|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-11-28|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-11-29|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-11-30|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-12-01|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-12-02|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-12-03|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-12-04|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-12-05|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-12-06|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-12-07|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-12-08|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-12-09|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-12-10|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-12-11|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-12-12|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-12-13|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-12-14|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-12-15|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-12-16|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-12-17|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-12-18|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-12-19|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-12-20|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-12-21|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-12-22|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-12-23|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-12-24|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-12-25|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-12-26|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-12-27|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-12-28|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-12-29|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-12-30|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2021-12-31|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2022-01-01|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2022-01-02|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2022-01-03|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2022-01-04|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2022-01-05|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2022-01-06|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2022-01-07|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2022-01-08|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2022-01-09|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2022-01-10|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2022-01-11|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2022-01-12|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2022-01-13|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2022-01-14|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2022-01-15|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2022-01-16|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
0|2022-01-17|146304.0|0|4076.0|0|2.7104668173959303|0|150380.0|0
