|dates|Ottawa_Michigan_UnitedStates.JHU_ConfirmedCases.data|Ottawa_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Ottawa_Michigan_UnitedStates.NYT_ConfirmedCases.data|Ottawa_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Ottawa_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Ottawa_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Ottawa_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Ottawa_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-29|49303.0|0|49303.0|0|562.0|0|0.0|100
0|2021-11-30|49303.0|0|49303.0|0|562.0|0|0.0|100
0|2021-12-01|50068.0|0|50068.0|0|572.0|0|0.0|100
0|2021-12-02|50068.0|0|50068.0|0|572.0|0|0.0|100
0|2021-12-03|50897.0|0|50897.0|0|573.0|0|0.0|100
0|2021-12-04|50897.0|0|50897.0|0|573.0|0|0.0|100
0|2021-12-05|50897.0|0|50897.0|0|573.0|0|0.0|100
0|2021-12-06|51462.0|0|51462.0|0|579.0|0|0.0|100
0|2021-12-07|51462.0|0|51462.0|0|579.0|0|0.0|100
0|2021-12-08|52064.0|0|52064.0|0|595.0|0|0.0|100
0|2021-12-09|52064.0|0|52064.0|0|595.0|0|0.0|100
0|2021-12-10|52439.0|0|52439.0|0|598.0|0|0.0|100
0|2021-12-11|52439.0|0|52439.0|0|598.0|0|0.0|100
0|2021-12-12|52439.0|0|52439.0|0|598.0|0|0.0|100
0|2021-12-13|53029.0|0|53029.0|0|600.0|0|0.0|100
0|2021-12-14|53029.0|0|53029.0|0|600.0|0|0.0|100
0|2021-12-15|53384.0|0|53384.0|0|609.0|0|0.0|100
0|2021-12-16|53384.0|0|53384.0|0|609.0|0|0.0|100
0|2021-12-17|53777.0|0|53777.0|0|617.0|0|0.0|100
0|2021-12-18|53777.0|0|53777.0|0|617.0|0|0.0|100
0|2021-12-19|53777.0|0|53777.0|0|617.0|0|0.0|100
0|2021-12-20|54051.0|0|54051.0|0|622.0|0|0.0|100
0|2021-12-21|54051.0|0|54051.0|0|622.0|0|0.0|100
0|2021-12-22|54422.0|0|54422.0|0|629.0|0|0.0|100
0|2021-12-23|54422.0|0|54422.0|0|629.0|0|0.0|100
0|2021-12-24|54422.0|0|54422.0|0|629.0|0|0.0|100
0|2021-12-25|54422.0|0|54422.0|0|629.0|0|0.0|100
0|2021-12-26|54422.0|0|54422.0|0|629.0|0|0.0|100
0|2021-12-27|54992.0|0|54992.0|0|641.0|0|0.0|100
0|2021-12-28|54992.0|0|54992.0|0|641.0|0|0.0|100
0|2021-12-29|55516.0|0|55516.0|0|646.0|0|0.0|100
0|2021-12-30|55516.0|0|55516.0|0|646.0|0|0.0|100
0|2021-12-31|55516.0|0|55516.0|0|646.0|0|0.0|100
0|2022-01-01|55516.0|0|55516.0|0|646.0|0|0.0|100
0|2022-01-02|55516.0|0|55516.0|0|646.0|0|0.0|100
0|2022-01-03|56769.0|0|56769.0|0|658.0|0|0.0|100
0|2022-01-04|56769.0|0|56769.0|0|658.0|0|0.0|100
0|2022-01-05|57600.0|0|57600.0|0|665.0|0|0.0|100
0|2022-01-06|57600.0|0|57600.0|0|665.0|0|0.0|100
0|2022-01-07|58717.0|0|58717.0|0|672.0|0|0.0|100
0|2022-01-08|58717.0|0|58717.0|0|672.0|0|0.0|100
0|2022-01-09|58717.0|0|58717.0|0|672.0|0|0.0|100
0|2022-01-10|60057.0|0|60057.0|0|672.0|0|0.0|100
0|2022-01-11|60057.0|0|60057.0|0|672.0|0|0.0|100
0|2022-01-12|61146.0|0|61146.0|0|684.0|0|0.0|100
0|2022-01-13|61146.0|0|61146.0|0|684.0|0|0.0|100
0|2022-01-14|62279.0|0|62279.0|0|689.0|0|0.0|100
0|2022-01-15|62279.0|0|62279.0|0|689.0|0|0.0|100
0|2022-01-16|62279.0|0|62279.0|0|689.0|0|0.0|100
0|2022-01-17|62279.0|0|0.0|100|689.0|0|0.0|100
