|dates|Vigo_Indiana_UnitedStates.AveragePrecipitationTotal.data|Vigo_Indiana_UnitedStates.AveragePrecipitationTotal.missing|Vigo_Indiana_UnitedStates.AveragePrecipitation.data|Vigo_Indiana_UnitedStates.AveragePrecipitation.missing|Vigo_Indiana_UnitedStates.AverageWindDirection.data|Vigo_Indiana_UnitedStates.AverageWindDirection.missing|Vigo_Indiana_UnitedStates.AverageWindSpeed.data|Vigo_Indiana_UnitedStates.AverageWindSpeed.missing
0|2021-10-17|0.0|0|0.0|0|207.1875|0|4.708333333333333|0
0|2021-10-18|0.0|0|0.0|0|75.41666666666667|0|2.75|0
0|2021-10-19|0.0|0|0.0|0|95.0|0|3.7083333333333335|0
0|2021-10-20|0.0|0|0.0|0|142.08333333333334|0|7.333333333333333|0
0|2021-10-21|0.0|0|0.0|0|260.125|0|9.933333333333334|0
0|2021-10-22|0.0|0|0.0|0|238.40277777777774|0|5.440972222222221|0
0|2021-10-23|0.0|0|0.0|0|97.08333333333333|0|3.5833333333333335|0
0|2021-10-24|0.0|0|0.020625|0|128.36805555555554|0|8.918055555555556|0
0|2021-10-25|0.0|0|0.02486111111111111|0|272.77777777777777|0|12.986111111111112|0
0|2021-10-26|0.0016666666666666668|0|0.0|0|144.93055555555557|0|4.576388888888888|0
0|2021-10-27|0.0|0|0.0|0|83.33333333333333|0|6.291666666666667|0
0|2021-10-28|0.0008333333333333334|0|0.01465277777777778|0|104.44444444444446|0|9.51736111111111|0
0|2021-10-29|0.005555555555555556|0|0.005416666666666667|0|196.54166666666666|0|6.097916666666667|0
0|2021-10-30|0.009166666666666667|0|0.0032638888888888887|0|314.23611111111114|0|8.23611111111111|0
0|2021-10-31|0.0004166666666666667|0|0.0|0|271.875|0|6.833333333333333|0
0|2021-11-01|0.0|0|0.0|0|289.5833333333333|0|5.375|0
0|2021-11-02|0.0|0|0.0|0|259.5833333333333|0|5.125|0
0|2021-11-03|0.0|0|0.0|0|55.833333333333336|0|1.0|0
0|2021-11-04|0.0|0|0.0|0|103.33333333333333|0|2.2083333333333335|0
0|2021-11-05|0.0|0|0.0|0|46.25|0|2.7916666666666665|0
0|2021-11-06|0.0|0|0.0|0|35.833333333333336|0|1.3333333333333333|0
0|2021-11-07|0.0|0|0.0|0|132.5|0|4.416666666666667|0
0|2021-11-08|0.0|0|0.0|0|158.33333333333334|0|7.208333333333333|0
0|2021-11-09|0.0|0|0.0|0|121.875|0|3.7291666666666665|0
0|2021-11-10|0.0|0|0.0|0|104.65277777777779|0|5.669246031746032|0
0|2021-11-11|0.0|0|0.013104166666666667|0|209.5|0|10.494444444444444|0
0|2021-11-12|0.014583333333333332|0|0.0|0|239.75|0|12.291666666666666|0
0|2021-11-13|0.0|0|0.0|0|257.98611111111114|0|9.819444444444445|0
0|2021-11-14|0.0|0|0.006263888888888889|0|251.8263888888889|0|12.520833333333334|0
0|2021-11-15|0.008749999999999999|0|0.0|0|183.75|0|6.541666666666667|0
0|2021-11-16|0.0|0|0.0|0|122.0138888888889|0|7.444444444444444|0
0|2021-11-17|0.0|0|0.008333333333333333|0|226.45833333333337|0|13.006944444444445|0
0|2021-11-18|0.010833333333333334|0|0.0008333333333333334|0|293.75|0|10.875|0
0|2021-11-19|0.0|0|0.0|0|115.83333333333333|0|4.416666666666667|0
0|2021-11-20|0.0|0|0.0|0|150.0|0|6.125|0
0|2021-11-21|0.010416666666666666|0|0.013402777777777777|0|222.29166666666666|0|6.958333333333333|0
0|2021-11-22|0.0062499999999999995|0|0.0|0|290.0|0|7.708333333333333|0
0|2021-11-23|0.0|0|0.0|0|123.75|0|5.333333333333333|0
0|2021-11-24|0.0|0|0.0|0|181.08333333333334|0|13.770833333333334|0
0|2021-11-25|0.0077083333333333335|0|0.01375|0|269.8055555555556|0|12.487499999999999|0
0|2021-11-26|0.0|0|0.0|0|186.875|0|5.4375|0
0|2021-11-27|0.0|0|0.0|0|184.58333333333334|0|7.0|0
0|2021-11-28|0.0|0|0.0|0|250.0|0|8.208333333333334|0
0|2021-11-29|0.0|0|0.0|0|117.91666666666667|0|6.958333333333333|0
0|2021-11-30|0.0|0|0.0|0|168.75|0|3.9583333333333335|0
0|2021-12-01|0.0|0|0.006666666666666667|0|119.88888888888887|0|4.490277777777776|0
0|2021-12-02|0.009583333333333334|0|0.0|0|231.02083333333334|0|7.5|0
0|2021-12-03|0.0|0|0.0|0|90.0|0|4.5|0
0|2021-12-04|0.0|0|0.0|0|54.166666666666664|0|7.291666666666667|0
0|2021-12-05|0.0|0|0.015833333333333335|0|149.79166666666666|0|9.868055555555555|0
0|2021-12-06|0.010416666666666666|0|0.00325|0|302.59722222222223|0|13.326388888888888|0
0|2021-12-07|0.0|0|0.0|0|164.58333333333334|0|5.041666666666667|0
0|2021-12-08|0.0|0|0.0|0|191.25|0|6.833333333333333|0
0|2021-12-09|0.0|0|0.0|0|158.125|0|10.424999999999999|0
0|2021-12-10|0.0|0|0.005875000000000001|0|145.01388888888889|0|9.13125|0
0|2021-12-11|0.009583333333333334|0|0.0020833333333333333|0|255.06944444444443|0|14.798611111111109|0
0|2021-12-12|0.0|0|0.0|0|202.91666666666666|0|9.125|0
0|2021-12-13|0.0|0|0.0|0|165.83333333333334|0|7.25|0
0|2021-12-14|0.0|0|0.0|0|122.08333333333333|0|7.0|0
0|2021-12-15|0.004166666666666667|0|0.004166666666666667|0|179.2361111111111|0|16.409722222222225|0
0|2021-12-16|0.0|0|0.014087301587301586|0|232.9017857142857|0|11.218253968253968|0
0|2021-12-17|0.021666666666666667|0|0.007500000000000001|0|51.725694444444436|0|4.732638888888888|0
0|2021-12-18|0.012916666666666667|0|0.01902777777777778|0|252.77777777777774|0|8.5|0
0|2021-12-19|0.007916666666666667|0|0.0|0|187.59027777777774|0|4.864583333333333|0
0|2021-12-20|0.0|0|0.0|0|134.91666666666666|0|4.645833333333333|0
0|2021-12-21|0.0|0|0.0|0|182.91666666666666|0|6.833333333333333|0
0|2021-12-22|0.0|0|0.0|0|223.33333333333334|0|6.979166666666667|0
0|2021-12-23|0.0|0|0.0|0|178.35416666666666|0|10.604166666666666|0
0|2021-12-24|0.0|0|0.0|0|185.95833333333334|0|13.479166666666666|0
0|2021-12-25|0.005208333333333333|0|0.014097222222222225|0|271.0069444444444|0|9.565972222222221|0
0|2021-12-26|0.009166666666666667|0|0.0004166666666666667|0|130.13888888888889|0|7.291666666666667|0
0|2021-12-27|0.000625|0|0.0004166666666666667|0|252.9861111111111|0|11.3125|0
0|2021-12-28|0.0|0|0.034569444444444444|0|110.17083333333333|0|7.608333333333333|0
0|2021-12-29|0.010937500000000001|0|0.0008333333333333334|0|181.70138888888889|0|5.090277777777778|0
0|2021-12-30|0.0008333333333333334|0|0.0|0|145.95138888888889|0|4.559027777777778|0
0|2021-12-31|0.0|0|0.0004166666666666667|0|145.94444444444443|0|6.608333333333333|0
0|2022-01-01|0.00125|0|0.012465277777777782|0|217.74305555555554|0|8.805555555555555|0
0|2022-01-02|0.0029999999999999996|0|0.0004166666666666667|0|270.25|0|11.175694444444446|0
0|2022-01-03|0.0|0|0.0|0|245.65972222222226|0|6.5694444444444455|0
0|2022-01-04|0.0|0|0.0|0|171.5972222222222|0|10.965277777777779|0
0|2022-01-05|0.0|0|0.0|0|265.2083333333333|0|15.333333333333334|0
0|2022-01-06|0.0|0|0.0|0|300.8333333333333|0|10.291666666666666|0
0|2022-01-07|0.0|0|0.0|0|202.91666666666666|0|5.770833333333333|0
0|2022-01-08|0.0|0|0.005138888888888889|0|159.375|0|12.270833333333334|0
0|2022-01-09|0.003645833333333333|0|0.008125|0|297.5|0|11.305555555555557|0
0|2022-01-10|0.0|0|0.0|0|278.9375|0|7.958333333333333|0
0|2022-01-11|0.0|0|0.0|0|140.41666666666666|0|9.583333333333334|0
0|2022-01-12|0.0|0|0.0|0|191.54166666666666|0|8.125|0
0|2022-01-13|0.0|0|0.0|0|220.0|0|6.625|0
0|2022-01-14|0.0|0|0.0|0|111.52777777777777|0|6.458333333333333|0
0|2022-01-15|0.0|0|0.0|0|61.25|0|11.847222222222221|0
0|2022-01-16|0.0|0|0.0|0|180.83333333333334|0|7.541666666666667|0
0|2022-01-17|0.0004166666666666667|0|0.000625|0|277.375|0|9.041666666666666|0
