|dates|Newberry_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Newberry_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Newberry_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|Newberry_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Newberry_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Newberry_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Newberry_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Newberry_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-16|7858.0|0|7858.0|0|153.0|0|0.0|100
0|2021-12-17|7865.0|0|7865.0|0|153.0|0|0.0|100
0|2021-12-18|7865.0|0|7865.0|0|153.0|0|0.0|100
0|2021-12-19|7865.0|0|7865.0|0|153.0|0|0.0|100
0|2021-12-20|7896.0|0|7896.0|0|153.0|0|0.0|100
0|2021-12-21|7901.0|0|7901.0|0|153.0|0|0.0|100
0|2021-12-22|7907.0|0|7907.0|0|153.0|0|0.0|100
0|2021-12-23|7926.0|0|7926.0|0|154.0|0|0.0|100
0|2021-12-24|7926.0|0|7926.0|0|154.0|0|0.0|100
0|2021-12-25|7926.0|0|7926.0|0|154.0|0|0.0|100
0|2021-12-26|7926.0|0|7926.0|0|154.0|0|0.0|100
0|2021-12-27|7926.0|0|7926.0|0|154.0|0|0.0|100
0|2021-12-28|7926.0|0|7926.0|0|154.0|0|0.0|100
0|2021-12-29|8026.0|0|8026.0|0|153.0|0|0.0|100
0|2021-12-30|8058.0|0|8058.0|0|153.0|0|0.0|100
0|2021-12-31|8159.0|0|8159.0|0|153.0|0|0.0|100
0|2022-01-01|8159.0|0|8159.0|0|153.0|0|0.0|100
0|2022-01-02|8159.0|0|8159.0|0|153.0|0|0.0|100
0|2022-01-03|8159.0|0|8159.0|0|153.0|0|0.0|100
0|2022-01-04|8454.0|0|8454.0|0|154.0|0|0.0|100
0|2022-01-05|8553.0|0|8553.0|0|154.0|0|0.0|100
0|2022-01-06|8748.0|0|8748.0|0|154.0|0|0.0|100
0|2022-01-07|8828.0|0|8828.0|0|154.0|0|0.0|100
0|2022-01-08|8828.0|0|8828.0|0|154.0|0|0.0|100
0|2022-01-09|8828.0|0|8828.0|0|154.0|0|0.0|100
0|2022-01-10|9152.0|0|9152.0|0|154.0|0|0.0|100
0|2022-01-11|9216.0|0|9216.0|0|154.0|0|0.0|100
0|2022-01-12|9291.0|0|9291.0|0|154.0|0|0.0|100
0|2022-01-13|9291.0|0|9851.0|0|154.0|0|0.0|100
0|2022-01-14|10099.0|0|10099.0|0|154.0|0|0.0|100
0|2022-01-15|10099.0|0|10099.0|0|154.0|0|0.0|100
0|2022-01-16|10099.0|0|10099.0|0|154.0|0|0.0|100
0|2022-01-17|10099.0|0|0.0|100|154.0|0|0.0|100
