|dates|Mackinac_Michigan_UnitedStates.JHU_ConfirmedCases.data|Mackinac_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Mackinac_Michigan_UnitedStates.NYT_ConfirmedCases.data|Mackinac_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Mackinac_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Mackinac_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Mackinac_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Mackinac_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1215.0|0|1215.0|0|7.0|0|0.0|100
0|2021-10-18|1233.0|0|1233.0|0|7.0|0|0.0|100
0|2021-10-19|1233.0|0|1233.0|0|7.0|0|0.0|100
0|2021-10-20|1247.0|0|1247.0|0|8.0|0|0.0|100
0|2021-10-21|1247.0|0|1247.0|0|8.0|0|0.0|100
0|2021-10-22|1267.0|0|1267.0|0|9.0|0|0.0|100
0|2021-10-23|1267.0|0|1267.0|0|9.0|0|0.0|100
0|2021-10-24|1267.0|0|1267.0|0|9.0|0|0.0|100
0|2021-10-25|1280.0|0|1280.0|0|9.0|0|0.0|100
0|2021-10-26|1280.0|0|1280.0|0|9.0|0|0.0|100
0|2021-10-27|1294.0|0|1294.0|0|11.0|0|0.0|100
0|2021-10-28|1294.0|0|1294.0|0|11.0|0|0.0|100
0|2021-10-29|1301.0|0|1301.0|0|12.0|0|0.0|100
0|2021-10-30|1301.0|0|1301.0|0|12.0|0|0.0|100
0|2021-10-31|1301.0|0|1301.0|0|12.0|0|0.0|100
0|2021-11-01|1311.0|0|1311.0|0|12.0|0|0.0|100
0|2021-11-02|1311.0|0|1311.0|0|12.0|0|0.0|100
0|2021-11-03|1326.0|0|1326.0|0|12.0|0|0.0|100
0|2021-11-04|1326.0|0|1326.0|0|12.0|0|0.0|100
0|2021-11-05|1335.0|0|1335.0|0|12.0|0|0.0|100
0|2021-11-06|1335.0|0|1335.0|0|12.0|0|0.0|100
0|2021-11-07|1335.0|0|1335.0|0|12.0|0|0.0|100
0|2021-11-08|1349.0|0|1349.0|0|12.0|0|0.0|100
0|2021-11-09|1349.0|0|1349.0|0|12.0|0|0.0|100
0|2021-11-10|1373.0|0|1373.0|0|12.0|0|0.0|100
0|2021-11-11|1373.0|0|1373.0|0|12.0|0|0.0|100
0|2021-11-12|1389.0|0|1389.0|0|12.0|0|0.0|100
0|2021-11-13|1389.0|0|1389.0|0|12.0|0|0.0|100
0|2021-11-14|1389.0|0|1389.0|0|12.0|0|0.0|100
0|2021-11-15|1396.0|0|1396.0|0|14.0|0|0.0|100
0|2021-11-16|1396.0|0|1396.0|0|14.0|0|0.0|100
0|2021-11-17|1412.0|0|1412.0|0|14.0|0|0.0|100
0|2021-11-18|1412.0|0|1412.0|0|14.0|0|0.0|100
0|2021-11-19|1426.0|0|1426.0|0|14.0|0|0.0|100
0|2021-11-20|1426.0|0|1426.0|0|14.0|0|0.0|100
0|2021-11-21|1426.0|0|1426.0|0|14.0|0|0.0|100
0|2021-11-22|1440.0|0|1440.0|0|14.0|0|0.0|100
0|2021-11-23|1440.0|0|1440.0|0|14.0|0|0.0|100
0|2021-11-24|1460.0|0|1460.0|0|14.0|0|0.0|100
0|2021-11-25|1460.0|0|1460.0|0|14.0|0|0.0|100
0|2021-11-26|1460.0|0|1460.0|0|14.0|0|0.0|100
0|2021-11-27|1460.0|0|1460.0|0|14.0|0|0.0|100
0|2021-11-28|1460.0|0|1460.0|0|14.0|0|0.0|100
0|2021-11-29|1485.0|0|1485.0|0|14.0|0|0.0|100
0|2021-11-30|1485.0|0|1485.0|0|14.0|0|0.0|100
0|2021-12-01|1522.0|0|1522.0|0|14.0|0|0.0|100
0|2021-12-02|1522.0|0|1522.0|0|14.0|0|0.0|100
0|2021-12-03|1554.0|0|1554.0|0|16.0|0|0.0|100
0|2021-12-04|1554.0|0|1554.0|0|16.0|0|0.0|100
0|2021-12-05|1554.0|0|1554.0|0|16.0|0|0.0|100
0|2021-12-06|1572.0|0|1572.0|0|16.0|0|0.0|100
0|2021-12-07|1572.0|0|1572.0|0|16.0|0|0.0|100
0|2021-12-08|1587.0|0|1587.0|0|17.0|0|0.0|100
0|2021-12-09|1587.0|0|1587.0|0|17.0|0|0.0|100
0|2021-12-10|1597.0|0|1597.0|0|17.0|0|0.0|100
0|2021-12-11|1597.0|0|1597.0|0|17.0|0|0.0|100
0|2021-12-12|1597.0|0|1597.0|0|17.0|0|0.0|100
0|2021-12-13|1612.0|0|1612.0|0|17.0|0|0.0|100
0|2021-12-14|1612.0|0|1612.0|0|17.0|0|0.0|100
0|2021-12-15|1628.0|0|1628.0|0|18.0|0|0.0|100
0|2021-12-16|1628.0|0|1628.0|0|18.0|0|0.0|100
0|2021-12-17|1644.0|0|1644.0|0|18.0|0|0.0|100
0|2021-12-18|1644.0|0|1644.0|0|18.0|0|0.0|100
0|2021-12-19|1644.0|0|1644.0|0|18.0|0|0.0|100
0|2021-12-20|1652.0|0|1652.0|0|18.0|0|0.0|100
0|2021-12-21|1652.0|0|1652.0|0|18.0|0|0.0|100
0|2021-12-22|1666.0|0|1666.0|0|19.0|0|0.0|100
0|2021-12-23|1666.0|0|1666.0|0|19.0|0|0.0|100
0|2021-12-24|1666.0|0|1666.0|0|19.0|0|0.0|100
0|2021-12-25|1666.0|0|1666.0|0|19.0|0|0.0|100
0|2021-12-26|1666.0|0|1666.0|0|19.0|0|0.0|100
0|2021-12-27|1682.0|0|1682.0|0|19.0|0|0.0|100
0|2021-12-28|1682.0|0|1682.0|0|19.0|0|0.0|100
0|2021-12-29|1702.0|0|1702.0|0|19.0|0|0.0|100
0|2021-12-30|1702.0|0|1702.0|0|19.0|0|0.0|100
0|2021-12-31|1702.0|0|1702.0|0|19.0|0|0.0|100
0|2022-01-01|1702.0|0|1702.0|0|19.0|0|0.0|100
0|2022-01-02|1702.0|0|1702.0|0|19.0|0|0.0|100
0|2022-01-03|1732.0|0|1732.0|0|20.0|0|0.0|100
0|2022-01-04|1732.0|0|1732.0|0|20.0|0|0.0|100
0|2022-01-05|1766.0|0|1766.0|0|22.0|0|0.0|100
0|2022-01-06|1766.0|0|1766.0|0|22.0|0|0.0|100
0|2022-01-07|1796.0|0|1796.0|0|23.0|0|0.0|100
0|2022-01-08|1796.0|0|1796.0|0|23.0|0|0.0|100
0|2022-01-09|1796.0|0|1796.0|0|23.0|0|0.0|100
0|2022-01-10|1832.0|0|1832.0|0|23.0|0|0.0|100
0|2022-01-11|1832.0|0|1832.0|0|23.0|0|0.0|100
0|2022-01-12|1900.0|0|1900.0|0|24.0|0|0.0|100
0|2022-01-13|1900.0|0|1900.0|0|24.0|0|0.0|100
0|2022-01-14|1936.0|0|1936.0|0|25.0|0|0.0|100
0|2022-01-15|1936.0|0|1936.0|0|25.0|0|0.0|100
0|2022-01-16|1936.0|0|1936.0|0|25.0|0|0.0|100
0|2022-01-17|1936.0|0|0.0|100|25.0|0|0.0|100
