|dates|Levy_Florida_UnitedStates.JHU_ConfirmedCases.data|Levy_Florida_UnitedStates.JHU_ConfirmedCases.missing|Levy_Florida_UnitedStates.NYT_ConfirmedCases.data|Levy_Florida_UnitedStates.NYT_ConfirmedCases.missing|Levy_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Levy_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Levy_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Levy_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-13|7108.0|0|7095.0|0|56.0|0|0.0|100
0|2021-12-14|7108.0|0|7095.0|0|56.0|0|0.0|100
0|2021-12-15|7108.0|0|7095.0|0|56.0|0|0.0|100
0|2021-12-16|7108.0|0|7095.0|0|56.0|0|0.0|100
0|2021-12-17|7126.0|0|7113.0|0|56.0|0|0.0|100
0|2021-12-18|7126.0|0|7113.0|0|56.0|0|0.0|100
0|2021-12-19|7126.0|0|7113.0|0|56.0|0|0.0|100
0|2021-12-20|7126.0|0|7113.0|0|56.0|0|0.0|100
0|2021-12-21|7126.0|0|7113.0|0|56.0|0|0.0|100
0|2021-12-22|7126.0|0|7113.0|0|56.0|0|0.0|100
0|2021-12-23|7126.0|0|7113.0|0|56.0|0|0.0|100
0|2021-12-24|7126.0|0|7139.0|0|56.0|0|0.0|100
0|2021-12-25|7152.0|0|7139.0|0|56.0|0|0.0|100
0|2021-12-26|7152.0|0|7139.0|0|56.0|0|0.0|100
0|2021-12-27|7152.0|0|7139.0|0|56.0|0|0.0|100
0|2021-12-28|7152.0|0|7139.0|0|56.0|0|0.0|100
0|2021-12-29|7152.0|0|7139.0|0|56.0|0|0.0|100
0|2021-12-30|7152.0|0|7139.0|0|56.0|0|0.0|100
0|2021-12-31|7289.0|0|7276.0|0|56.0|0|0.0|100
0|2022-01-01|7289.0|0|7276.0|0|56.0|0|0.0|100
0|2022-01-02|7289.0|0|7276.0|0|56.0|0|0.0|100
0|2022-01-03|7289.0|0|7276.0|0|56.0|0|0.0|100
0|2022-01-04|7289.0|0|7276.0|0|56.0|0|0.0|100
0|2022-01-05|7289.0|0|7276.0|0|56.0|0|0.0|100
0|2022-01-06|7289.0|0|7276.0|0|56.0|0|0.0|100
0|2022-01-07|7562.0|0|7549.0|0|56.0|0|0.0|100
0|2022-01-08|7562.0|0|7549.0|0|56.0|0|0.0|100
0|2022-01-09|7562.0|0|7549.0|0|56.0|0|0.0|100
0|2022-01-10|7562.0|0|7549.0|0|56.0|0|0.0|100
0|2022-01-11|7562.0|0|7549.0|0|56.0|0|0.0|100
0|2022-01-12|7562.0|0|7549.0|0|116.0|0|0.0|100
0|2022-01-13|7562.0|0|7549.0|0|116.0|0|0.0|100
0|2022-01-14|7562.0|0|8179.0|0|116.0|0|0.0|100
0|2022-01-15|8192.0|0|8179.0|0|116.0|0|0.0|100
0|2022-01-16|8192.0|0|8179.0|0|116.0|0|0.0|100
0|2022-01-17|8192.0|0|0.0|100|116.0|0|0.0|100
