|dates|Blackford_Indiana_UnitedStates.AveragePrecipitationTotal.data|Blackford_Indiana_UnitedStates.AveragePrecipitationTotal.missing|Blackford_Indiana_UnitedStates.AveragePrecipitation.data|Blackford_Indiana_UnitedStates.AveragePrecipitation.missing|Blackford_Indiana_UnitedStates.AverageWindDirection.data|Blackford_Indiana_UnitedStates.AverageWindDirection.missing|Blackford_Indiana_UnitedStates.AverageWindSpeed.data|Blackford_Indiana_UnitedStates.AverageWindSpeed.missing
0|2021-11-19|0.0|0|0.0|0|179.58333333333334|0|6.333333333333333|0
0|2021-11-20|0.0|0|0.0|0|159.63541666666666|0|6.848958333333333|0
0|2021-11-21|0.0|0|0.0|0|219.47916666666666|0|9.239583333333334|0
0|2021-11-22|0.0|0|0.0|0|286.3541666666667|0|8.947916666666666|0
0|2021-11-23|0.0|0|0.0|0|195.0|0|5.177083333333333|0
0|2021-11-24|0.0|0|0.0|0|189.79166666666666|0|13.885416666666666|0
0|2021-11-25|0.0|0|0.0|0|258.1770833333333|0|13.53125|0
0|2021-11-26|0.0|0|0.0|0|250.3125|0|9.760416666666666|0
0|2021-11-27|0.0|0|0.0|0|177.5|0|8.177083333333334|0
0|2021-11-28|0.0|0|0.0|0|283.4375|0|11.479166666666666|0
0|2021-11-29|0.0|0|0.0|0|170.625|0|6.291666666666667|0
0|2021-11-30|0.0|0|0.0|0|252.44791666666666|0|8.75|0
0|2021-12-01|0.0|0|0.0|0|139.47916666666666|0|5.927083333333333|0
0|2021-12-02|0.0|0|0.0|0|238.85416666666666|0|11.239583333333334|0
0|2021-12-03|0.0|0|0.0|0|81.875|0|5.760416666666667|0
0|2021-12-04|0.0|0|0.0|0|99.0625|0|2.71875|0
0|2021-12-05|0.0|0|0.0|0|145.10416666666666|0|11.895833333333334|0
0|2021-12-06|0.0|0|0.0|0|283.5416666666667|0|19.708333333333332|0
0|2021-12-07|0.0|0|0.0|0|161.35416666666666|0|4.010416666666667|0
0|2021-12-08|0.0|0|0.0|0|178.33333333333334|0|6.885416666666667|0
0|2021-12-09|0.0|0|0.0|0|159.79166666666666|0|9.291666666666666|0
0|2021-12-10|0.0|0|0.0|0|121.14583333333333|0|7.583333333333333|0
0|2021-12-11|0.0|0|0.0|0|246.25|0|22.119791666666668|0
0|2021-12-12|0.0|0|0.0|0|218.54166666666666|0|10.510416666666666|0
0|2021-12-13|0.0|0|0.0|0|161.14583333333334|0|6.708333333333333|0
0|2021-12-14|0.0|0|0.0|0|116.875|0|6.395833333333333|0
0|2021-12-15|0.0|0|0.0|0|190.52083333333334|0|16.145833333333332|0
0|2021-12-16|0.0|0|0.0|0|238.95833333333334|0|15.979166666666666|0
0|2021-12-17|0.0|0|0.0|0|92.13541666666667|0|4.473958333333333|0
0|2021-12-18|0.0|0|0.0|0|205.0|0|7.135416666666667|0
0|2021-12-19|0.0|0|0.0|0|96.66666666666667|0|4.697916666666667|0
0|2021-12-20|0.0|0|0.0|0|196.82291666666666|0|6.635416666666667|0
0|2021-12-21|0.0|0|0.0|0|160.41666666666666|0|8.020833333333334|0
0|2021-12-22|0.0|0|0.0|0|248.75|0|10.791666666666666|0
0|2021-12-23|0.0|0|0.0|0|184.42708333333334|0|10.270833333333334|0
0|2021-12-24|0.0|0|0.0|0|195.625|0|12.010416666666666|0
0|2021-12-25|0.0|0|0.0|0|245.72916666666666|0|8.572916666666666|0
0|2021-12-26|0.0|0|0.0|0|57.291666666666664|0|4.114583333333333|0
0|2021-12-27|0.0|0|0.0|0|210.625|0|11.666666666666666|0
0|2021-12-28|0.0|0|0.0|0|88.64583333333333|0|6.114583333333333|0
0|2021-12-29|0.0|0|0.0|0|184.73958333333334|0|5.432291666666667|0
0|2021-12-30|0.0|0|0.0|0|121.97916666666667|0|4.947916666666667|0
0|2021-12-31|0.0|0|0.0|0|135.10416666666666|0|5.885416666666667|0
0|2022-01-01|0.0|0|0.0|0|124.11458333333333|0|7.734375|0
0|2022-01-02|0.0|0|0.0|0|113.95833333333333|0|10.328125|0
0|2022-01-03|0.0|0|0.0|0|151.35416666666666|0|5.171875|0
0|2022-01-04|0.0|0|0.0|0|187.5|0|12.114583333333334|0
0|2022-01-05|0.0|0|0.0|0|255.10416666666666|0|23.760416666666668|0
0|2022-01-06|0.0|0|0.0|0|277.8125|0|13.859375|0
0|2022-01-07|0.0|0|0.0|0|224.47916666666666|0|9.78125|0
0|2022-01-08|0.0|0|0.0|0|173.54166666666666|0|12.90625|0
0|2022-01-09|0.0|0|0.0|0|281.7708333333333|0|13.427083333333334|0
0|2022-01-10|0.0|0|0.0|0|294.7916666666667|0|11.4375|0
0|2022-01-11|0.0|0|0.0|0|154.0625|0|10.572916666666666|0
0|2022-01-12|0.0|0|0.0|0|204.53125|0|9.609375|0
0|2022-01-13|0.0|0|0.0|0|165.15625|0|3.96875|0
0|2022-01-14|0.0|0|0.0|0|87.8125|0|8.5|0
0|2022-01-15|0.0|0|0.0|0|75.72916666666667|0|13.104166666666666|0
0|2022-01-16|0.0|0|0.0|0|148.54166666666666|0|6.40625|0
0|2022-01-17|0.0|0|0.0|0|286.1458333333333|0|13.791666666666666|0
