|dates|Lincoln_SouthDakota_UnitedStates.BLS_EmployedPopulation.data|Lincoln_SouthDakota_UnitedStates.BLS_EmployedPopulation.missing|Lincoln_SouthDakota_UnitedStates.BLS_UnemployedPopulation.data|Lincoln_SouthDakota_UnitedStates.BLS_UnemployedPopulation.missing|Lincoln_SouthDakota_UnitedStates.BLS_UnemploymentRate.data|Lincoln_SouthDakota_UnitedStates.BLS_UnemploymentRate.missing|Lincoln_SouthDakota_UnitedStates.BLS_LaborForcePopulation.data|Lincoln_SouthDakota_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|35964.0|0|847.0|0|2.300942653011328|0|36811.0|0
0|2021-10-18|35964.0|0|847.0|0|2.300942653011328|0|36811.0|0
0|2021-10-19|35964.0|0|847.0|0|2.300942653011328|0|36811.0|0
0|2021-10-20|35964.0|0|847.0|0|2.300942653011328|0|36811.0|0
0|2021-10-21|35964.0|0|847.0|0|2.300942653011328|0|36811.0|0
0|2021-10-22|35964.0|0|847.0|0|2.300942653011328|0|36811.0|0
0|2021-10-23|35964.0|0|847.0|0|2.300942653011328|0|36811.0|0
0|2021-10-24|35964.0|0|847.0|0|2.300942653011328|0|36811.0|0
0|2021-10-25|35964.0|0|847.0|0|2.300942653011328|0|36811.0|0
0|2021-10-26|35964.0|0|847.0|0|2.300942653011328|0|36811.0|0
0|2021-10-27|35964.0|0|847.0|0|2.300942653011328|0|36811.0|0
0|2021-10-28|35964.0|0|847.0|0|2.300942653011328|0|36811.0|0
0|2021-10-29|35964.0|0|847.0|0|2.300942653011328|0|36811.0|0
0|2021-10-30|35964.0|0|847.0|0|2.300942653011328|0|36811.0|0
0|2021-10-31|35964.0|0|847.0|0|2.300942653011328|0|36811.0|0
0|2021-11-01|35964.0|0|847.0|0|2.300942653011328|0|36811.0|0
0|2021-11-02|35964.0|0|847.0|0|2.300942653011328|0|36811.0|0
0|2021-11-03|35964.0|0|847.0|0|2.300942653011328|0|36811.0|0
0|2021-11-04|35964.0|0|847.0|0|2.300942653011328|0|36811.0|0
0|2021-11-05|35964.0|0|847.0|0|2.300942653011328|0|36811.0|0
0|2021-11-06|35964.0|0|847.0|0|2.300942653011328|0|36811.0|0
0|2021-11-07|35964.0|0|847.0|0|2.300942653011328|0|36811.0|0
0|2021-11-08|35964.0|0|847.0|0|2.300942653011328|0|36811.0|0
0|2021-11-09|35964.0|0|847.0|0|2.300942653011328|0|36811.0|0
0|2021-11-10|35964.0|0|847.0|0|2.300942653011328|0|36811.0|0
0|2021-11-11|35964.0|0|847.0|0|2.300942653011328|0|36811.0|0
0|2021-11-12|35964.0|0|847.0|0|2.300942653011328|0|36811.0|0
0|2021-11-13|35964.0|0|847.0|0|2.300942653011328|0|36811.0|0
0|2021-11-14|35964.0|0|847.0|0|2.300942653011328|0|36811.0|0
0|2021-11-15|35964.0|0|847.0|0|2.300942653011328|0|36811.0|0
0|2021-11-16|35964.0|0|847.0|0|2.300942653011328|0|36811.0|0
0|2021-11-17|35964.0|0|847.0|0|2.300942653011328|0|36811.0|0
0|2021-11-18|35964.0|0|847.0|0|2.300942653011328|0|36811.0|0
