|dates|Reeves_Texas_UnitedStates.JHU_ConfirmedCases.data|Reeves_Texas_UnitedStates.JHU_ConfirmedCases.missing|Reeves_Texas_UnitedStates.NYT_ConfirmedCases.data|Reeves_Texas_UnitedStates.NYT_ConfirmedCases.missing|Reeves_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Reeves_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Reeves_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Reeves_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-10|3623.0|0|3623.0|0|56.0|0|0.0|100
0|2021-11-11|3647.0|0|3647.0|0|56.0|0|0.0|100
0|2021-11-12|3653.0|0|3653.0|0|57.0|0|0.0|100
0|2021-11-13|3671.0|0|3671.0|0|57.0|0|0.0|100
0|2021-11-14|3680.0|0|3680.0|0|57.0|0|0.0|100
0|2021-11-15|3680.0|0|3680.0|0|57.0|0|0.0|100
0|2021-11-16|3680.0|0|3680.0|0|57.0|0|0.0|100
0|2021-11-17|3689.0|0|3689.0|0|57.0|0|0.0|100
0|2021-11-18|3693.0|0|3693.0|0|57.0|0|0.0|100
0|2021-11-19|3697.0|0|3697.0|0|57.0|0|0.0|100
0|2021-11-20|3698.0|0|3698.0|0|57.0|0|0.0|100
0|2021-11-21|3698.0|0|3698.0|0|57.0|0|0.0|100
0|2021-11-22|3698.0|0|3698.0|0|57.0|0|0.0|100
0|2021-11-23|3702.0|0|3702.0|0|58.0|0|0.0|100
0|2021-11-24|3702.0|0|3702.0|0|58.0|0|0.0|100
0|2021-11-25|3702.0|0|3702.0|0|58.0|0|0.0|100
0|2021-11-26|3702.0|0|3702.0|0|58.0|0|0.0|100
0|2021-11-27|3702.0|0|3702.0|0|58.0|0|0.0|100
0|2021-11-28|3702.0|0|3702.0|0|58.0|0|0.0|100
0|2021-11-29|3711.0|0|3711.0|0|58.0|0|0.0|100
0|2021-11-30|3716.0|0|3716.0|0|58.0|0|0.0|100
0|2021-12-01|3730.0|0|3730.0|0|59.0|0|0.0|100
0|2021-12-02|3735.0|0|3735.0|0|59.0|0|0.0|100
0|2021-12-03|3738.0|0|3738.0|0|59.0|0|0.0|100
0|2021-12-04|3741.0|0|3741.0|0|59.0|0|0.0|100
0|2021-12-05|3741.0|0|3741.0|0|59.0|0|0.0|100
0|2021-12-06|3745.0|0|3745.0|0|59.0|0|0.0|100
0|2021-12-07|3746.0|0|3746.0|0|59.0|0|0.0|100
0|2021-12-08|3747.0|0|3747.0|0|59.0|0|0.0|100
0|2021-12-09|3750.0|0|3750.0|0|59.0|0|0.0|100
0|2021-12-10|3754.0|0|3754.0|0|59.0|0|0.0|100
0|2021-12-11|3755.0|0|3755.0|0|59.0|0|0.0|100
0|2021-12-12|3756.0|0|3756.0|0|59.0|0|0.0|100
0|2021-12-13|3757.0|0|3757.0|0|59.0|0|0.0|100
0|2021-12-14|3757.0|0|3763.0|0|59.0|0|0.0|100
0|2021-12-15|3764.0|0|3764.0|0|59.0|0|0.0|100
0|2021-12-16|3768.0|0|3768.0|0|59.0|0|0.0|100
0|2021-12-17|3771.0|0|3771.0|0|59.0|0|0.0|100
0|2021-12-18|3771.0|0|3771.0|0|59.0|0|0.0|100
0|2021-12-19|3771.0|0|3771.0|0|59.0|0|0.0|100
0|2021-12-20|3772.0|0|3772.0|0|59.0|0|0.0|100
0|2021-12-21|3782.0|0|3782.0|0|59.0|0|0.0|100
0|2021-12-22|3785.0|0|3785.0|0|60.0|0|0.0|100
0|2021-12-23|3785.0|0|3785.0|0|60.0|0|0.0|100
0|2021-12-24|3785.0|0|3785.0|0|60.0|0|0.0|100
0|2021-12-25|3785.0|0|3785.0|0|60.0|0|0.0|100
0|2021-12-26|3785.0|0|3785.0|0|60.0|0|0.0|100
0|2021-12-27|3793.0|0|3793.0|0|60.0|0|0.0|100
0|2021-12-28|3805.0|0|3805.0|0|60.0|0|0.0|100
0|2021-12-29|3819.0|0|3819.0|0|60.0|0|0.0|100
0|2021-12-30|3835.0|0|3835.0|0|60.0|0|0.0|100
0|2021-12-31|3835.0|0|3835.0|0|60.0|0|0.0|100
0|2022-01-01|3835.0|0|3835.0|0|60.0|0|0.0|100
0|2022-01-02|3835.0|0|3835.0|0|60.0|0|0.0|100
0|2022-01-03|3882.0|0|3882.0|0|60.0|0|0.0|100
0|2022-01-04|3902.0|0|3902.0|0|63.0|0|0.0|100
0|2022-01-05|3925.0|0|3925.0|0|63.0|0|0.0|100
0|2022-01-06|3952.0|0|3952.0|0|63.0|0|0.0|100
0|2022-01-07|3984.0|0|3984.0|0|63.0|0|0.0|100
0|2022-01-08|4030.0|0|4030.0|0|63.0|0|0.0|100
0|2022-01-09|4032.0|0|4032.0|0|63.0|0|0.0|100
0|2022-01-10|4056.0|0|4056.0|0|63.0|0|0.0|100
0|2022-01-11|4086.0|0|4086.0|0|63.0|0|0.0|100
0|2022-01-12|4109.0|0|4109.0|0|64.0|0|0.0|100
0|2022-01-13|4109.0|0|4130.0|0|64.0|0|0.0|100
0|2022-01-14|4130.0|0|3859.0|0|64.0|0|0.0|100
0|2022-01-15|4130.0|0|3967.0|0|64.0|0|0.0|100
0|2022-01-16|3977.0|0|3977.0|0|64.0|0|0.0|100
0|2022-01-17|4027.0|0|0.0|100|64.0|0|0.0|100
