|dates|Calhoun_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Calhoun_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Calhoun_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|Calhoun_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Calhoun_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Calhoun_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Calhoun_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Calhoun_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1725.0|0|1725.0|0|51.0|0|0.0|100
0|2021-10-18|1729.0|0|1729.0|0|51.0|0|0.0|100
0|2021-10-19|1729.0|0|1729.0|0|51.0|0|0.0|100
0|2021-10-20|1729.0|0|1729.0|0|51.0|0|0.0|100
0|2021-10-21|1731.0|0|1731.0|0|51.0|0|0.0|100
0|2021-10-22|1733.0|0|1733.0|0|51.0|0|0.0|100
0|2021-10-23|1733.0|0|1733.0|0|51.0|0|0.0|100
0|2021-10-24|1733.0|0|1733.0|0|51.0|0|0.0|100
0|2021-10-25|1738.0|0|1738.0|0|52.0|0|0.0|100
0|2021-10-26|1740.0|0|1740.0|0|52.0|0|0.0|100
0|2021-10-27|1739.0|0|1739.0|0|52.0|0|0.0|100
0|2021-10-28|1739.0|0|1739.0|0|52.0|0|0.0|100
0|2021-10-29|1742.0|0|1742.0|0|52.0|0|0.0|100
0|2021-10-30|1742.0|0|1742.0|0|52.0|0|0.0|100
0|2021-10-31|1742.0|0|1742.0|0|52.0|0|0.0|100
0|2021-11-01|1744.0|0|1744.0|0|52.0|0|0.0|100
0|2021-11-02|1745.0|0|1745.0|0|52.0|0|0.0|100
0|2021-11-03|1749.0|0|1749.0|0|52.0|0|0.0|100
0|2021-11-04|1750.0|0|1750.0|0|52.0|0|0.0|100
0|2021-11-05|1751.0|0|1751.0|0|52.0|0|0.0|100
0|2021-11-06|1751.0|0|1751.0|0|52.0|0|0.0|100
0|2021-11-07|1751.0|0|1751.0|0|52.0|0|0.0|100
0|2021-11-08|1757.0|0|1757.0|0|52.0|0|0.0|100
0|2021-11-09|1757.0|0|1757.0|0|52.0|0|0.0|100
0|2021-11-10|1757.0|0|1757.0|0|52.0|0|0.0|100
0|2021-11-11|1757.0|0|1757.0|0|52.0|0|0.0|100
0|2021-11-12|1759.0|0|1759.0|0|53.0|0|0.0|100
0|2021-11-13|1759.0|0|1759.0|0|53.0|0|0.0|100
0|2021-11-14|1759.0|0|1759.0|0|53.0|0|0.0|100
0|2021-11-15|1760.0|0|1760.0|0|53.0|0|0.0|100
0|2021-11-16|1761.0|0|1761.0|0|53.0|0|0.0|100
0|2021-11-17|1761.0|0|1761.0|0|53.0|0|0.0|100
0|2021-11-18|1761.0|0|1761.0|0|53.0|0|0.0|100
0|2021-11-19|1761.0|0|1761.0|0|53.0|0|0.0|100
0|2021-11-20|1761.0|0|1761.0|0|53.0|0|0.0|100
0|2021-11-21|1761.0|0|1761.0|0|53.0|0|0.0|100
0|2021-11-22|1764.0|0|1764.0|0|53.0|0|0.0|100
0|2021-11-23|1765.0|0|1765.0|0|53.0|0|0.0|100
0|2021-11-24|1767.0|0|1767.0|0|53.0|0|0.0|100
0|2021-11-25|1767.0|0|1767.0|0|53.0|0|0.0|100
0|2021-11-26|1767.0|0|1767.0|0|53.0|0|0.0|100
0|2021-11-27|1767.0|0|1767.0|0|53.0|0|0.0|100
0|2021-11-28|1767.0|0|1767.0|0|53.0|0|0.0|100
0|2021-11-29|1773.0|0|1773.0|0|53.0|0|0.0|100
0|2021-11-30|1775.0|0|1775.0|0|53.0|0|0.0|100
0|2021-12-01|1777.0|0|1777.0|0|53.0|0|0.0|100
0|2021-12-02|1779.0|0|1779.0|0|53.0|0|0.0|100
0|2021-12-03|1779.0|0|1779.0|0|53.0|0|0.0|100
0|2021-12-04|1779.0|0|1779.0|0|53.0|0|0.0|100
0|2021-12-05|1779.0|0|1779.0|0|53.0|0|0.0|100
0|2021-12-06|1786.0|0|1786.0|0|53.0|0|0.0|100
0|2021-12-07|1786.0|0|1786.0|0|53.0|0|0.0|100
0|2021-12-08|1786.0|0|1786.0|0|53.0|0|0.0|100
0|2021-12-09|1787.0|0|1787.0|0|53.0|0|0.0|100
0|2021-12-10|1787.0|0|1787.0|0|53.0|0|0.0|100
0|2021-12-11|1787.0|0|1787.0|0|53.0|0|0.0|100
0|2021-12-12|1787.0|0|1787.0|0|53.0|0|0.0|100
0|2021-12-13|1791.0|0|1791.0|0|53.0|0|0.0|100
0|2021-12-14|1791.0|0|1791.0|0|53.0|0|0.0|100
0|2021-12-15|1793.0|0|1793.0|0|53.0|0|0.0|100
0|2021-12-16|1793.0|0|1793.0|0|53.0|0|0.0|100
0|2021-12-17|1794.0|0|1794.0|0|53.0|0|0.0|100
0|2021-12-18|1794.0|0|1794.0|0|53.0|0|0.0|100
0|2021-12-19|1794.0|0|1794.0|0|53.0|0|0.0|100
0|2021-12-20|1797.0|0|1797.0|0|53.0|0|0.0|100
0|2021-12-21|1797.0|0|1797.0|0|53.0|0|0.0|100
0|2021-12-22|1802.0|0|1802.0|0|53.0|0|0.0|100
0|2021-12-23|1806.0|0|1806.0|0|53.0|0|0.0|100
0|2021-12-24|1806.0|0|1806.0|0|53.0|0|0.0|100
0|2021-12-25|1806.0|0|1806.0|0|53.0|0|0.0|100
0|2021-12-26|1806.0|0|1806.0|0|53.0|0|0.0|100
0|2021-12-27|1806.0|0|1806.0|0|53.0|0|0.0|100
0|2021-12-28|1806.0|0|1806.0|0|53.0|0|0.0|100
0|2021-12-29|1829.0|0|1829.0|0|53.0|0|0.0|100
0|2021-12-30|1849.0|0|1849.0|0|53.0|0|0.0|100
0|2021-12-31|1878.0|0|1878.0|0|54.0|0|0.0|100
0|2022-01-01|1878.0|0|1878.0|0|54.0|0|0.0|100
0|2022-01-02|1878.0|0|1878.0|0|54.0|0|0.0|100
0|2022-01-03|1878.0|0|1878.0|0|54.0|0|0.0|100
0|2022-01-04|1963.0|0|1963.0|0|54.0|0|0.0|100
0|2022-01-05|1977.0|0|1977.0|0|54.0|0|0.0|100
0|2022-01-06|2004.0|0|2004.0|0|54.0|0|0.0|100
0|2022-01-07|2037.0|0|2037.0|0|54.0|0|0.0|100
0|2022-01-08|2037.0|0|2037.0|0|54.0|0|0.0|100
0|2022-01-09|2037.0|0|2037.0|0|54.0|0|0.0|100
0|2022-01-10|2136.0|0|2136.0|0|54.0|0|0.0|100
0|2022-01-11|2150.0|0|2150.0|0|54.0|0|0.0|100
0|2022-01-12|2168.0|0|2168.0|0|54.0|0|0.0|100
0|2022-01-13|2168.0|0|2222.0|0|54.0|0|0.0|100
0|2022-01-14|2251.0|0|2251.0|0|54.0|0|0.0|100
0|2022-01-15|2251.0|0|2251.0|0|54.0|0|0.0|100
0|2022-01-16|2251.0|0|2251.0|0|54.0|0|0.0|100
0|2022-01-17|2251.0|0|0.0|100|54.0|0|0.0|100
