|dates|Marquette_Michigan_UnitedStates.JHU_ConfirmedCases.data|Marquette_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Marquette_Michigan_UnitedStates.NYT_ConfirmedCases.data|Marquette_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Marquette_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Marquette_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Marquette_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Marquette_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-10|7541.0|0|8446.0|0|81.0|0|0.0|100
0|2021-11-11|7594.0|0|8446.0|0|85.0|0|0.0|100
0|2021-11-12|7667.0|0|8519.0|0|85.0|0|0.0|100
0|2021-11-13|7667.0|0|8519.0|0|85.0|0|0.0|100
0|2021-11-14|7667.0|0|8519.0|0|85.0|0|0.0|100
0|2021-11-15|7776.0|0|8628.0|0|85.0|0|0.0|100
0|2021-11-16|7776.0|0|8628.0|0|85.0|0|0.0|100
0|2021-11-17|7851.0|0|8703.0|0|86.0|0|0.0|100
0|2021-11-18|7851.0|0|8703.0|0|86.0|0|0.0|100
0|2021-11-19|7925.0|0|8777.0|0|87.0|0|0.0|100
0|2021-11-20|7925.0|0|8777.0|0|87.0|0|0.0|100
0|2021-11-21|7925.0|0|8777.0|0|87.0|0|0.0|100
0|2021-11-22|7992.0|0|8844.0|0|88.0|0|0.0|100
0|2021-11-23|7992.0|0|8844.0|0|88.0|0|0.0|100
0|2021-11-24|8067.0|0|8919.0|0|88.0|0|0.0|100
0|2021-11-25|8067.0|0|8919.0|0|88.0|0|0.0|100
0|2021-11-26|8067.0|0|8919.0|0|88.0|0|0.0|100
0|2021-11-27|8067.0|0|8919.0|0|88.0|0|0.0|100
0|2021-11-28|8067.0|0|8919.0|0|88.0|0|0.0|100
0|2021-11-29|8169.0|0|9021.0|0|89.0|0|0.0|100
0|2021-11-30|8169.0|0|9021.0|0|89.0|0|0.0|100
0|2021-12-01|8276.0|0|9128.0|0|89.0|0|0.0|100
0|2021-12-02|8276.0|0|9128.0|0|89.0|0|0.0|100
0|2021-12-03|8421.0|0|9273.0|0|89.0|0|0.0|100
0|2021-12-04|8421.0|0|9273.0|0|89.0|0|0.0|100
0|2021-12-05|8421.0|0|9273.0|0|89.0|0|0.0|100
0|2021-12-06|8496.0|0|9348.0|0|90.0|0|0.0|100
0|2021-12-07|8496.0|0|9348.0|0|90.0|0|0.0|100
0|2021-12-08|8595.0|0|9447.0|0|92.0|0|0.0|100
0|2021-12-09|8595.0|0|9447.0|0|92.0|0|0.0|100
0|2021-12-10|8674.0|0|9526.0|0|93.0|0|0.0|100
0|2021-12-11|8674.0|0|9526.0|0|93.0|0|0.0|100
0|2021-12-12|8674.0|0|9526.0|0|93.0|0|0.0|100
0|2021-12-13|8758.0|0|9610.0|0|93.0|0|0.0|100
0|2021-12-14|8758.0|0|9610.0|0|93.0|0|0.0|100
0|2021-12-15|8824.0|0|9676.0|0|93.0|0|0.0|100
0|2021-12-16|8824.0|0|9676.0|0|93.0|0|0.0|100
0|2021-12-17|8860.0|0|9712.0|0|94.0|0|0.0|100
0|2021-12-18|8860.0|0|9712.0|0|94.0|0|0.0|100
0|2021-12-19|8860.0|0|9712.0|0|94.0|0|0.0|100
0|2021-12-20|8893.0|0|9745.0|0|94.0|0|0.0|100
0|2021-12-21|8893.0|0|9745.0|0|94.0|0|0.0|100
0|2021-12-22|8982.0|0|9834.0|0|94.0|0|0.0|100
0|2021-12-23|8982.0|0|9834.0|0|94.0|0|0.0|100
0|2021-12-24|8982.0|0|9834.0|0|94.0|0|0.0|100
0|2021-12-25|8982.0|0|9834.0|0|94.0|0|0.0|100
0|2021-12-26|8982.0|0|9834.0|0|94.0|0|0.0|100
0|2021-12-27|9098.0|0|9950.0|0|95.0|0|0.0|100
0|2021-12-28|9098.0|0|9950.0|0|95.0|0|0.0|100
0|2021-12-29|9246.0|0|10098.0|0|97.0|0|0.0|100
0|2021-12-30|9246.0|0|10098.0|0|97.0|0|0.0|100
0|2021-12-31|9246.0|0|10098.0|0|97.0|0|0.0|100
0|2022-01-01|9246.0|0|10098.0|0|97.0|0|0.0|100
0|2022-01-02|9246.0|0|10098.0|0|97.0|0|0.0|100
0|2022-01-03|9620.0|0|10472.0|0|97.0|0|0.0|100
0|2022-01-04|9620.0|0|10472.0|0|97.0|0|0.0|100
0|2022-01-05|9840.0|0|10692.0|0|97.0|0|0.0|100
0|2022-01-06|9840.0|0|10692.0|0|97.0|0|0.0|100
0|2022-01-07|10161.0|0|11013.0|0|97.0|0|0.0|100
0|2022-01-08|10161.0|0|11013.0|0|97.0|0|0.0|100
0|2022-01-09|10161.0|0|11013.0|0|97.0|0|0.0|100
0|2022-01-10|10652.0|0|11504.0|0|97.0|0|0.0|100
0|2022-01-11|10652.0|0|11504.0|0|97.0|0|0.0|100
0|2022-01-12|11023.0|0|11875.0|0|99.0|0|0.0|100
0|2022-01-13|11023.0|0|11875.0|0|99.0|0|0.0|100
0|2022-01-14|11340.0|0|12192.0|0|100.0|0|0.0|100
0|2022-01-15|11340.0|0|12192.0|0|100.0|0|0.0|100
0|2022-01-16|11340.0|0|12192.0|0|100.0|0|0.0|100
0|2022-01-17|11340.0|0|0.0|100|100.0|0|0.0|100
