|dates|Hodgeman_Kansas_UnitedStates.JHU_ConfirmedCases.data|Hodgeman_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Hodgeman_Kansas_UnitedStates.NYT_ConfirmedCases.data|Hodgeman_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Hodgeman_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Hodgeman_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Hodgeman_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Hodgeman_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|228.0|0|228.0|0|10.0|0|0.0|100
0|2021-10-18|228.0|0|228.0|0|10.0|0|0.0|100
0|2021-10-19|228.0|0|228.0|0|10.0|0|0.0|100
0|2021-10-20|231.0|0|231.0|0|10.0|0|0.0|100
0|2021-10-21|231.0|0|231.0|0|10.0|0|0.0|100
0|2021-10-22|233.0|0|233.0|0|10.0|0|0.0|100
0|2021-10-23|233.0|0|233.0|0|10.0|0|0.0|100
0|2021-10-24|233.0|0|233.0|0|10.0|0|0.0|100
0|2021-10-25|234.0|0|234.0|0|10.0|0|0.0|100
0|2021-10-26|234.0|0|234.0|0|10.0|0|0.0|100
0|2021-10-27|234.0|0|234.0|0|10.0|0|0.0|100
0|2021-10-28|234.0|0|234.0|0|10.0|0|0.0|100
0|2021-10-29|236.0|0|236.0|0|10.0|0|0.0|100
0|2021-10-30|236.0|0|236.0|0|10.0|0|0.0|100
0|2021-10-31|236.0|0|236.0|0|10.0|0|0.0|100
0|2021-11-01|238.0|0|238.0|0|10.0|0|0.0|100
0|2021-11-02|238.0|0|238.0|0|10.0|0|0.0|100
0|2021-11-03|242.0|0|242.0|0|10.0|0|0.0|100
0|2021-11-04|242.0|0|242.0|0|10.0|0|0.0|100
0|2021-11-05|242.0|0|242.0|0|10.0|0|0.0|100
0|2021-11-06|242.0|0|242.0|0|10.0|0|0.0|100
0|2021-11-07|242.0|0|242.0|0|10.0|0|0.0|100
0|2021-11-08|243.0|0|243.0|0|10.0|0|0.0|100
0|2021-11-09|243.0|0|243.0|0|10.0|0|0.0|100
0|2021-11-10|243.0|0|244.0|0|10.0|0|0.0|100
0|2021-11-11|244.0|0|244.0|0|10.0|0|0.0|100
0|2021-11-12|248.0|0|248.0|0|10.0|0|0.0|100
0|2021-11-13|248.0|0|248.0|0|10.0|0|0.0|100
0|2021-11-14|248.0|0|248.0|0|10.0|0|0.0|100
0|2021-11-15|248.0|0|248.0|0|10.0|0|0.0|100
0|2021-11-16|248.0|0|248.0|0|10.0|0|0.0|100
0|2021-11-17|250.0|0|250.0|0|10.0|0|0.0|100
0|2021-11-18|250.0|0|250.0|0|10.0|0|0.0|100
0|2021-11-19|253.0|0|253.0|0|10.0|0|0.0|100
0|2021-11-20|253.0|0|253.0|0|10.0|0|0.0|100
0|2021-11-21|253.0|0|253.0|0|10.0|0|0.0|100
0|2021-11-22|253.0|0|253.0|0|10.0|0|0.0|100
0|2021-11-23|253.0|0|253.0|0|10.0|0|0.0|100
0|2021-11-24|253.0|0|256.0|0|10.0|0|0.0|100
0|2021-11-25|256.0|0|256.0|0|10.0|0|0.0|100
0|2021-11-26|256.0|0|256.0|0|10.0|0|0.0|100
0|2021-11-27|256.0|0|256.0|0|10.0|0|0.0|100
0|2021-11-28|256.0|0|256.0|0|10.0|0|0.0|100
0|2021-11-29|257.0|0|257.0|0|10.0|0|0.0|100
0|2021-11-30|257.0|0|257.0|0|10.0|0|0.0|100
0|2021-12-01|263.0|0|263.0|0|10.0|0|0.0|100
0|2021-12-02|263.0|0|263.0|0|10.0|0|0.0|100
0|2021-12-03|263.0|0|268.0|0|10.0|0|0.0|100
0|2021-12-04|268.0|0|268.0|0|10.0|0|0.0|100
0|2021-12-05|268.0|0|268.0|0|10.0|0|0.0|100
0|2021-12-06|266.0|0|266.0|0|10.0|0|0.0|100
0|2021-12-07|266.0|0|266.0|0|10.0|0|0.0|100
0|2021-12-08|272.0|0|272.0|0|10.0|0|0.0|100
0|2021-12-09|272.0|0|272.0|0|10.0|0|0.0|100
0|2021-12-10|270.0|0|270.0|0|10.0|0|0.0|100
