|dates|Chase_Kansas_UnitedStates.JHU_ConfirmedCases.data|Chase_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Chase_Kansas_UnitedStates.NYT_ConfirmedCases.data|Chase_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Chase_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Chase_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Chase_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Chase_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-20|398.0|0|398.0|0|4.0|0|0.0|100
0|2021-11-21|398.0|0|398.0|0|4.0|0|0.0|100
0|2021-11-22|402.0|0|402.0|0|4.0|0|0.0|100
0|2021-11-23|402.0|0|402.0|0|4.0|0|0.0|100
0|2021-11-24|402.0|0|405.0|0|4.0|0|0.0|100
0|2021-11-25|405.0|0|405.0|0|4.0|0|0.0|100
0|2021-11-26|405.0|0|405.0|0|4.0|0|0.0|100
0|2021-11-27|405.0|0|405.0|0|4.0|0|0.0|100
0|2021-11-28|405.0|0|405.0|0|4.0|0|0.0|100
0|2021-11-29|410.0|0|410.0|0|4.0|0|0.0|100
0|2021-11-30|410.0|0|410.0|0|4.0|0|0.0|100
0|2021-12-01|418.0|0|418.0|0|4.0|0|0.0|100
0|2021-12-02|418.0|0|418.0|0|4.0|0|0.0|100
0|2021-12-03|418.0|0|421.0|0|4.0|0|0.0|100
0|2021-12-04|421.0|0|421.0|0|4.0|0|0.0|100
0|2021-12-05|421.0|0|421.0|0|4.0|0|0.0|100
0|2021-12-06|426.0|0|426.0|0|4.0|0|0.0|100
0|2021-12-07|426.0|0|426.0|0|4.0|0|0.0|100
0|2021-12-08|437.0|0|437.0|0|4.0|0|0.0|100
0|2021-12-09|437.0|0|437.0|0|4.0|0|0.0|100
0|2021-12-10|443.0|0|443.0|0|4.0|0|0.0|100
0|2021-12-11|443.0|0|443.0|0|4.0|0|0.0|100
0|2021-12-12|443.0|0|443.0|0|4.0|0|0.0|100
0|2021-12-13|443.0|0|443.0|0|4.0|0|0.0|100
0|2021-12-14|443.0|0|443.0|0|4.0|0|0.0|100
0|2021-12-15|447.0|0|447.0|0|4.0|0|0.0|100
0|2021-12-16|447.0|0|447.0|0|4.0|0|0.0|100
0|2021-12-17|449.0|0|449.0|0|4.0|0|0.0|100
0|2021-12-18|449.0|0|449.0|0|4.0|0|0.0|100
0|2021-12-19|449.0|0|449.0|0|4.0|0|0.0|100
0|2021-12-20|450.0|0|450.0|0|4.0|0|0.0|100
0|2021-12-21|450.0|0|450.0|0|4.0|0|0.0|100
0|2021-12-22|454.0|0|454.0|0|4.0|0|0.0|100
0|2021-12-23|454.0|0|454.0|0|4.0|0|0.0|100
0|2021-12-24|454.0|0|454.0|0|4.0|0|0.0|100
0|2021-12-25|454.0|0|454.0|0|4.0|0|0.0|100
0|2021-12-26|454.0|0|454.0|0|4.0|0|0.0|100
0|2021-12-27|463.0|0|463.0|0|4.0|0|0.0|100
0|2021-12-28|463.0|0|463.0|0|4.0|0|0.0|100
0|2021-12-29|468.0|0|468.0|0|4.0|0|0.0|100
0|2021-12-30|468.0|0|468.0|0|4.0|0|0.0|100
0|2021-12-31|468.0|0|468.0|0|4.0|0|0.0|100
0|2022-01-01|468.0|0|468.0|0|4.0|0|0.0|100
0|2022-01-02|468.0|0|468.0|0|4.0|0|0.0|100
0|2022-01-03|473.0|0|473.0|0|4.0|0|0.0|100
0|2022-01-04|473.0|0|473.0|0|4.0|0|0.0|100
0|2022-01-05|486.0|0|486.0|0|4.0|0|0.0|100
0|2022-01-06|486.0|0|486.0|0|4.0|0|0.0|100
0|2022-01-07|493.0|0|493.0|0|6.0|0|0.0|100
0|2022-01-08|493.0|0|493.0|0|6.0|0|0.0|100
0|2022-01-09|493.0|0|493.0|0|6.0|0|0.0|100
0|2022-01-10|500.0|0|500.0|0|6.0|0|0.0|100
0|2022-01-11|500.0|0|500.0|0|6.0|0|0.0|100
0|2022-01-12|500.0|0|513.0|0|6.0|0|0.0|100
0|2022-01-13|500.0|0|525.0|0|6.0|0|0.0|100
0|2022-01-14|548.0|0|548.0|0|6.0|0|0.0|100
0|2022-01-15|548.0|0|548.0|0|6.0|0|0.0|100
0|2022-01-16|548.0|0|548.0|0|6.0|0|0.0|100
0|2022-01-17|548.0|0|0.0|100|6.0|0|0.0|100
