|dates|Johnson_Nebraska_UnitedStates.BLS_EmployedPopulation.data|Johnson_Nebraska_UnitedStates.BLS_EmployedPopulation.missing|Johnson_Nebraska_UnitedStates.BLS_UnemployedPopulation.data|Johnson_Nebraska_UnitedStates.BLS_UnemployedPopulation.missing|Johnson_Nebraska_UnitedStates.BLS_UnemploymentRate.data|Johnson_Nebraska_UnitedStates.BLS_UnemploymentRate.missing|Johnson_Nebraska_UnitedStates.BLS_LaborForcePopulation.data|Johnson_Nebraska_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-12-28|1937.0|0|52.0|0|2.6143790849673203|0|1989.0|0
0|2021-12-29|1937.0|0|52.0|0|2.6143790849673203|0|1989.0|0
0|2021-12-30|1937.0|0|52.0|0|2.6143790849673203|0|1989.0|0
0|2021-12-31|1937.0|0|52.0|0|2.6143790849673203|0|1989.0|0
0|2022-01-01|1937.0|0|52.0|0|2.6143790849673203|0|1989.0|0
0|2022-01-02|1937.0|0|52.0|0|2.6143790849673203|0|1989.0|0
0|2022-01-03|1937.0|0|52.0|0|2.6143790849673203|0|1989.0|0
0|2022-01-04|1937.0|0|52.0|0|2.6143790849673203|0|1989.0|0
0|2022-01-05|1937.0|0|52.0|0|2.6143790849673203|0|1989.0|0
0|2022-01-06|1937.0|0|52.0|0|2.6143790849673203|0|1989.0|0
0|2022-01-07|1937.0|0|52.0|0|2.6143790849673203|0|1989.0|0
0|2022-01-08|1937.0|0|52.0|0|2.6143790849673203|0|1989.0|0
0|2022-01-09|1937.0|0|52.0|0|2.6143790849673203|0|1989.0|0
0|2022-01-10|1937.0|0|52.0|0|2.6143790849673203|0|1989.0|0
0|2022-01-11|1937.0|0|52.0|0|2.6143790849673203|0|1989.0|0
0|2022-01-12|1937.0|0|52.0|0|2.6143790849673203|0|1989.0|0
0|2022-01-13|1937.0|0|52.0|0|2.6143790849673203|0|1989.0|0
0|2022-01-14|1937.0|0|52.0|0|2.6143790849673203|0|1989.0|0
0|2022-01-15|1937.0|0|52.0|0|2.6143790849673203|0|1989.0|0
0|2022-01-16|1937.0|0|52.0|0|2.6143790849673203|0|1989.0|0
0|2022-01-17|1937.0|0|52.0|0|2.6143790849673203|0|1989.0|0
