|dates|Nash_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Nash_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Nash_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Nash_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Nash_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Nash_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Nash_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Nash_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-17|15463.0|0|15463.0|0|235.0|0|0.0|100
0|2021-11-18|15478.0|0|15478.0|0|235.0|0|0.0|100
0|2021-11-19|15499.0|0|15499.0|0|237.0|0|0.0|100
0|2021-11-20|15499.0|0|15499.0|0|237.0|0|0.0|100
0|2021-11-21|15499.0|0|15499.0|0|237.0|0|0.0|100
0|2021-11-22|15541.0|0|15541.0|0|237.0|0|0.0|100
0|2021-11-23|15549.0|0|15549.0|0|237.0|0|0.0|100
0|2021-11-24|15557.0|0|15557.0|0|237.0|0|0.0|100
0|2021-11-25|15557.0|0|15557.0|0|237.0|0|0.0|100
0|2021-11-26|15557.0|0|15557.0|0|237.0|0|0.0|100
0|2021-11-27|15557.0|0|15557.0|0|237.0|0|0.0|100
0|2021-11-28|15557.0|0|15557.0|0|237.0|0|0.0|100
0|2021-11-29|15604.0|0|15604.0|0|237.0|0|0.0|100
0|2021-11-30|15610.0|0|15610.0|0|237.0|0|0.0|100
0|2021-12-01|15636.0|0|15636.0|0|238.0|0|0.0|100
0|2021-12-02|15672.0|0|15672.0|0|238.0|0|0.0|100
0|2021-12-03|15672.0|0|15701.0|0|238.0|0|0.0|100
0|2021-12-04|15701.0|0|15701.0|0|238.0|0|0.0|100
0|2021-12-05|15701.0|0|15701.0|0|238.0|0|0.0|100
0|2021-12-06|15738.0|0|15738.0|0|238.0|0|0.0|100
0|2021-12-07|15744.0|0|15744.0|0|238.0|0|0.0|100
0|2021-12-08|15755.0|0|15755.0|0|238.0|0|0.0|100
0|2021-12-09|15785.0|0|15785.0|0|238.0|0|0.0|100
0|2021-12-10|15820.0|0|15820.0|0|238.0|0|0.0|100
0|2021-12-11|15820.0|0|15820.0|0|238.0|0|0.0|100
0|2021-12-12|15820.0|0|15820.0|0|238.0|0|0.0|100
0|2021-12-13|15892.0|0|15892.0|0|239.0|0|0.0|100
0|2021-12-14|15892.0|0|15907.0|0|239.0|0|0.0|100
0|2021-12-15|15930.0|0|15930.0|0|240.0|0|0.0|100
0|2021-12-16|15978.0|0|15978.0|0|241.0|0|0.0|100
0|2021-12-17|16002.0|0|16002.0|0|241.0|0|0.0|100
0|2021-12-18|16002.0|0|16002.0|0|241.0|0|0.0|100
0|2021-12-19|16002.0|0|16002.0|0|241.0|0|0.0|100
0|2021-12-20|16098.0|0|16098.0|0|241.0|0|0.0|100
0|2021-12-21|16142.0|0|16142.0|0|242.0|0|0.0|100
0|2021-12-22|16191.0|0|16191.0|0|242.0|0|0.0|100
0|2021-12-23|16191.0|0|16191.0|0|242.0|0|0.0|100
0|2021-12-24|16191.0|0|16191.0|0|242.0|0|0.0|100
0|2021-12-25|16191.0|0|16191.0|0|242.0|0|0.0|100
0|2021-12-26|16191.0|0|16191.0|0|242.0|0|0.0|100
0|2021-12-27|16191.0|0|16191.0|0|242.0|0|0.0|100
0|2021-12-28|16512.0|0|16512.0|0|245.0|0|0.0|100
0|2021-12-29|16575.0|0|16575.0|0|245.0|0|0.0|100
0|2021-12-30|16764.0|0|16764.0|0|245.0|0|0.0|100
0|2021-12-31|16764.0|0|17004.0|0|245.0|0|0.0|100
0|2022-01-01|16764.0|0|17004.0|0|245.0|0|0.0|100
0|2022-01-02|16764.0|0|17004.0|0|245.0|0|0.0|100
0|2022-01-03|17664.0|0|17664.0|0|245.0|0|0.0|100
0|2022-01-04|17816.0|0|17816.0|0|246.0|0|0.0|100
0|2022-01-05|18116.0|0|18116.0|0|246.0|0|0.0|100
0|2022-01-06|18424.0|0|18424.0|0|249.0|0|0.0|100
0|2022-01-07|18682.0|0|18682.0|0|249.0|0|0.0|100
0|2022-01-08|18682.0|0|18682.0|0|249.0|0|0.0|100
0|2022-01-09|18682.0|0|18682.0|0|249.0|0|0.0|100
0|2022-01-10|20043.0|0|20043.0|0|249.0|0|0.0|100
0|2022-01-11|20267.0|0|20267.0|0|249.0|0|0.0|100
0|2022-01-12|20557.0|0|20557.0|0|249.0|0|0.0|100
0|2022-01-13|20557.0|0|20911.0|0|249.0|0|0.0|100
0|2022-01-14|21386.0|0|21386.0|0|254.0|0|0.0|100
0|2022-01-15|21386.0|0|21386.0|0|254.0|0|0.0|100
0|2022-01-16|21386.0|0|21386.0|0|254.0|0|0.0|100
0|2022-01-17|21386.0|0|0.0|100|254.0|0|0.0|100
