|dates|Clinton_Michigan_UnitedStates.JHU_ConfirmedCases.data|Clinton_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Clinton_Michigan_UnitedStates.NYT_ConfirmedCases.data|Clinton_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Clinton_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Clinton_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Clinton_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Clinton_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|9643.0|0|9643.0|0|105.0|0|0.0|100
0|2021-10-18|9719.0|0|9719.0|0|105.0|0|0.0|100
0|2021-10-19|9719.0|0|9719.0|0|105.0|0|0.0|100
0|2021-10-20|9808.0|0|9808.0|0|106.0|0|0.0|100
0|2021-10-21|9808.0|0|9808.0|0|106.0|0|0.0|100
0|2021-10-22|9897.0|0|9897.0|0|106.0|0|0.0|100
0|2021-10-23|9897.0|0|9897.0|0|106.0|0|0.0|100
0|2021-10-24|9897.0|0|9897.0|0|106.0|0|0.0|100
0|2021-10-25|9997.0|0|9997.0|0|109.0|0|0.0|100
0|2021-10-26|9997.0|0|9997.0|0|109.0|0|0.0|100
0|2021-10-27|10123.0|0|10123.0|0|110.0|0|0.0|100
0|2021-10-28|10123.0|0|10123.0|0|110.0|0|0.0|100
0|2021-10-29|10230.0|0|10230.0|0|112.0|0|0.0|100
0|2021-10-30|10230.0|0|10230.0|0|112.0|0|0.0|100
0|2021-10-31|10230.0|0|10230.0|0|112.0|0|0.0|100
0|2021-11-01|10340.0|0|10340.0|0|113.0|0|0.0|100
0|2021-11-02|10340.0|0|10340.0|0|113.0|0|0.0|100
0|2021-11-03|10527.0|0|10527.0|0|112.0|0|0.0|100
0|2021-11-04|10527.0|0|10527.0|0|112.0|0|0.0|100
0|2021-11-05|10606.0|0|10606.0|0|114.0|0|0.0|100
0|2021-11-06|10606.0|0|10606.0|0|114.0|0|0.0|100
0|2021-11-07|10606.0|0|10606.0|0|114.0|0|0.0|100
0|2021-11-08|10751.0|0|10751.0|0|118.0|0|0.0|100
0|2021-11-09|10751.0|0|10751.0|0|118.0|0|0.0|100
0|2021-11-10|10916.0|0|10916.0|0|120.0|0|0.0|100
0|2021-11-11|10916.0|0|10916.0|0|120.0|0|0.0|100
0|2021-11-12|11080.0|0|11080.0|0|121.0|0|0.0|100
0|2021-11-13|11080.0|0|11080.0|0|121.0|0|0.0|100
0|2021-11-14|11080.0|0|11080.0|0|121.0|0|0.0|100
0|2021-11-15|11311.0|0|11311.0|0|122.0|0|0.0|100
0|2021-11-16|11311.0|0|11311.0|0|122.0|0|0.0|100
0|2021-11-17|11489.0|0|11489.0|0|125.0|0|0.0|100
0|2021-11-18|11489.0|0|11489.0|0|125.0|0|0.0|100
0|2021-11-19|11641.0|0|11641.0|0|126.0|0|0.0|100
0|2021-11-20|11641.0|0|11641.0|0|126.0|0|0.0|100
0|2021-11-21|11641.0|0|11641.0|0|126.0|0|0.0|100
0|2021-11-22|11871.0|0|11871.0|0|128.0|0|0.0|100
0|2021-11-23|11871.0|0|11871.0|0|128.0|0|0.0|100
0|2021-11-24|12094.0|0|12094.0|0|128.0|0|0.0|100
0|2021-11-25|12094.0|0|12094.0|0|128.0|0|0.0|100
0|2021-11-26|12094.0|0|12094.0|0|128.0|0|0.0|100
0|2021-11-27|12094.0|0|12094.0|0|128.0|0|0.0|100
0|2021-11-28|12094.0|0|12094.0|0|128.0|0|0.0|100
0|2021-11-29|12370.0|0|12370.0|0|130.0|0|0.0|100
0|2021-11-30|12370.0|0|12370.0|0|130.0|0|0.0|100
0|2021-12-01|12576.0|0|12576.0|0|134.0|0|0.0|100
0|2021-12-02|12576.0|0|12576.0|0|134.0|0|0.0|100
0|2021-12-03|12755.0|0|12755.0|0|135.0|0|0.0|100
0|2021-12-04|12755.0|0|12755.0|0|135.0|0|0.0|100
0|2021-12-05|12755.0|0|12755.0|0|135.0|0|0.0|100
0|2021-12-06|12913.0|0|12913.0|0|135.0|0|0.0|100
0|2021-12-07|12913.0|0|12913.0|0|135.0|0|0.0|100
0|2021-12-08|13078.0|0|13078.0|0|140.0|0|0.0|100
0|2021-12-09|13078.0|0|13078.0|0|140.0|0|0.0|100
0|2021-12-10|13172.0|0|13172.0|0|143.0|0|0.0|100
0|2021-12-11|13172.0|0|13172.0|0|143.0|0|0.0|100
0|2021-12-12|13172.0|0|13172.0|0|143.0|0|0.0|100
0|2021-12-13|13321.0|0|13321.0|0|145.0|0|0.0|100
0|2021-12-14|13321.0|0|13321.0|0|145.0|0|0.0|100
0|2021-12-15|13461.0|0|13461.0|0|150.0|0|0.0|100
0|2021-12-16|13461.0|0|13461.0|0|150.0|0|0.0|100
0|2021-12-17|13574.0|0|13574.0|0|154.0|0|0.0|100
0|2021-12-18|13574.0|0|13574.0|0|154.0|0|0.0|100
0|2021-12-19|13574.0|0|13574.0|0|154.0|0|0.0|100
0|2021-12-20|13706.0|0|13706.0|0|155.0|0|0.0|100
0|2021-12-21|13706.0|0|13706.0|0|155.0|0|0.0|100
0|2021-12-22|13825.0|0|13825.0|0|158.0|0|0.0|100
0|2021-12-23|13825.0|0|13825.0|0|158.0|0|0.0|100
0|2021-12-24|13825.0|0|13825.0|0|158.0|0|0.0|100
0|2021-12-25|13825.0|0|13825.0|0|158.0|0|0.0|100
0|2021-12-26|13825.0|0|13825.0|0|158.0|0|0.0|100
0|2021-12-27|14055.0|0|14055.0|0|162.0|0|0.0|100
0|2021-12-28|14055.0|0|14055.0|0|162.0|0|0.0|100
0|2021-12-29|14241.0|0|14241.0|0|163.0|0|0.0|100
0|2021-12-30|14241.0|0|14241.0|0|163.0|0|0.0|100
0|2021-12-31|14241.0|0|14241.0|0|163.0|0|0.0|100
0|2022-01-01|14241.0|0|14241.0|0|163.0|0|0.0|100
0|2022-01-02|14241.0|0|14241.0|0|163.0|0|0.0|100
0|2022-01-03|14619.0|0|14619.0|0|165.0|0|0.0|100
0|2022-01-04|14619.0|0|14619.0|0|165.0|0|0.0|100
0|2022-01-05|14986.0|0|14986.0|0|166.0|0|0.0|100
0|2022-01-06|14986.0|0|14986.0|0|166.0|0|0.0|100
0|2022-01-07|15339.0|0|15339.0|0|168.0|0|0.0|100
0|2022-01-08|15339.0|0|15339.0|0|168.0|0|0.0|100
0|2022-01-09|15339.0|0|15339.0|0|168.0|0|0.0|100
0|2022-01-10|15617.0|0|15617.0|0|170.0|0|0.0|100
0|2022-01-11|15617.0|0|15617.0|0|170.0|0|0.0|100
0|2022-01-12|15953.0|0|15953.0|0|170.0|0|0.0|100
0|2022-01-13|15953.0|0|15953.0|0|170.0|0|0.0|100
0|2022-01-14|16252.0|0|16252.0|0|175.0|0|0.0|100
0|2022-01-15|16252.0|0|16252.0|0|175.0|0|0.0|100
0|2022-01-16|16252.0|0|16252.0|0|175.0|0|0.0|100
0|2022-01-17|16252.0|0|0.0|100|175.0|0|0.0|100
