|dates|Greene_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Greene_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Greene_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Greene_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Greene_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Greene_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Greene_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Greene_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|13339.0|0|13339.0|0|235.0|0|0.0|100
0|2021-10-18|13414.0|0|13414.0|0|237.0|0|0.0|100
0|2021-10-19|13443.0|0|13443.0|0|237.0|0|0.0|100
0|2021-10-20|13483.0|0|13483.0|0|238.0|0|0.0|100
0|2021-10-21|13531.0|0|13531.0|0|240.0|0|0.0|100
0|2021-10-22|13554.0|0|13554.0|0|241.0|0|0.0|100
0|2021-10-23|13554.0|0|13554.0|0|241.0|0|0.0|100
0|2021-10-24|13554.0|0|13554.0|0|241.0|0|0.0|100
0|2021-10-25|13554.0|0|13554.0|0|241.0|0|0.0|100
0|2021-10-26|13615.0|0|13615.0|0|241.0|0|0.0|100
0|2021-10-27|13628.0|0|13628.0|0|241.0|0|0.0|100
0|2021-10-28|13662.0|0|13662.0|0|242.0|0|0.0|100
0|2021-10-29|13685.0|0|13685.0|0|242.0|0|0.0|100
0|2021-10-30|13685.0|0|13685.0|0|242.0|0|0.0|100
0|2021-10-31|13685.0|0|13685.0|0|242.0|0|0.0|100
0|2021-11-01|13685.0|0|13685.0|0|242.0|0|0.0|100
0|2021-11-02|13757.0|0|13757.0|0|244.0|0|0.0|100
0|2021-11-03|13786.0|0|13786.0|0|244.0|0|0.0|100
0|2021-11-04|13813.0|0|13813.0|0|244.0|0|0.0|100
0|2021-11-05|13839.0|0|13839.0|0|244.0|0|0.0|100
0|2021-11-06|13839.0|0|13839.0|0|244.0|0|0.0|100
0|2021-11-07|13839.0|0|13839.0|0|244.0|0|0.0|100
0|2021-11-08|13839.0|0|13839.0|0|244.0|0|0.0|100
0|2021-11-09|13892.0|0|13892.0|0|246.0|0|0.0|100
0|2021-11-10|13892.0|0|13912.0|0|246.0|0|0.0|100
0|2021-11-11|13912.0|0|13912.0|0|246.0|0|0.0|100
0|2021-11-12|13960.0|0|13960.0|0|246.0|0|0.0|100
0|2021-11-13|13960.0|0|13960.0|0|246.0|0|0.0|100
0|2021-11-14|13960.0|0|13960.0|0|246.0|0|0.0|100
0|2021-11-15|13990.0|0|13990.0|0|246.0|0|0.0|100
0|2021-11-16|14007.0|0|14007.0|0|246.0|0|0.0|100
0|2021-11-17|14026.0|0|14026.0|0|246.0|0|0.0|100
0|2021-11-18|14065.0|0|14065.0|0|247.0|0|0.0|100
0|2021-11-19|14092.0|0|14092.0|0|247.0|0|0.0|100
0|2021-11-20|14092.0|0|14092.0|0|247.0|0|0.0|100
0|2021-11-21|14092.0|0|14092.0|0|247.0|0|0.0|100
0|2021-11-22|14130.0|0|14130.0|0|247.0|0|0.0|100
0|2021-11-23|14151.0|0|14151.0|0|247.0|0|0.0|100
0|2021-11-24|14165.0|0|14165.0|0|247.0|0|0.0|100
0|2021-11-25|14165.0|0|14165.0|0|247.0|0|0.0|100
0|2021-11-26|14165.0|0|14165.0|0|247.0|0|0.0|100
0|2021-11-27|14165.0|0|14165.0|0|247.0|0|0.0|100
0|2021-11-28|14165.0|0|14165.0|0|247.0|0|0.0|100
0|2021-11-29|14258.0|0|14258.0|0|247.0|0|0.0|100
0|2021-11-30|14299.0|0|14299.0|0|247.0|0|0.0|100
0|2021-12-01|14341.0|0|14341.0|0|247.0|0|0.0|100
0|2021-12-02|14394.0|0|14394.0|0|247.0|0|0.0|100
0|2021-12-03|14449.0|0|14449.0|0|248.0|0|0.0|100
0|2021-12-04|14449.0|0|14449.0|0|248.0|0|0.0|100
0|2021-12-05|14449.0|0|14449.0|0|248.0|0|0.0|100
0|2021-12-06|14514.0|0|14514.0|0|248.0|0|0.0|100
0|2021-12-07|14537.0|0|14537.0|0|248.0|0|0.0|100
0|2021-12-08|14566.0|0|14566.0|0|248.0|0|0.0|100
0|2021-12-09|14566.0|0|14566.0|0|248.0|0|0.0|100
0|2021-12-10|14657.0|0|14657.0|0|249.0|0|0.0|100
0|2021-12-11|14657.0|0|14657.0|0|249.0|0|0.0|100
0|2021-12-12|14657.0|0|14657.0|0|249.0|0|0.0|100
0|2021-12-13|14728.0|0|14728.0|0|250.0|0|0.0|100
0|2021-12-14|14728.0|0|14767.0|0|250.0|0|0.0|100
0|2021-12-15|14793.0|0|14793.0|0|250.0|0|0.0|100
0|2021-12-16|14818.0|0|14818.0|0|251.0|0|0.0|100
0|2021-12-17|14837.0|0|14837.0|0|251.0|0|0.0|100
0|2021-12-18|14837.0|0|14837.0|0|251.0|0|0.0|100
0|2021-12-19|14837.0|0|14837.0|0|251.0|0|0.0|100
0|2021-12-20|14904.0|0|14904.0|0|254.0|0|0.0|100
0|2021-12-21|14949.0|0|14949.0|0|256.0|0|0.0|100
0|2021-12-22|14976.0|0|14976.0|0|256.0|0|0.0|100
0|2021-12-23|15025.0|0|15025.0|0|284.0|0|0.0|100
0|2021-12-24|15025.0|0|15025.0|0|284.0|0|0.0|100
0|2021-12-25|15025.0|0|15025.0|0|284.0|0|0.0|100
0|2021-12-26|15025.0|0|15025.0|0|284.0|0|0.0|100
0|2021-12-27|15097.0|0|15097.0|0|286.0|0|0.0|100
0|2021-12-28|15133.0|0|15133.0|0|287.0|0|0.0|100
0|2021-12-29|15171.0|0|15171.0|0|288.0|0|0.0|100
0|2021-12-30|15255.0|0|15255.0|0|288.0|0|0.0|100
0|2021-12-31|15255.0|0|15255.0|0|288.0|0|0.0|100
0|2022-01-01|15255.0|0|15255.0|0|288.0|0|0.0|100
0|2022-01-02|15255.0|0|15255.0|0|288.0|0|0.0|100
0|2022-01-03|15432.0|0|15432.0|0|289.0|0|0.0|100
0|2022-01-04|15499.0|0|15499.0|0|291.0|0|0.0|100
0|2022-01-05|15499.0|0|15499.0|0|291.0|0|0.0|100
0|2022-01-06|15499.0|0|15499.0|0|291.0|0|0.0|100
0|2022-01-07|15499.0|0|15499.0|0|291.0|0|0.0|100
0|2022-01-08|15499.0|0|15499.0|0|291.0|0|0.0|100
0|2022-01-09|15499.0|0|15499.0|0|291.0|0|0.0|100
0|2022-01-10|15499.0|0|15499.0|0|291.0|0|0.0|100
0|2022-01-11|15499.0|0|15499.0|0|291.0|0|0.0|100
0|2022-01-12|16008.0|0|16008.0|0|296.0|0|0.0|100
0|2022-01-13|16008.0|0|16008.0|0|296.0|0|0.0|100
0|2022-01-14|16008.0|0|16008.0|0|296.0|0|0.0|100
0|2022-01-15|16008.0|0|16008.0|0|296.0|0|0.0|100
0|2022-01-16|16008.0|0|16008.0|0|296.0|0|0.0|100
0|2022-01-17|16008.0|0|0.0|100|296.0|0|0.0|100
