|dates|Racine_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Racine_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Racine_Wisconsin_UnitedStates.NYT_ConfirmedCases.data|Racine_Wisconsin_UnitedStates.NYT_ConfirmedCases.missing|Racine_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Racine_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Racine_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Racine_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-26|38939.0|0|38939.0|0|510.0|0|0.0|100
0|2021-12-27|39020.0|0|39020.0|0|510.0|0|0.0|100
0|2021-12-28|39661.0|0|39661.0|0|513.0|0|0.0|100
0|2021-12-29|40034.0|0|40034.0|0|515.0|0|0.0|100
0|2021-12-30|40474.0|0|40474.0|0|515.0|0|0.0|100
0|2021-12-31|40917.0|0|40917.0|0|515.0|0|0.0|100
0|2022-01-01|40917.0|0|40917.0|0|515.0|0|0.0|100
0|2022-01-02|40917.0|0|40917.0|0|515.0|0|0.0|100
0|2022-01-03|41185.0|0|41185.0|0|515.0|0|0.0|100
0|2022-01-04|41185.0|0|41945.0|0|515.0|0|0.0|100
0|2022-01-05|42975.0|0|42975.0|0|521.0|0|0.0|100
0|2022-01-06|43935.0|0|43935.0|0|521.0|0|0.0|100
0|2022-01-07|44923.0|0|44923.0|0|522.0|0|0.0|100
0|2022-01-08|44923.0|0|44923.0|0|522.0|0|0.0|100
0|2022-01-09|44923.0|0|44923.0|0|522.0|0|0.0|100
0|2022-01-10|45953.0|0|45953.0|0|532.0|0|0.0|100
0|2022-01-11|46684.0|0|46684.0|0|533.0|0|0.0|100
0|2022-01-12|47558.0|0|47558.0|0|549.0|0|0.0|100
0|2022-01-13|47558.0|0|48399.0|0|549.0|0|0.0|100
0|2022-01-14|49602.0|0|49602.0|0|557.0|0|0.0|100
0|2022-01-15|49602.0|0|49602.0|0|557.0|0|0.0|100
0|2022-01-16|49602.0|0|49602.0|0|557.0|0|0.0|100
0|2022-01-17|51396.0|0|0.0|100|562.0|0|0.0|100
