|dates|Lyon_Kansas_UnitedStates.BLS_EmployedPopulation.data|Lyon_Kansas_UnitedStates.BLS_EmployedPopulation.missing|Lyon_Kansas_UnitedStates.BLS_UnemployedPopulation.data|Lyon_Kansas_UnitedStates.BLS_UnemployedPopulation.missing|Lyon_Kansas_UnitedStates.BLS_UnemploymentRate.data|Lyon_Kansas_UnitedStates.BLS_UnemploymentRate.missing|Lyon_Kansas_UnitedStates.BLS_LaborForcePopulation.data|Lyon_Kansas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-11-05|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-11-06|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-11-07|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-11-08|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-11-09|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-11-10|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-11-11|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-11-12|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-11-13|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-11-14|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-11-15|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-11-16|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-11-17|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-11-18|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-11-19|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-11-20|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-11-21|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-11-22|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-11-23|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-11-24|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-11-25|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-11-26|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-11-27|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-11-28|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-11-29|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-11-30|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-12-01|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-12-02|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-12-03|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-12-04|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-12-05|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-12-06|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-12-07|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-12-08|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-12-09|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-12-10|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-12-11|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-12-12|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-12-13|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-12-14|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-12-15|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-12-16|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-12-17|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-12-18|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-12-19|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-12-20|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-12-21|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-12-22|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-12-23|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-12-24|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-12-25|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-12-26|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-12-27|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-12-28|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-12-29|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-12-30|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2021-12-31|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2022-01-01|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2022-01-02|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2022-01-03|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2022-01-04|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2022-01-05|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2022-01-06|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2022-01-07|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2022-01-08|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2022-01-09|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2022-01-10|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2022-01-11|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2022-01-12|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2022-01-13|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2022-01-14|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2022-01-15|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2022-01-16|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
0|2022-01-17|15914.0|0|520.0|0|3.164171838870634|0|16434.0|0
