|dates|Clinton_Illinois_UnitedStates.JHU_ConfirmedCases.data|Clinton_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Clinton_Illinois_UnitedStates.NYT_ConfirmedCases.data|Clinton_Illinois_UnitedStates.NYT_ConfirmedCases.missing|Clinton_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Clinton_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Clinton_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Clinton_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-12|7687.0|0|7687.0|0|106.0|0|0.0|100
0|2021-12-13|7726.0|0|7726.0|0|107.0|0|0.0|100
0|2021-12-14|7726.0|0|7756.0|0|107.0|0|0.0|100
0|2021-12-15|7780.0|0|7780.0|0|107.0|0|0.0|100
0|2021-12-16|7794.0|0|7794.0|0|107.0|0|0.0|100
0|2021-12-17|7822.0|0|7822.0|0|107.0|0|0.0|100
0|2021-12-18|7822.0|0|7822.0|0|107.0|0|0.0|100
0|2021-12-19|7822.0|0|7822.0|0|107.0|0|0.0|100
0|2021-12-20|7872.0|0|7872.0|0|107.0|0|0.0|100
0|2021-12-21|7913.0|0|7913.0|0|107.0|0|0.0|100
0|2021-12-22|7937.0|0|7937.0|0|107.0|0|0.0|100
0|2021-12-23|7976.0|0|7976.0|0|107.0|0|0.0|100
0|2021-12-24|7976.0|0|7976.0|0|107.0|0|0.0|100
0|2021-12-25|7976.0|0|7976.0|0|107.0|0|0.0|100
0|2021-12-26|7976.0|0|7976.0|0|107.0|0|0.0|100
0|2021-12-27|8048.0|0|8048.0|0|108.0|0|0.0|100
0|2021-12-28|8115.0|0|8115.0|0|108.0|0|0.0|100
0|2021-12-29|8155.0|0|8155.0|0|108.0|0|0.0|100
0|2021-12-30|8266.0|0|8266.0|0|108.0|0|0.0|100
0|2021-12-31|8266.0|0|8266.0|0|108.0|0|0.0|100
0|2022-01-01|8266.0|0|8266.0|0|108.0|0|0.0|100
0|2022-01-02|8266.0|0|8266.0|0|108.0|0|0.0|100
0|2022-01-03|8453.0|0|8453.0|0|108.0|0|0.0|100
0|2022-01-04|8680.0|0|8680.0|0|108.0|0|0.0|100
0|2022-01-05|8840.0|0|8840.0|0|108.0|0|0.0|100
0|2022-01-06|9021.0|0|9021.0|0|108.0|0|0.0|100
0|2022-01-07|9146.0|0|9146.0|0|108.0|0|0.0|100
0|2022-01-08|9146.0|0|9146.0|0|108.0|0|0.0|100
0|2022-01-09|9146.0|0|9146.0|0|108.0|0|0.0|100
0|2022-01-10|9492.0|0|9492.0|0|108.0|0|0.0|100
0|2022-01-11|9692.0|0|9692.0|0|108.0|0|0.0|100
0|2022-01-12|9817.0|0|9817.0|0|108.0|0|0.0|100
0|2022-01-13|9817.0|0|10035.0|0|108.0|0|0.0|100
0|2022-01-14|10171.0|0|10171.0|0|108.0|0|0.0|100
0|2022-01-15|10171.0|0|10171.0|0|108.0|0|0.0|100
0|2022-01-16|10171.0|0|10171.0|0|108.0|0|0.0|100
0|2022-01-17|10171.0|0|0.0|100|108.0|0|0.0|100
