|dates|Moore_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Moore_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Moore_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Moore_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Moore_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Moore_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Moore_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Moore_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|13404.0|0|13404.0|0|245.0|0|0.0|100
0|2021-10-18|13469.0|0|13469.0|0|244.0|0|0.0|100
0|2021-10-19|13485.0|0|13485.0|0|244.0|0|0.0|100
0|2021-10-20|13502.0|0|13502.0|0|245.0|0|0.0|100
0|2021-10-21|13525.0|0|13525.0|0|245.0|0|0.0|100
0|2021-10-22|13542.0|0|13542.0|0|245.0|0|0.0|100
0|2021-10-23|13542.0|0|13542.0|0|245.0|0|0.0|100
0|2021-10-24|13542.0|0|13542.0|0|245.0|0|0.0|100
0|2021-10-25|13601.0|0|13601.0|0|246.0|0|0.0|100
0|2021-10-26|13605.0|0|13605.0|0|246.0|0|0.0|100
0|2021-10-27|13626.0|0|13626.0|0|247.0|0|0.0|100
0|2021-10-28|13647.0|0|13647.0|0|246.0|0|0.0|100
0|2021-10-29|13666.0|0|13666.0|0|247.0|0|0.0|100
0|2021-10-30|13666.0|0|13666.0|0|247.0|0|0.0|100
0|2021-10-31|13666.0|0|13666.0|0|247.0|0|0.0|100
0|2021-11-01|13709.0|0|13709.0|0|248.0|0|0.0|100
0|2021-11-02|13713.0|0|13713.0|0|248.0|0|0.0|100
0|2021-11-03|13722.0|0|13722.0|0|248.0|0|0.0|100
0|2021-11-04|13744.0|0|13744.0|0|248.0|0|0.0|100
0|2021-11-05|13751.0|0|13751.0|0|248.0|0|0.0|100
0|2021-11-06|13751.0|0|13751.0|0|248.0|0|0.0|100
0|2021-11-07|13751.0|0|13751.0|0|248.0|0|0.0|100
0|2021-11-08|13772.0|0|13772.0|0|249.0|0|0.0|100
0|2021-11-09|13778.0|0|13778.0|0|249.0|0|0.0|100
0|2021-11-10|13793.0|0|13793.0|0|250.0|0|0.0|100
0|2021-11-11|13793.0|0|13793.0|0|250.0|0|0.0|100
0|2021-11-12|13814.0|0|13814.0|0|251.0|0|0.0|100
0|2021-11-13|13814.0|0|13814.0|0|251.0|0|0.0|100
0|2021-11-14|13814.0|0|13814.0|0|251.0|0|0.0|100
0|2021-11-15|13843.0|0|13843.0|0|251.0|0|0.0|100
0|2021-11-16|13847.0|0|13847.0|0|252.0|0|0.0|100
0|2021-11-17|13865.0|0|13865.0|0|252.0|0|0.0|100
0|2021-11-18|13875.0|0|13875.0|0|252.0|0|0.0|100
0|2021-11-19|13883.0|0|13883.0|0|252.0|0|0.0|100
0|2021-11-20|13883.0|0|13883.0|0|252.0|0|0.0|100
0|2021-11-21|13883.0|0|13883.0|0|252.0|0|0.0|100
0|2021-11-22|13923.0|0|13923.0|0|252.0|0|0.0|100
0|2021-11-23|13927.0|0|13927.0|0|252.0|0|0.0|100
0|2021-11-24|13936.0|0|13936.0|0|252.0|0|0.0|100
0|2021-11-25|13936.0|0|13936.0|0|252.0|0|0.0|100
0|2021-11-26|13936.0|0|13936.0|0|252.0|0|0.0|100
0|2021-11-27|13936.0|0|13936.0|0|252.0|0|0.0|100
0|2021-11-28|13936.0|0|13936.0|0|252.0|0|0.0|100
0|2021-11-29|14000.0|0|14000.0|0|252.0|0|0.0|100
0|2021-11-30|14004.0|0|14004.0|0|252.0|0|0.0|100
0|2021-12-01|14026.0|0|14026.0|0|252.0|0|0.0|100
0|2021-12-02|14050.0|0|14050.0|0|253.0|0|0.0|100
0|2021-12-03|14078.0|0|14078.0|0|253.0|0|0.0|100
0|2021-12-04|14078.0|0|14078.0|0|253.0|0|0.0|100
0|2021-12-05|14078.0|0|14078.0|0|253.0|0|0.0|100
0|2021-12-06|14147.0|0|14147.0|0|253.0|0|0.0|100
0|2021-12-07|14165.0|0|14165.0|0|253.0|0|0.0|100
0|2021-12-08|14202.0|0|14202.0|0|253.0|0|0.0|100
0|2021-12-09|14247.0|0|14247.0|0|253.0|0|0.0|100
0|2021-12-10|14271.0|0|14271.0|0|253.0|0|0.0|100
0|2021-12-11|14271.0|0|14271.0|0|253.0|0|0.0|100
0|2021-12-12|14271.0|0|14271.0|0|253.0|0|0.0|100
0|2021-12-13|14339.0|0|14339.0|0|255.0|0|0.0|100
0|2021-12-14|14339.0|0|14367.0|0|255.0|0|0.0|100
0|2021-12-15|14399.0|0|14399.0|0|255.0|0|0.0|100
0|2021-12-16|14434.0|0|14434.0|0|255.0|0|0.0|100
0|2021-12-17|14457.0|0|14457.0|0|257.0|0|0.0|100
0|2021-12-18|14457.0|0|14457.0|0|257.0|0|0.0|100
0|2021-12-19|14457.0|0|14457.0|0|257.0|0|0.0|100
0|2021-12-20|14544.0|0|14544.0|0|257.0|0|0.0|100
0|2021-12-21|14569.0|0|14569.0|0|257.0|0|0.0|100
0|2021-12-22|14618.0|0|14618.0|0|258.0|0|0.0|100
0|2021-12-23|14618.0|0|14618.0|0|258.0|0|0.0|100
0|2021-12-24|14618.0|0|14618.0|0|258.0|0|0.0|100
0|2021-12-25|14618.0|0|14618.0|0|258.0|0|0.0|100
0|2021-12-26|14618.0|0|14618.0|0|258.0|0|0.0|100
0|2021-12-27|14618.0|0|14618.0|0|258.0|0|0.0|100
0|2021-12-28|14879.0|0|14879.0|0|258.0|0|0.0|100
0|2021-12-29|14977.0|0|14977.0|0|258.0|0|0.0|100
0|2021-12-30|15090.0|0|15090.0|0|258.0|0|0.0|100
0|2021-12-31|15090.0|0|15215.0|0|258.0|0|0.0|100
0|2022-01-01|15090.0|0|15215.0|0|258.0|0|0.0|100
0|2022-01-02|15090.0|0|15215.0|0|258.0|0|0.0|100
0|2022-01-03|15612.0|0|15612.0|0|258.0|0|0.0|100
0|2022-01-04|15680.0|0|15680.0|0|260.0|0|0.0|100
0|2022-01-05|15799.0|0|15799.0|0|260.0|0|0.0|100
0|2022-01-06|16026.0|0|16026.0|0|260.0|0|0.0|100
0|2022-01-07|16180.0|0|16180.0|0|263.0|0|0.0|100
0|2022-01-08|16180.0|0|16180.0|0|263.0|0|0.0|100
0|2022-01-09|16180.0|0|16180.0|0|263.0|0|0.0|100
0|2022-01-10|17102.0|0|17102.0|0|263.0|0|0.0|100
0|2022-01-11|17240.0|0|17240.0|0|263.0|0|0.0|100
0|2022-01-12|17479.0|0|17479.0|0|263.0|0|0.0|100
0|2022-01-13|17479.0|0|17841.0|0|263.0|0|0.0|100
0|2022-01-14|18408.0|0|18408.0|0|266.0|0|0.0|100
0|2022-01-15|18408.0|0|18408.0|0|266.0|0|0.0|100
0|2022-01-16|18408.0|0|18408.0|0|266.0|0|0.0|100
0|2022-01-17|18408.0|0|0.0|100|266.0|0|0.0|100
