|dates|Macon_Illinois_UnitedStates.JHU_ConfirmedCases.data|Macon_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Macon_Illinois_UnitedStates.NYT_ConfirmedCases.data|Macon_Illinois_UnitedStates.NYT_ConfirmedCases.missing|Macon_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Macon_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Macon_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Macon_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-15|15945.0|0|15945.0|0|255.0|0|0.0|100
0|2021-11-16|15974.0|0|15974.0|0|255.0|0|0.0|100
0|2021-11-17|16021.0|0|16021.0|0|255.0|0|0.0|100
0|2021-11-18|16078.0|0|16078.0|0|255.0|0|0.0|100
0|2021-11-19|16142.0|0|16142.0|0|255.0|0|0.0|100
0|2021-11-20|16142.0|0|16142.0|0|255.0|0|0.0|100
0|2021-11-21|16142.0|0|16142.0|0|255.0|0|0.0|100
0|2021-11-22|16248.0|0|16248.0|0|259.0|0|0.0|100
0|2021-11-23|16273.0|0|16273.0|0|259.0|0|0.0|100
0|2021-11-24|16352.0|0|16352.0|0|259.0|0|0.0|100
0|2021-11-25|16352.0|0|16352.0|0|259.0|0|0.0|100
0|2021-11-26|16352.0|0|16352.0|0|259.0|0|0.0|100
0|2021-11-27|16352.0|0|16352.0|0|259.0|0|0.0|100
0|2021-11-28|16352.0|0|16352.0|0|259.0|0|0.0|100
0|2021-11-29|16571.0|0|16571.0|0|261.0|0|0.0|100
0|2021-11-30|16601.0|0|16601.0|0|261.0|0|0.0|100
0|2021-12-01|16716.0|0|16716.0|0|261.0|0|0.0|100
0|2021-12-02|16716.0|0|16826.0|0|261.0|0|0.0|100
0|2021-12-03|16915.0|0|16915.0|0|263.0|0|0.0|100
0|2021-12-04|16915.0|0|16915.0|0|263.0|0|0.0|100
0|2021-12-05|16915.0|0|16915.0|0|263.0|0|0.0|100
0|2021-12-06|17201.0|0|17201.0|0|265.0|0|0.0|100
0|2021-12-07|17290.0|0|17290.0|0|265.0|0|0.0|100
0|2021-12-08|17408.0|0|17408.0|0|265.0|0|0.0|100
0|2021-12-09|17494.0|0|17494.0|0|265.0|0|0.0|100
0|2021-12-10|17592.0|0|17592.0|0|265.0|0|0.0|100
0|2021-12-11|17592.0|0|17592.0|0|265.0|0|0.0|100
0|2021-12-12|17592.0|0|17592.0|0|265.0|0|0.0|100
0|2021-12-13|17854.0|0|17854.0|0|265.0|0|0.0|100
0|2021-12-14|17854.0|0|17938.0|0|265.0|0|0.0|100
0|2021-12-15|18086.0|0|18086.0|0|266.0|0|0.0|100
0|2021-12-16|18214.0|0|18214.0|0|266.0|0|0.0|100
0|2021-12-17|18333.0|0|18333.0|0|266.0|0|0.0|100
0|2021-12-18|18333.0|0|18333.0|0|266.0|0|0.0|100
0|2021-12-19|18333.0|0|18333.0|0|266.0|0|0.0|100
0|2021-12-20|18607.0|0|18607.0|0|266.0|0|0.0|100
0|2021-12-21|18677.0|0|18677.0|0|266.0|0|0.0|100
0|2021-12-22|18764.0|0|18764.0|0|270.0|0|0.0|100
0|2021-12-23|18911.0|0|18911.0|0|273.0|0|0.0|100
0|2021-12-24|18911.0|0|18911.0|0|273.0|0|0.0|100
0|2021-12-25|18911.0|0|18911.0|0|273.0|0|0.0|100
0|2021-12-26|18911.0|0|18911.0|0|273.0|0|0.0|100
0|2021-12-27|19238.0|0|19238.0|0|273.0|0|0.0|100
0|2021-12-28|19336.0|0|19336.0|0|273.0|0|0.0|100
0|2021-12-29|19506.0|0|19506.0|0|273.0|0|0.0|100
0|2021-12-30|19699.0|0|19699.0|0|274.0|0|0.0|100
0|2021-12-31|19699.0|0|19699.0|0|274.0|0|0.0|100
0|2022-01-01|19699.0|0|19699.0|0|274.0|0|0.0|100
0|2022-01-02|19699.0|0|19699.0|0|274.0|0|0.0|100
0|2022-01-03|20364.0|0|20364.0|0|276.0|0|0.0|100
0|2022-01-04|20697.0|0|20697.0|0|276.0|0|0.0|100
0|2022-01-05|20954.0|0|20954.0|0|279.0|0|0.0|100
0|2022-01-06|21722.0|0|21722.0|0|282.0|0|0.0|100
0|2022-01-07|22196.0|0|22196.0|0|285.0|0|0.0|100
0|2022-01-08|22196.0|0|22196.0|0|285.0|0|0.0|100
0|2022-01-09|22196.0|0|22196.0|0|285.0|0|0.0|100
0|2022-01-10|22940.0|0|22940.0|0|286.0|0|0.0|100
0|2022-01-11|23105.0|0|23105.0|0|287.0|0|0.0|100
0|2022-01-12|23725.0|0|23725.0|0|287.0|0|0.0|100
0|2022-01-13|23725.0|0|24446.0|0|287.0|0|0.0|100
0|2022-01-14|24815.0|0|24815.0|0|289.0|0|0.0|100
0|2022-01-15|24815.0|0|24815.0|0|289.0|0|0.0|100
0|2022-01-16|24815.0|0|24815.0|0|289.0|0|0.0|100
0|2022-01-17|24815.0|0|0.0|100|289.0|0|0.0|100
