|dates|Platte_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Platte_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Platte_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Platte_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Platte_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Platte_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Platte_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Platte_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|5142.0|0|5142.0|0|50.0|0|0.0|100
0|2021-10-18|5161.0|0|5161.0|0|50.0|0|0.0|100
0|2021-10-19|5169.0|0|5169.0|0|50.0|0|0.0|100
0|2021-10-20|5177.0|0|5177.0|0|50.0|0|0.0|100
0|2021-10-21|5207.0|0|5207.0|0|50.0|0|0.0|100
0|2021-10-22|5207.0|0|5207.0|0|50.0|0|0.0|100
0|2021-10-23|5207.0|0|5207.0|0|50.0|0|0.0|100
0|2021-10-24|5207.0|0|5207.0|0|50.0|0|0.0|100
0|2021-10-25|5207.0|0|5207.0|0|50.0|0|0.0|100
0|2021-10-26|5207.0|0|5207.0|0|50.0|0|0.0|100
0|2021-10-27|5288.0|0|5288.0|0|50.0|0|0.0|100
0|2021-10-28|5288.0|0|5288.0|0|50.0|0|0.0|100
0|2021-10-29|5288.0|0|5298.0|0|50.0|0|0.0|100
0|2021-10-30|5288.0|0|5298.0|0|50.0|0|0.0|100
0|2021-10-31|5288.0|0|5314.0|0|50.0|0|0.0|100
0|2021-11-01|5288.0|0|5340.0|0|50.0|0|0.0|100
0|2021-11-02|5288.0|0|5340.0|0|50.0|0|0.0|100
0|2021-11-03|5407.0|0|5407.0|0|50.0|0|0.0|100
0|2021-11-04|5407.0|0|5407.0|0|50.0|0|0.0|100
0|2021-11-05|5407.0|0|5407.0|0|50.0|0|0.0|100
0|2021-11-06|5407.0|0|5407.0|0|50.0|0|0.0|100
0|2021-11-07|5407.0|0|5407.0|0|50.0|0|0.0|100
0|2021-11-08|5476.0|0|5476.0|0|50.0|0|0.0|100
0|2021-11-09|5505.0|0|5505.0|0|50.0|0|0.0|100
0|2021-11-10|5546.0|0|5546.0|0|50.0|0|0.0|100
0|2021-11-11|5571.0|0|5571.0|0|50.0|0|0.0|100
0|2021-11-12|5590.0|0|5590.0|0|50.0|0|0.0|100
0|2021-11-13|5590.0|0|5590.0|0|50.0|0|0.0|100
0|2021-11-14|5590.0|0|5590.0|0|50.0|0|0.0|100
0|2021-11-15|5644.0|0|5644.0|0|50.0|0|0.0|100
0|2021-11-16|5662.0|0|5662.0|0|50.0|0|0.0|100
0|2021-11-17|5702.0|0|5702.0|0|50.0|0|0.0|100
0|2021-11-18|5735.0|0|5735.0|0|50.0|0|0.0|100
0|2021-11-19|5747.0|0|5747.0|0|50.0|0|0.0|100
0|2021-11-20|5747.0|0|5747.0|0|50.0|0|0.0|100
0|2021-11-21|5747.0|0|5747.0|0|50.0|0|0.0|100
0|2021-11-22|5794.0|0|5794.0|0|50.0|0|0.0|100
0|2021-11-23|5821.0|0|5821.0|0|50.0|0|0.0|100
0|2021-11-24|5831.0|0|5831.0|0|50.0|0|0.0|100
0|2021-11-25|5831.0|0|5831.0|0|50.0|0|0.0|100
0|2021-11-26|5831.0|0|5831.0|0|50.0|0|0.0|100
0|2021-11-27|5831.0|0|5831.0|0|50.0|0|0.0|100
0|2021-11-28|5831.0|0|5831.0|0|50.0|0|0.0|100
0|2021-11-29|5875.0|0|5875.0|0|50.0|0|0.0|100
0|2021-11-30|5903.0|0|5903.0|0|50.0|0|0.0|100
0|2021-12-01|5931.0|0|5931.0|0|50.0|0|0.0|100
0|2021-12-02|5947.0|0|5947.0|0|50.0|0|0.0|100
0|2021-12-03|5973.0|0|5973.0|0|50.0|0|0.0|100
0|2021-12-04|5973.0|0|5973.0|0|50.0|0|0.0|100
0|2021-12-05|5973.0|0|5973.0|0|50.0|0|0.0|100
0|2021-12-06|6009.0|0|6009.0|0|50.0|0|0.0|100
0|2021-12-07|6044.0|0|6044.0|0|50.0|0|0.0|100
0|2021-12-08|6079.0|0|6079.0|0|50.0|0|0.0|100
0|2021-12-09|6109.0|0|6109.0|0|50.0|0|0.0|100
0|2021-12-10|6127.0|0|6127.0|0|50.0|0|0.0|100
0|2021-12-11|6127.0|0|6127.0|0|50.0|0|0.0|100
0|2021-12-12|6127.0|0|6127.0|0|50.0|0|0.0|100
0|2021-12-13|6159.0|0|6159.0|0|50.0|0|0.0|100
0|2021-12-14|6159.0|0|6178.0|0|50.0|0|0.0|100
0|2021-12-15|6194.0|0|6194.0|0|50.0|0|0.0|100
0|2021-12-16|6214.0|0|6214.0|0|50.0|0|0.0|100
0|2021-12-17|6228.0|0|6228.0|0|50.0|0|0.0|100
0|2021-12-18|6228.0|0|6228.0|0|50.0|0|0.0|100
0|2021-12-19|6228.0|0|6228.0|0|50.0|0|0.0|100
0|2021-12-20|6245.0|0|6245.0|0|50.0|0|0.0|100
0|2021-12-21|6294.0|0|6294.0|0|50.0|0|0.0|100
0|2021-12-22|6303.0|0|6303.0|0|50.0|0|0.0|100
0|2021-12-23|6338.0|0|6338.0|0|50.0|0|0.0|100
0|2021-12-24|6338.0|0|6338.0|0|50.0|0|0.0|100
0|2021-12-25|6338.0|0|6338.0|0|50.0|0|0.0|100
0|2021-12-26|6338.0|0|6338.0|0|50.0|0|0.0|100
0|2021-12-27|6338.0|0|6338.0|0|50.0|0|0.0|100
0|2021-12-28|6394.0|0|6394.0|0|50.0|0|0.0|100
0|2021-12-29|6420.0|0|6420.0|0|50.0|0|0.0|100
0|2021-12-30|6434.0|0|6434.0|0|50.0|0|0.0|100
0|2021-12-31|6434.0|0|6434.0|0|50.0|0|0.0|100
0|2022-01-01|6434.0|0|6434.0|0|50.0|0|0.0|100
0|2022-01-02|6434.0|0|6434.0|0|50.0|0|0.0|100
0|2022-01-03|6493.0|0|6493.0|0|50.0|0|0.0|100
0|2022-01-04|6534.0|0|6534.0|0|50.0|0|0.0|100
0|2022-01-05|6577.0|0|6577.0|0|50.0|0|0.0|100
0|2022-01-06|6602.0|0|6602.0|0|50.0|0|0.0|100
0|2022-01-07|6660.0|0|6660.0|0|50.0|0|0.0|100
0|2022-01-08|6660.0|0|6660.0|0|50.0|0|0.0|100
0|2022-01-09|6660.0|0|6660.0|0|50.0|0|0.0|100
0|2022-01-10|6766.0|0|6766.0|0|50.0|0|0.0|100
0|2022-01-11|6837.0|0|6837.0|0|50.0|0|0.0|100
0|2022-01-12|6867.0|0|6867.0|0|50.0|0|0.0|100
0|2022-01-13|6867.0|0|6975.0|0|50.0|0|0.0|100
0|2022-01-14|7054.0|0|7054.0|0|50.0|0|0.0|100
0|2022-01-15|7054.0|0|7054.0|0|50.0|0|0.0|100
0|2022-01-16|7054.0|0|7054.0|0|50.0|0|0.0|100
0|2022-01-17|7182.0|0|0.0|100|50.0|0|0.0|100
