|dates|Union_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Union_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Union_NewMexico_UnitedStates.NYT_ConfirmedCases.data|Union_NewMexico_UnitedStates.NYT_ConfirmedCases.missing|Union_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Union_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Union_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Union_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|340.0|0|512.0|0|12.0|0|0.0|100
0|2021-10-18|344.0|0|520.0|0|12.0|0|0.0|100
0|2021-10-19|347.0|0|523.0|0|12.0|0|0.0|100
0|2021-10-20|348.0|0|524.0|0|12.0|0|0.0|100
0|2021-10-21|348.0|0|524.0|0|12.0|0|0.0|100
0|2021-10-22|349.0|0|525.0|0|12.0|0|0.0|100
0|2021-10-23|349.0|0|525.0|0|12.0|0|0.0|100
0|2021-10-24|349.0|0|525.0|0|12.0|0|0.0|100
0|2021-10-25|349.0|0|525.0|0|12.0|0|0.0|100
0|2021-10-26|351.0|0|527.0|0|12.0|0|0.0|100
0|2021-10-27|351.0|0|527.0|0|12.0|0|0.0|100
0|2021-10-28|354.0|0|530.0|0|12.0|0|0.0|100
0|2021-10-29|354.0|0|530.0|0|12.0|0|0.0|100
0|2021-10-30|354.0|0|530.0|0|12.0|0|0.0|100
0|2021-10-31|354.0|0|530.0|0|12.0|0|0.0|100
0|2021-11-01|355.0|0|531.0|0|12.0|0|0.0|100
0|2021-11-02|356.0|0|534.0|0|12.0|0|0.0|100
0|2021-11-03|357.0|0|535.0|0|12.0|0|0.0|100
0|2021-11-04|358.0|0|545.0|0|12.0|0|0.0|100
0|2021-11-05|359.0|0|546.0|0|12.0|0|0.0|100
0|2021-11-06|359.0|0|546.0|0|12.0|0|0.0|100
0|2021-11-07|359.0|0|546.0|0|12.0|0|0.0|100
0|2021-11-08|361.0|0|571.0|0|12.0|0|0.0|100
0|2021-11-09|363.0|0|573.0|0|12.0|0|0.0|100
0|2021-11-10|364.0|0|574.0|0|12.0|0|0.0|100
0|2021-11-11|364.0|0|574.0|0|12.0|0|0.0|100
0|2021-11-12|367.0|0|577.0|0|12.0|0|0.0|100
0|2021-11-13|367.0|0|577.0|0|12.0|0|0.0|100
0|2021-11-14|367.0|0|577.0|0|12.0|0|0.0|100
0|2021-11-15|375.0|0|585.0|0|12.0|0|0.0|100
0|2021-11-16|378.0|0|588.0|0|12.0|0|0.0|100
0|2021-11-17|379.0|0|589.0|0|12.0|0|0.0|100
0|2021-11-18|381.0|0|591.0|0|12.0|0|0.0|100
0|2021-11-19|385.0|0|595.0|0|12.0|0|0.0|100
0|2021-11-20|385.0|0|595.0|0|12.0|0|0.0|100
0|2021-11-21|385.0|0|595.0|0|12.0|0|0.0|100
0|2021-11-22|409.0|0|619.0|0|12.0|0|0.0|100
0|2021-11-23|412.0|0|622.0|0|12.0|0|0.0|100
0|2021-11-24|418.0|0|628.0|0|12.0|0|0.0|100
0|2021-11-25|418.0|0|628.0|0|12.0|0|0.0|100
0|2021-11-26|418.0|0|628.0|0|12.0|0|0.0|100
0|2021-11-27|418.0|0|628.0|0|12.0|0|0.0|100
0|2021-11-28|418.0|0|628.0|0|12.0|0|0.0|100
0|2021-11-29|426.0|0|636.0|0|12.0|0|0.0|100
0|2021-11-30|428.0|0|641.0|0|12.0|0|0.0|100
0|2021-12-01|429.0|0|642.0|0|12.0|0|0.0|100
0|2021-12-02|434.0|0|647.0|0|12.0|0|0.0|100
0|2021-12-03|439.0|0|650.0|0|12.0|0|0.0|100
0|2021-12-04|439.0|0|652.0|0|12.0|0|0.0|100
0|2021-12-05|439.0|0|652.0|0|12.0|0|0.0|100
0|2021-12-06|444.0|0|657.0|0|12.0|0|0.0|100
0|2021-12-07|448.0|0|661.0|0|12.0|0|0.0|100
0|2021-12-08|453.0|0|666.0|0|12.0|0|0.0|100
0|2021-12-09|460.0|0|673.0|0|12.0|0|0.0|100
0|2021-12-10|468.0|0|677.0|0|12.0|0|0.0|100
0|2021-12-11|468.0|0|681.0|0|12.0|0|0.0|100
0|2021-12-12|468.0|0|681.0|0|12.0|0|0.0|100
0|2021-12-13|474.0|0|688.0|0|12.0|0|0.0|100
0|2021-12-14|474.0|0|698.0|0|12.0|0|0.0|100
0|2021-12-15|488.0|0|702.0|0|12.0|0|0.0|100
0|2021-12-16|488.0|0|704.0|0|12.0|0|0.0|100
0|2021-12-17|497.0|0|706.0|0|12.0|0|0.0|100
0|2021-12-18|497.0|0|711.0|0|12.0|0|0.0|100
0|2021-12-19|497.0|0|711.0|0|12.0|0|0.0|100
0|2021-12-20|502.0|0|716.0|0|12.0|0|0.0|100
0|2021-12-21|504.0|0|718.0|0|12.0|0|0.0|100
0|2021-12-22|505.0|0|719.0|0|12.0|0|0.0|100
