|dates|Union_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Union_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Union_NewMexico_UnitedStates.NYT_ConfirmedCases.data|Union_NewMexico_UnitedStates.NYT_ConfirmedCases.missing|Union_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Union_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Union_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Union_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-23|508.0|0|722.0|0|12.0|0|0.0|100
0|2021-12-24|508.0|0|722.0|0|12.0|0|0.0|100
0|2021-12-25|508.0|0|722.0|0|12.0|0|0.0|100
0|2021-12-26|508.0|0|722.0|0|12.0|0|0.0|100
0|2021-12-27|522.0|0|736.0|0|12.0|0|0.0|100
0|2021-12-28|525.0|0|739.0|0|12.0|0|0.0|100
0|2021-12-29|530.0|0|744.0|0|12.0|0|0.0|100
0|2021-12-30|534.0|0|748.0|0|12.0|0|0.0|100
0|2021-12-31|534.0|0|748.0|0|12.0|0|0.0|100
0|2022-01-01|534.0|0|748.0|0|12.0|0|0.0|100
0|2022-01-02|534.0|0|748.0|0|12.0|0|0.0|100
0|2022-01-03|544.0|0|758.0|0|12.0|0|0.0|100
0|2022-01-04|545.0|0|759.0|0|12.0|0|0.0|100
0|2022-01-05|559.0|0|773.0|0|12.0|0|0.0|100
0|2022-01-06|563.0|0|777.0|0|12.0|0|0.0|100
0|2022-01-07|568.0|0|782.0|0|12.0|0|0.0|100
0|2022-01-08|568.0|0|782.0|0|12.0|0|0.0|100
0|2022-01-09|568.0|0|782.0|0|12.0|0|0.0|100
0|2022-01-10|579.0|0|793.0|0|12.0|0|0.0|100
0|2022-01-11|581.0|0|795.0|0|12.0|0|0.0|100
0|2022-01-12|596.0|0|810.0|0|12.0|0|0.0|100
0|2022-01-13|596.0|0|819.0|0|12.0|0|0.0|100
0|2022-01-14|612.0|0|826.0|0|12.0|0|0.0|100
0|2022-01-15|612.0|0|826.0|0|12.0|0|0.0|100
0|2022-01-16|612.0|0|826.0|0|12.0|0|0.0|100
0|2022-01-17|612.0|0|0.0|100|12.0|0|0.0|100
