|dates|Clay_Florida_UnitedStates.JHU_ConfirmedCases.data|Clay_Florida_UnitedStates.JHU_ConfirmedCases.missing|Clay_Florida_UnitedStates.NYT_ConfirmedCases.data|Clay_Florida_UnitedStates.NYT_ConfirmedCases.missing|Clay_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Clay_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Clay_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Clay_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|33695.0|0|33642.0|0|352.0|0|0.0|100
0|2021-10-18|33695.0|0|33642.0|0|352.0|0|0.0|100
0|2021-10-19|33695.0|0|33642.0|0|352.0|0|0.0|100
0|2021-10-20|33695.0|0|33642.0|0|352.0|0|0.0|100
0|2021-10-21|33695.0|0|33642.0|0|352.0|0|0.0|100
0|2021-10-22|33791.0|0|33738.0|0|352.0|0|0.0|100
0|2021-10-23|33791.0|0|33738.0|0|352.0|0|0.0|100
0|2021-10-24|33791.0|0|33738.0|0|352.0|0|0.0|100
0|2021-10-25|33791.0|0|33738.0|0|352.0|0|0.0|100
0|2021-10-26|33791.0|0|33738.0|0|352.0|0|0.0|100
0|2021-10-27|33791.0|0|33738.0|0|352.0|0|0.0|100
0|2021-10-28|33791.0|0|33738.0|0|352.0|0|0.0|100
0|2021-10-29|33863.0|0|33810.0|0|352.0|0|0.0|100
0|2021-10-30|33863.0|0|33810.0|0|352.0|0|0.0|100
0|2021-10-31|33863.0|0|33810.0|0|352.0|0|0.0|100
0|2021-11-01|33863.0|0|33810.0|0|352.0|0|0.0|100
0|2021-11-02|33863.0|0|33810.0|0|352.0|0|0.0|100
0|2021-11-03|33863.0|0|33810.0|0|352.0|0|0.0|100
0|2021-11-04|33863.0|0|33810.0|0|352.0|0|0.0|100
0|2021-11-05|33911.0|0|33858.0|0|352.0|0|0.0|100
0|2021-11-06|33911.0|0|33858.0|0|352.0|0|0.0|100
0|2021-11-07|33911.0|0|33858.0|0|352.0|0|0.0|100
0|2021-11-08|33911.0|0|33858.0|0|352.0|0|0.0|100
0|2021-11-09|33911.0|0|33858.0|0|352.0|0|0.0|100
0|2021-11-10|33911.0|0|33858.0|0|352.0|0|0.0|100
0|2021-11-11|33911.0|0|33858.0|0|352.0|0|0.0|100
0|2021-11-12|33978.0|0|33925.0|0|352.0|0|0.0|100
0|2021-11-13|33978.0|0|33925.0|0|352.0|0|0.0|100
0|2021-11-14|33978.0|0|33925.0|0|352.0|0|0.0|100
0|2021-11-15|33978.0|0|33925.0|0|352.0|0|0.0|100
0|2021-11-16|33978.0|0|33925.0|0|352.0|0|0.0|100
0|2021-11-17|33978.0|0|33925.0|0|352.0|0|0.0|100
0|2021-11-18|33978.0|0|33925.0|0|352.0|0|0.0|100
0|2021-11-19|34027.0|0|33974.0|0|352.0|0|0.0|100
0|2021-11-20|34027.0|0|33974.0|0|352.0|0|0.0|100
0|2021-11-21|34027.0|0|33974.0|0|352.0|0|0.0|100
0|2021-11-22|34027.0|0|33974.0|0|352.0|0|0.0|100
0|2021-11-23|34027.0|0|33974.0|0|352.0|0|0.0|100
0|2021-11-24|34027.0|0|33974.0|0|352.0|0|0.0|100
0|2021-11-25|34027.0|0|33974.0|0|352.0|0|0.0|100
0|2021-11-26|34027.0|0|33974.0|0|352.0|0|0.0|100
0|2021-11-27|34027.0|0|33974.0|0|352.0|0|0.0|100
0|2021-11-28|34027.0|0|33974.0|0|352.0|0|0.0|100
0|2021-11-29|34027.0|0|33974.0|0|352.0|0|0.0|100
