|dates|McDuffie_Georgia_UnitedStates.JHU_ConfirmedCases.data|McDuffie_Georgia_UnitedStates.JHU_ConfirmedCases.missing|McDuffie_Georgia_UnitedStates.NYT_ConfirmedCases.data|McDuffie_Georgia_UnitedStates.NYT_ConfirmedCases.missing|McDuffie_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|McDuffie_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|McDuffie_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|McDuffie_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|3474.0|0|3483.0|0|72.0|0|0.0|100
0|2021-10-18|3479.0|0|3488.0|0|72.0|0|0.0|100
0|2021-10-19|3480.0|0|3489.0|0|72.0|0|0.0|100
0|2021-10-20|3488.0|0|3497.0|0|72.0|0|0.0|100
0|2021-10-21|3493.0|0|3502.0|0|72.0|0|0.0|100
0|2021-10-22|3496.0|0|3505.0|0|73.0|0|0.0|100
0|2021-10-23|3496.0|0|3505.0|0|73.0|0|0.0|100
0|2021-10-24|3496.0|0|3505.0|0|73.0|0|0.0|100
0|2021-10-25|3499.0|0|3508.0|0|75.0|0|0.0|100
0|2021-10-26|3503.0|0|3512.0|0|75.0|0|0.0|100
0|2021-10-27|3504.0|0|3513.0|0|75.0|0|0.0|100
0|2021-10-28|3506.0|0|3515.0|0|75.0|0|0.0|100
0|2021-10-29|3508.0|0|3517.0|0|75.0|0|0.0|100
0|2021-10-30|3508.0|0|3517.0|0|75.0|0|0.0|100
0|2021-10-31|3508.0|0|3517.0|0|75.0|0|0.0|100
0|2021-11-01|3511.0|0|3520.0|0|76.0|0|0.0|100
0|2021-11-02|3513.0|0|3522.0|0|76.0|0|0.0|100
0|2021-11-03|3513.0|0|3522.0|0|76.0|0|0.0|100
0|2021-11-04|3516.0|0|3525.0|0|76.0|0|0.0|100
0|2021-11-05|3519.0|0|3528.0|0|76.0|0|0.0|100
0|2021-11-06|3519.0|0|3528.0|0|76.0|0|0.0|100
0|2021-11-07|3519.0|0|3528.0|0|76.0|0|0.0|100
0|2021-11-08|3519.0|0|3528.0|0|76.0|0|0.0|100
0|2021-11-09|3528.0|0|3537.0|0|76.0|0|0.0|100
0|2021-11-10|3539.0|0|3548.0|0|76.0|0|0.0|100
0|2021-11-11|3539.0|0|3548.0|0|76.0|0|0.0|100
0|2021-11-12|3543.0|0|3552.0|0|76.0|0|0.0|100
0|2021-11-13|3543.0|0|3552.0|0|76.0|0|0.0|100
0|2021-11-14|3543.0|0|3552.0|0|76.0|0|0.0|100
0|2021-11-15|3546.0|0|3555.0|0|76.0|0|0.0|100
0|2021-11-16|3548.0|0|3557.0|0|76.0|0|0.0|100
0|2021-11-17|3548.0|0|3557.0|0|76.0|0|0.0|100
0|2021-11-18|3548.0|0|3557.0|0|76.0|0|0.0|100
0|2021-11-19|3548.0|0|3557.0|0|77.0|0|0.0|100
0|2021-11-20|3548.0|0|3557.0|0|77.0|0|0.0|100
0|2021-11-21|3548.0|0|3557.0|0|77.0|0|0.0|100
0|2021-11-22|3552.0|0|3561.0|0|77.0|0|0.0|100
0|2021-11-23|3552.0|0|3561.0|0|77.0|0|0.0|100
0|2021-11-24|3552.0|0|3561.0|0|77.0|0|0.0|100
0|2021-11-25|3552.0|0|3561.0|0|77.0|0|0.0|100
0|2021-11-26|3552.0|0|3561.0|0|77.0|0|0.0|100
0|2021-11-27|3552.0|0|3561.0|0|77.0|0|0.0|100
0|2021-11-28|3552.0|0|3561.0|0|77.0|0|0.0|100
0|2021-11-29|3567.0|0|3576.0|0|77.0|0|0.0|100
0|2021-11-30|3572.0|0|3582.0|0|78.0|0|0.0|100
0|2021-12-01|3577.0|0|3587.0|0|78.0|0|0.0|100
0|2021-12-02|3577.0|0|3587.0|0|78.0|0|0.0|100
0|2021-12-03|3578.0|0|3588.0|0|78.0|0|0.0|100
0|2021-12-04|3578.0|0|3588.0|0|78.0|0|0.0|100
0|2021-12-05|3578.0|0|3588.0|0|78.0|0|0.0|100
0|2021-12-06|3580.0|0|3590.0|0|78.0|0|0.0|100
0|2021-12-07|3584.0|0|3594.0|0|78.0|0|0.0|100
0|2021-12-08|3585.0|0|3595.0|0|78.0|0|0.0|100
0|2021-12-09|3590.0|0|3600.0|0|78.0|0|0.0|100
0|2021-12-10|3596.0|0|3606.0|0|78.0|0|0.0|100
0|2021-12-11|3596.0|0|3606.0|0|78.0|0|0.0|100
0|2021-12-12|3596.0|0|3606.0|0|78.0|0|0.0|100
0|2021-12-13|3602.0|0|3612.0|0|78.0|0|0.0|100
0|2021-12-14|3602.0|0|3620.0|0|78.0|0|0.0|100
0|2021-12-15|3614.0|0|3624.0|0|78.0|0|0.0|100
0|2021-12-16|3614.0|0|3624.0|0|78.0|0|0.0|100
0|2021-12-17|3622.0|0|3632.0|0|78.0|0|0.0|100
0|2021-12-18|3622.0|0|3632.0|0|78.0|0|0.0|100
0|2021-12-19|3622.0|0|3632.0|0|78.0|0|0.0|100
0|2021-12-20|3627.0|0|3637.0|0|78.0|0|0.0|100
0|2021-12-21|3633.0|0|3643.0|0|79.0|0|0.0|100
0|2021-12-22|3641.0|0|3651.0|0|79.0|0|0.0|100
0|2021-12-23|3656.0|0|3666.0|0|79.0|0|0.0|100
0|2021-12-24|3666.0|0|3676.0|0|79.0|0|0.0|100
0|2021-12-25|3666.0|0|3676.0|0|79.0|0|0.0|100
0|2021-12-26|3666.0|0|3676.0|0|79.0|0|0.0|100
0|2021-12-27|3685.0|0|3695.0|0|79.0|0|0.0|100
0|2021-12-28|3707.0|0|3717.0|0|79.0|0|0.0|100
0|2021-12-29|3737.0|0|3747.0|0|79.0|0|0.0|100
0|2021-12-30|3773.0|0|3783.0|0|79.0|0|0.0|100
0|2021-12-31|3818.0|0|3828.0|0|79.0|0|0.0|100
0|2022-01-01|3818.0|0|3828.0|0|79.0|0|0.0|100
0|2022-01-02|3818.0|0|3828.0|0|79.0|0|0.0|100
0|2022-01-03|3818.0|0|3828.0|0|79.0|0|0.0|100
0|2022-01-04|3910.0|0|3920.0|0|79.0|0|0.0|100
0|2022-01-05|3961.0|0|3971.0|0|80.0|0|0.0|100
0|2022-01-06|3961.0|0|3971.0|0|80.0|0|0.0|100
0|2022-01-07|3961.0|0|3971.0|0|80.0|0|0.0|100
0|2022-01-08|3961.0|0|3971.0|0|80.0|0|0.0|100
0|2022-01-09|3961.0|0|3971.0|0|80.0|0|0.0|100
0|2022-01-10|4181.0|0|4191.0|0|80.0|0|0.0|100
0|2022-01-11|4205.0|0|4215.0|0|80.0|0|0.0|100
0|2022-01-12|4226.0|0|4236.0|0|80.0|0|0.0|100
