|dates|Boyd_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Boyd_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Boyd_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Boyd_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Boyd_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Boyd_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Boyd_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Boyd_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|8188.0|0|8188.0|0|98.0|0|0.0|100
0|2021-10-18|8207.0|0|8207.0|0|98.0|0|0.0|100
0|2021-10-19|8270.0|0|8270.0|0|101.0|0|0.0|100
0|2021-10-20|8297.0|0|8297.0|0|101.0|0|0.0|100
0|2021-10-21|8315.0|0|8315.0|0|101.0|0|0.0|100
0|2021-10-22|8330.0|0|8330.0|0|101.0|0|0.0|100
0|2021-10-23|8330.0|0|8330.0|0|101.0|0|0.0|100
0|2021-10-24|8330.0|0|8330.0|0|101.0|0|0.0|100
0|2021-10-25|8348.0|0|8348.0|0|102.0|0|0.0|100
0|2021-10-26|8375.0|0|8375.0|0|103.0|0|0.0|100
0|2021-10-27|8391.0|0|8391.0|0|103.0|0|0.0|100
0|2021-10-28|8410.0|0|8410.0|0|104.0|0|0.0|100
0|2021-10-29|8425.0|0|8425.0|0|104.0|0|0.0|100
0|2021-10-30|8425.0|0|8425.0|0|104.0|0|0.0|100
0|2021-10-31|8425.0|0|8425.0|0|104.0|0|0.0|100
0|2021-11-01|8450.0|0|8450.0|0|104.0|0|0.0|100
0|2021-11-02|8469.0|0|8469.0|0|104.0|0|0.0|100
0|2021-11-03|8480.0|0|8480.0|0|104.0|0|0.0|100
0|2021-11-04|8508.0|0|8508.0|0|104.0|0|0.0|100
0|2021-11-05|8530.0|0|8530.0|0|105.0|0|0.0|100
0|2021-11-06|8530.0|0|8530.0|0|105.0|0|0.0|100
0|2021-11-07|8530.0|0|8530.0|0|105.0|0|0.0|100
