|dates|Lincoln_Oregon_UnitedStates.JHU_ConfirmedCases.data|Lincoln_Oregon_UnitedStates.JHU_ConfirmedCases.missing|Lincoln_Oregon_UnitedStates.NYT_ConfirmedCases.data|Lincoln_Oregon_UnitedStates.NYT_ConfirmedCases.missing|Lincoln_Oregon_UnitedStates.JHU_ConfirmedDeaths.data|Lincoln_Oregon_UnitedStates.JHU_ConfirmedDeaths.missing|Lincoln_Oregon_UnitedStates.JHU_ConfirmedRecoveries.data|Lincoln_Oregon_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-29|3879.0|0|3879.0|0|58.0|0|0.0|100
0|2021-12-30|3915.0|0|3915.0|0|58.0|0|0.0|100
0|2021-12-31|3915.0|0|3915.0|0|58.0|0|0.0|100
0|2022-01-01|3915.0|0|3915.0|0|58.0|0|0.0|100
0|2022-01-02|3915.0|0|3915.0|0|58.0|0|0.0|100
0|2022-01-03|4008.0|0|4008.0|0|58.0|0|0.0|100
0|2022-01-04|4021.0|0|4021.0|0|58.0|0|0.0|100
0|2022-01-05|4074.0|0|4074.0|0|58.0|0|0.0|100
0|2022-01-06|4147.0|0|4147.0|0|58.0|0|0.0|100
0|2022-01-07|4189.0|0|4189.0|0|59.0|0|0.0|100
0|2022-01-08|4189.0|0|4189.0|0|59.0|0|0.0|100
0|2022-01-09|4189.0|0|4189.0|0|59.0|0|0.0|100
0|2022-01-10|4254.0|0|4254.0|0|59.0|0|0.0|100
0|2022-01-11|4302.0|0|4302.0|0|59.0|0|0.0|100
0|2022-01-12|4511.0|0|4511.0|0|59.0|0|0.0|100
0|2022-01-13|4511.0|0|4594.0|0|59.0|0|0.0|100
0|2022-01-14|4709.0|0|4709.0|0|60.0|0|0.0|100
0|2022-01-15|4709.0|0|4709.0|0|60.0|0|0.0|100
0|2022-01-16|4709.0|0|4709.0|0|60.0|0|0.0|100
0|2022-01-17|4709.0|0|0.0|100|60.0|0|0.0|100
