|dates|Kings_California_UnitedStates.JHU_ConfirmedCases.data|Kings_California_UnitedStates.JHU_ConfirmedCases.missing|Kings_California_UnitedStates.NYT_ConfirmedCases.data|Kings_California_UnitedStates.NYT_ConfirmedCases.missing|Kings_California_UnitedStates.JHU_ConfirmedDeaths.data|Kings_California_UnitedStates.JHU_ConfirmedDeaths.missing|Kings_California_UnitedStates.JHU_ConfirmedRecoveries.data|Kings_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|32608.0|0|32369.0|0|315.0|0|0.0|100
0|2021-10-18|32680.0|0|32587.0|0|315.0|0|0.0|100
0|2021-10-19|32752.0|0|32649.0|0|320.0|0|0.0|100
0|2021-10-20|32807.0|0|32708.0|0|322.0|0|0.0|100
0|2021-10-21|32954.0|0|32801.0|0|322.0|0|0.0|100
0|2021-10-22|32961.0|0|32938.0|0|325.0|0|0.0|100
0|2021-10-23|32962.0|0|32938.0|0|325.0|0|0.0|100
0|2021-10-24|32964.0|0|32938.0|0|325.0|0|0.0|100
0|2021-10-25|33370.0|0|32938.0|0|325.0|0|0.0|100
0|2021-10-26|33432.0|0|33325.0|0|335.0|0|0.0|100
0|2021-10-27|33493.0|0|33378.0|0|336.0|0|0.0|100
0|2021-10-28|33639.0|0|33485.0|0|335.0|0|0.0|100
0|2021-10-29|33645.0|0|33626.0|0|337.0|0|0.0|100
0|2021-10-30|33645.0|0|33626.0|0|337.0|0|0.0|100
0|2021-10-31|33883.0|0|33626.0|0|337.0|0|0.0|100
0|2021-11-01|33944.0|0|33862.0|0|338.0|0|0.0|100
0|2021-11-02|33977.0|0|33914.0|0|337.0|0|0.0|100
0|2021-11-03|34004.0|0|33944.0|0|339.0|0|0.0|100
0|2021-11-04|34099.0|0|34009.0|0|341.0|0|0.0|100
0|2021-11-05|34104.0|0|34104.0|0|342.0|0|0.0|100
0|2021-11-06|34104.0|0|34104.0|0|342.0|0|0.0|100
0|2021-11-07|34104.0|0|34104.0|0|342.0|0|0.0|100
0|2021-11-08|34307.0|0|34307.0|0|343.0|0|0.0|100
0|2021-11-09|34334.0|0|34334.0|0|344.0|0|0.0|100
0|2021-11-10|34365.0|0|34365.0|0|344.0|0|0.0|100
0|2021-11-11|34439.0|0|34439.0|0|345.0|0|0.0|100
0|2021-11-12|34439.0|0|34439.0|0|345.0|0|0.0|100
0|2021-11-13|34573.0|0|34573.0|0|347.0|0|0.0|100
0|2021-11-14|34573.0|0|34573.0|0|347.0|0|0.0|100
0|2021-11-15|34666.0|0|34666.0|0|349.0|0|0.0|100
0|2021-11-16|34705.0|0|34705.0|0|348.0|0|0.0|100
0|2021-11-17|34735.0|0|34735.0|0|350.0|0|0.0|100
0|2021-11-18|34816.0|0|34816.0|0|352.0|0|0.0|100
0|2021-11-19|34867.0|0|34867.0|0|354.0|0|0.0|100
0|2021-11-20|34867.0|0|34867.0|0|354.0|0|0.0|100
0|2021-11-21|34867.0|0|34867.0|0|354.0|0|0.0|100
0|2021-11-22|34990.0|0|34990.0|0|356.0|0|0.0|100
0|2021-11-23|35014.0|0|35014.0|0|358.0|0|0.0|100
0|2021-11-24|35038.0|0|35038.0|0|358.0|0|0.0|100
0|2021-11-25|35038.0|0|35038.0|0|358.0|0|0.0|100
0|2021-11-26|35038.0|0|35038.0|0|358.0|0|0.0|100
0|2021-11-27|35038.0|0|35038.0|0|358.0|0|0.0|100
0|2021-11-28|35038.0|0|35038.0|0|358.0|0|0.0|100
0|2021-11-29|35204.0|0|35204.0|0|364.0|0|0.0|100
0|2021-11-30|35206.0|0|35206.0|0|363.0|0|0.0|100
0|2021-12-01|35221.0|0|35221.0|0|362.0|0|0.0|100
0|2021-12-02|35299.0|0|35299.0|0|364.0|0|0.0|100
0|2021-12-03|35370.0|0|35370.0|0|367.0|0|0.0|100
0|2021-12-04|35370.0|0|35370.0|0|367.0|0|0.0|100
0|2021-12-05|35370.0|0|35370.0|0|367.0|0|0.0|100
0|2021-12-06|35547.0|0|35547.0|0|369.0|0|0.0|100
0|2021-12-07|35547.0|0|35586.0|0|369.0|0|0.0|100
0|2021-12-08|35628.0|0|35628.0|0|372.0|0|0.0|100
0|2021-12-09|35671.0|0|35671.0|0|371.0|0|0.0|100
0|2021-12-10|35733.0|0|35733.0|0|371.0|0|0.0|100
0|2021-12-11|35733.0|0|35733.0|0|371.0|0|0.0|100
0|2021-12-12|35733.0|0|35733.0|0|371.0|0|0.0|100
