|dates|Kings_California_UnitedStates.JHU_ConfirmedCases.data|Kings_California_UnitedStates.JHU_ConfirmedCases.missing|Kings_California_UnitedStates.NYT_ConfirmedCases.data|Kings_California_UnitedStates.NYT_ConfirmedCases.missing|Kings_California_UnitedStates.JHU_ConfirmedDeaths.data|Kings_California_UnitedStates.JHU_ConfirmedDeaths.missing|Kings_California_UnitedStates.JHU_ConfirmedRecoveries.data|Kings_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-13|35864.0|0|35864.0|0|372.0|0|0.0|100
0|2021-12-14|35864.0|0|35883.0|0|372.0|0|0.0|100
0|2021-12-15|35896.0|0|35896.0|0|373.0|0|0.0|100
0|2021-12-16|35933.0|0|35933.0|0|374.0|0|0.0|100
0|2021-12-17|36000.0|0|36000.0|0|374.0|0|0.0|100
0|2021-12-18|36000.0|0|36000.0|0|374.0|0|0.0|100
0|2021-12-19|36000.0|0|36000.0|0|374.0|0|0.0|100
0|2021-12-20|36091.0|0|36091.0|0|378.0|0|0.0|100
0|2021-12-21|36115.0|0|36115.0|0|376.0|0|0.0|100
0|2021-12-22|36131.0|0|36131.0|0|376.0|0|0.0|100
0|2021-12-23|36188.0|0|36188.0|0|376.0|0|0.0|100
0|2021-12-24|36244.0|0|36244.0|0|379.0|0|0.0|100
0|2021-12-25|36244.0|0|36244.0|0|379.0|0|0.0|100
0|2021-12-26|36244.0|0|36244.0|0|379.0|0|0.0|100
0|2021-12-27|36244.0|0|36244.0|0|379.0|0|0.0|100
0|2021-12-28|36361.0|0|36361.0|0|382.0|0|0.0|100
0|2021-12-29|36400.0|0|36400.0|0|386.0|0|0.0|100
0|2021-12-30|36457.0|0|36457.0|0|386.0|0|0.0|100
0|2021-12-31|36559.0|0|36559.0|0|386.0|0|0.0|100
0|2022-01-01|36559.0|0|36559.0|0|386.0|0|0.0|100
0|2022-01-02|36559.0|0|36559.0|0|386.0|0|0.0|100
0|2022-01-03|36559.0|0|36559.0|0|386.0|0|0.0|100
0|2022-01-04|37058.0|0|37058.0|0|387.0|0|0.0|100
0|2022-01-05|37172.0|0|37172.0|0|388.0|0|0.0|100
0|2022-01-06|37176.0|0|37176.0|0|387.0|0|0.0|100
0|2022-01-07|37558.0|0|37558.0|0|390.0|0|0.0|100
0|2022-01-08|37558.0|0|37558.0|0|390.0|0|0.0|100
0|2022-01-09|37558.0|0|37558.0|0|390.0|0|0.0|100
0|2022-01-10|38324.0|0|38324.0|0|389.0|0|0.0|100
0|2022-01-11|38569.0|0|38569.0|0|389.0|0|0.0|100
0|2022-01-12|39225.0|0|38807.0|0|389.0|0|0.0|100
0|2022-01-13|39225.0|0|39230.0|0|389.0|0|0.0|100
0|2022-01-14|39671.0|0|39671.0|0|391.0|0|0.0|100
0|2022-01-15|39671.0|0|39671.0|0|391.0|0|0.0|100
0|2022-01-16|39671.0|0|39671.0|0|391.0|0|0.0|100
0|2022-01-17|41311.0|0|0.0|100|392.0|0|0.0|100
