|dates|Mobile_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Mobile_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Mobile_Alabama_UnitedStates.Male_Total_Population.data|Mobile_Alabama_UnitedStates.Male_Total_Population.missing|Mobile_Alabama_UnitedStates.Female_Total_Population.data|Mobile_Alabama_UnitedStates.Female_Total_Population.missing|Mobile_Alabama_UnitedStates.MaleAndFemale_Under18_Population.data|Mobile_Alabama_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-17|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-10-18|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-10-19|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-10-20|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-10-21|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-10-22|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-10-23|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-10-24|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-10-25|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-10-26|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-10-27|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-10-28|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-10-29|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-10-30|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-10-31|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-11-01|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-11-02|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-11-03|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-11-04|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-11-05|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-11-06|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-11-07|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-11-08|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-11-09|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-11-10|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-11-11|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-11-12|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-11-13|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-11-14|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-11-15|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-11-16|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-11-17|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-11-18|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-11-19|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-11-20|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-11-21|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-11-22|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-11-23|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-11-24|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-11-25|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-11-26|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-11-27|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-11-28|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-11-29|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-11-30|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-12-01|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-12-02|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-12-03|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-12-04|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-12-05|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-12-06|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-12-07|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-12-08|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-12-09|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-12-10|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-12-11|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-12-12|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-12-13|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-12-14|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-12-15|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-12-16|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-12-17|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-12-18|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-12-19|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-12-20|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-12-21|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-12-22|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-12-23|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-12-24|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-12-25|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-12-26|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-12-27|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-12-28|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-12-29|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-12-30|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2021-12-31|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2022-01-01|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2022-01-02|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2022-01-03|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2022-01-04|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2022-01-05|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2022-01-06|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2022-01-07|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2022-01-08|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2022-01-09|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2022-01-10|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2022-01-11|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2022-01-12|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2022-01-13|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2022-01-14|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2022-01-15|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2022-01-16|67041.0|0|197077.0|0|216680.0|0|96711.0|0
0|2022-01-17|67041.0|0|197077.0|0|216680.0|0|96711.0|0
