|dates|Harnett_NorthCarolina_UnitedStates.BLS_EmployedPopulation.data|Harnett_NorthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Harnett_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Harnett_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Harnett_NorthCarolina_UnitedStates.BLS_UnemploymentRate.data|Harnett_NorthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Harnett_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Harnett_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-11-12|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2021-11-13|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2021-11-14|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2021-11-15|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2021-11-16|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2021-11-17|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2021-11-18|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2021-11-19|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2021-11-20|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2021-11-21|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2021-11-22|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2021-11-23|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2021-11-24|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2021-11-25|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2021-11-26|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2021-11-27|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2021-11-28|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2021-11-29|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2021-11-30|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2021-12-01|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2021-12-02|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2021-12-03|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2021-12-04|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2021-12-05|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2021-12-06|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2021-12-07|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2021-12-08|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2021-12-09|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2021-12-10|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2021-12-11|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2021-12-12|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2021-12-13|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2021-12-14|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2021-12-15|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2021-12-16|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2021-12-17|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2021-12-18|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2021-12-19|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2021-12-20|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2021-12-21|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2021-12-22|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2021-12-23|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2021-12-24|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2021-12-25|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2021-12-26|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2021-12-27|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2021-12-28|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2021-12-29|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2021-12-30|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2021-12-31|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2022-01-01|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2022-01-02|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2022-01-03|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2022-01-04|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2022-01-05|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2022-01-06|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2022-01-07|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2022-01-08|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2022-01-09|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2022-01-10|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2022-01-11|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2022-01-12|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2022-01-13|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2022-01-14|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2022-01-15|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2022-01-16|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
0|2022-01-17|50084.0|0|2608.0|0|4.949517953389509|0|52692.0|0
