|dates|Trimble_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Trimble_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Trimble_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Trimble_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Trimble_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Trimble_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Trimble_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Trimble_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-19|1299.0|0|1299.0|0|20.0|0|0.0|100
0|2021-11-20|1299.0|0|1299.0|0|20.0|0|0.0|100
0|2021-11-21|1299.0|0|1299.0|0|20.0|0|0.0|100
0|2021-11-22|1306.0|0|1306.0|0|21.0|0|0.0|100
0|2021-11-23|1314.0|0|1314.0|0|21.0|0|0.0|100
0|2021-11-24|1319.0|0|1319.0|0|21.0|0|0.0|100
0|2021-11-25|1319.0|0|1319.0|0|21.0|0|0.0|100
0|2021-11-26|1319.0|0|1319.0|0|21.0|0|0.0|100
0|2021-11-27|1319.0|0|1319.0|0|21.0|0|0.0|100
0|2021-11-28|1319.0|0|1319.0|0|21.0|0|0.0|100
0|2021-11-29|1335.0|0|1335.0|0|21.0|0|0.0|100
0|2021-11-30|1341.0|0|1341.0|0|21.0|0|0.0|100
0|2021-12-01|1351.0|0|1351.0|0|21.0|0|0.0|100
0|2021-12-02|1351.0|0|1360.0|0|21.0|0|0.0|100
0|2021-12-03|1365.0|0|1365.0|0|23.0|0|0.0|100
0|2021-12-04|1365.0|0|1365.0|0|23.0|0|0.0|100
0|2021-12-05|1365.0|0|1365.0|0|23.0|0|0.0|100
0|2021-12-06|1372.0|0|1372.0|0|25.0|0|0.0|100
0|2021-12-07|1376.0|0|1376.0|0|25.0|0|0.0|100
0|2021-12-08|1386.0|0|1386.0|0|25.0|0|0.0|100
0|2021-12-09|1389.0|0|1389.0|0|25.0|0|0.0|100
0|2021-12-10|1401.0|0|1401.0|0|25.0|0|0.0|100
0|2021-12-11|1401.0|0|1401.0|0|25.0|0|0.0|100
0|2021-12-12|1401.0|0|1401.0|0|25.0|0|0.0|100
0|2021-12-13|1413.0|0|1413.0|0|28.0|0|0.0|100
0|2021-12-14|1413.0|0|1424.0|0|28.0|0|0.0|100
0|2021-12-15|1440.0|0|1440.0|0|28.0|0|0.0|100
0|2021-12-16|1444.0|0|1444.0|0|28.0|0|0.0|100
0|2021-12-17|1448.0|0|1448.0|0|28.0|0|0.0|100
0|2021-12-18|1448.0|0|1448.0|0|28.0|0|0.0|100
0|2021-12-19|1448.0|0|1448.0|0|28.0|0|0.0|100
0|2021-12-20|1475.0|0|1475.0|0|28.0|0|0.0|100
0|2021-12-21|1480.0|0|1480.0|0|28.0|0|0.0|100
0|2021-12-22|1481.0|0|1481.0|0|28.0|0|0.0|100
0|2021-12-23|1481.0|0|1481.0|0|28.0|0|0.0|100
0|2021-12-24|1481.0|0|1481.0|0|28.0|0|0.0|100
0|2021-12-25|1481.0|0|1481.0|0|28.0|0|0.0|100
0|2021-12-26|1481.0|0|1481.0|0|28.0|0|0.0|100
0|2021-12-27|1504.0|0|1504.0|0|28.0|0|0.0|100
0|2021-12-28|1514.0|0|1514.0|0|28.0|0|0.0|100
0|2021-12-29|1521.0|0|1521.0|0|28.0|0|0.0|100
0|2021-12-30|1521.0|0|1521.0|0|28.0|0|0.0|100
0|2021-12-31|1521.0|0|1521.0|0|28.0|0|0.0|100
0|2022-01-01|1521.0|0|1521.0|0|28.0|0|0.0|100
0|2022-01-02|1521.0|0|1521.0|0|28.0|0|0.0|100
0|2022-01-03|1566.0|0|1566.0|0|30.0|0|0.0|100
0|2022-01-04|1577.0|0|1577.0|0|30.0|0|0.0|100
0|2022-01-05|1591.0|0|1591.0|0|30.0|0|0.0|100
0|2022-01-06|1602.0|0|1602.0|0|30.0|0|0.0|100
0|2022-01-07|1622.0|0|1622.0|0|30.0|0|0.0|100
0|2022-01-08|1622.0|0|1622.0|0|30.0|0|0.0|100
0|2022-01-09|1622.0|0|1622.0|0|30.0|0|0.0|100
0|2022-01-10|1643.0|0|1643.0|0|30.0|0|0.0|100
0|2022-01-11|1656.0|0|1656.0|0|30.0|0|0.0|100
0|2022-01-12|1671.0|0|1671.0|0|30.0|0|0.0|100
0|2022-01-13|1671.0|0|1683.0|0|30.0|0|0.0|100
0|2022-01-14|1715.0|0|1715.0|0|30.0|0|0.0|100
0|2022-01-15|1715.0|0|1715.0|0|30.0|0|0.0|100
0|2022-01-16|1715.0|0|1715.0|0|30.0|0|0.0|100
0|2022-01-17|1715.0|0|0.0|100|30.0|0|0.0|100
