|dates|Washtenaw_Michigan_UnitedStates.JHU_ConfirmedCases.data|Washtenaw_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Washtenaw_Michigan_UnitedStates.NYT_ConfirmedCases.data|Washtenaw_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Washtenaw_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Washtenaw_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Washtenaw_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Washtenaw_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|32339.0|0|32962.0|0|321.0|0|0.0|100
0|2021-10-18|32557.0|0|33168.0|0|322.0|0|0.0|100
0|2021-10-19|32557.0|0|33217.0|0|322.0|0|0.0|100
0|2021-10-20|32745.0|0|33304.0|0|324.0|0|0.0|100
0|2021-10-21|32745.0|0|33499.0|0|324.0|0|0.0|100
0|2021-10-22|32943.0|0|33569.0|0|325.0|0|0.0|100
0|2021-10-23|32943.0|0|33569.0|0|325.0|0|0.0|100
0|2021-10-24|32943.0|0|33569.0|0|325.0|0|0.0|100
0|2021-10-25|33130.0|0|33739.0|0|328.0|0|0.0|100
0|2021-10-26|33130.0|0|33813.0|0|328.0|0|0.0|100
0|2021-10-27|33322.0|0|33888.0|0|329.0|0|0.0|100
0|2021-10-28|33322.0|0|34064.0|0|329.0|0|0.0|100
0|2021-10-29|33529.0|0|34142.0|0|330.0|0|0.0|100
0|2021-10-30|33529.0|0|34142.0|0|330.0|0|0.0|100
0|2021-10-31|33529.0|0|34142.0|0|330.0|0|0.0|100
0|2021-11-01|33770.0|0|34369.0|0|330.0|0|0.0|100
0|2021-11-02|33770.0|0|34455.0|0|330.0|0|0.0|100
0|2021-11-03|34063.0|0|34638.0|0|331.0|0|0.0|100
0|2021-11-04|34063.0|0|34838.0|0|331.0|0|0.0|100
0|2021-11-05|34398.0|0|35006.0|0|331.0|0|0.0|100
0|2021-11-06|34398.0|0|35006.0|0|331.0|0|0.0|100
0|2021-11-07|34398.0|0|35006.0|0|331.0|0|0.0|100
0|2021-11-08|34681.0|0|35252.0|0|331.0|0|0.0|100
0|2021-11-09|34681.0|0|35345.0|0|331.0|0|0.0|100
0|2021-11-10|34932.0|0|35559.0|0|332.0|0|0.0|100
0|2021-11-11|34932.0|0|35559.0|0|332.0|0|0.0|100
0|2021-11-12|35347.0|0|35942.0|0|332.0|0|0.0|100
0|2021-11-13|35347.0|0|35942.0|0|332.0|0|0.0|100
0|2021-11-14|35347.0|0|35942.0|0|332.0|0|0.0|100
0|2021-11-15|35961.0|0|36500.0|0|335.0|0|0.0|100
0|2021-11-16|35961.0|0|36644.0|0|335.0|0|0.0|100
0|2021-11-17|36353.0|0|36873.0|0|335.0|0|0.0|100
0|2021-11-18|36353.0|0|37227.0|0|335.0|0|0.0|100
0|2021-11-19|36852.0|0|37467.0|0|337.0|0|0.0|100
0|2021-11-20|36852.0|0|37467.0|0|337.0|0|0.0|100
0|2021-11-21|36852.0|0|37467.0|0|337.0|0|0.0|100
0|2021-11-22|37319.0|0|37887.0|0|336.0|0|0.0|100
0|2021-11-23|37319.0|0|38029.0|0|336.0|0|0.0|100
0|2021-11-24|37824.0|0|38426.0|0|337.0|0|0.0|100
0|2021-11-25|37824.0|0|38426.0|0|337.0|0|0.0|100
0|2021-11-26|37824.0|0|38426.0|0|337.0|0|0.0|100
0|2021-11-27|37824.0|0|38426.0|0|337.0|0|0.0|100
0|2021-11-28|37824.0|0|38426.0|0|337.0|0|0.0|100
0|2021-11-29|38566.0|0|39152.0|0|341.0|0|0.0|100
0|2021-11-30|38566.0|0|39330.0|0|341.0|0|0.0|100
0|2021-12-01|39110.0|0|39630.0|0|349.0|0|0.0|100
0|2021-12-02|39110.0|0|40030.0|0|349.0|0|0.0|100
0|2021-12-03|39730.0|0|40288.0|0|351.0|0|0.0|100
0|2021-12-04|39730.0|0|40288.0|0|351.0|0|0.0|100
0|2021-12-05|39730.0|0|40288.0|0|351.0|0|0.0|100
0|2021-12-06|40274.0|0|40794.0|0|354.0|0|0.0|100
0|2021-12-07|40274.0|0|40950.0|0|354.0|0|0.0|100
0|2021-12-08|40798.0|0|41318.0|0|359.0|0|0.0|100
0|2021-12-09|40798.0|0|41672.0|0|359.0|0|0.0|100
0|2021-12-10|41185.0|0|41808.0|0|363.0|0|0.0|100
0|2021-12-11|41185.0|0|41808.0|0|363.0|0|0.0|100
0|2021-12-12|41185.0|0|41808.0|0|363.0|0|0.0|100
0|2021-12-13|41742.0|0|42301.0|0|366.0|0|0.0|100
0|2021-12-14|41742.0|0|42437.0|0|366.0|0|0.0|100
0|2021-12-15|42088.0|0|42608.0|0|373.0|0|0.0|100
0|2021-12-16|42088.0|0|42941.0|0|373.0|0|0.0|100
0|2021-12-17|42501.0|0|43121.0|0|378.0|0|0.0|100
0|2021-12-18|42501.0|0|43121.0|0|378.0|0|0.0|100
0|2021-12-19|42501.0|0|43121.0|0|378.0|0|0.0|100
0|2021-12-20|42982.0|0|43561.0|0|382.0|0|0.0|100
0|2021-12-21|42982.0|0|43561.0|0|382.0|0|0.0|100
0|2021-12-22|43480.0|0|44113.0|0|385.0|0|0.0|100
0|2021-12-23|43480.0|0|44113.0|0|385.0|0|0.0|100
0|2021-12-24|43480.0|0|44113.0|0|385.0|0|0.0|100
0|2021-12-25|43480.0|0|44113.0|0|385.0|0|0.0|100
0|2021-12-26|43480.0|0|44113.0|0|385.0|0|0.0|100
0|2021-12-27|44921.0|0|45441.0|0|394.0|0|0.0|100
0|2021-12-28|44921.0|0|45441.0|0|394.0|0|0.0|100
0|2021-12-29|46099.0|0|46619.0|0|398.0|0|0.0|100
0|2021-12-30|46099.0|0|47433.0|0|398.0|0|0.0|100
0|2021-12-31|46099.0|0|47433.0|0|398.0|0|0.0|100
0|2022-01-01|46099.0|0|47433.0|0|398.0|0|0.0|100
0|2022-01-02|46099.0|0|47433.0|0|398.0|0|0.0|100
0|2022-01-03|48996.0|0|49535.0|0|406.0|0|0.0|100
0|2022-01-04|48996.0|0|50150.0|0|406.0|0|0.0|100
0|2022-01-05|50599.0|0|51119.0|0|411.0|0|0.0|100
0|2022-01-06|50599.0|0|52082.0|0|411.0|0|0.0|100
0|2022-01-07|52895.0|0|53485.0|0|418.0|0|0.0|100
0|2022-01-08|52895.0|0|53485.0|0|418.0|0|0.0|100
0|2022-01-09|52895.0|0|53485.0|0|418.0|0|0.0|100
0|2022-01-10|55368.0|0|55888.0|0|424.0|0|0.0|100
0|2022-01-11|55368.0|0|56419.0|0|424.0|0|0.0|100
0|2022-01-12|57014.0|0|57534.0|0|433.0|0|0.0|100
0|2022-01-13|57014.0|0|58416.0|0|433.0|0|0.0|100
0|2022-01-14|58798.0|0|59450.0|0|437.0|0|0.0|100
0|2022-01-15|58798.0|0|59450.0|0|437.0|0|0.0|100
0|2022-01-16|58798.0|0|59450.0|0|437.0|0|0.0|100
0|2022-01-17|58798.0|0|0.0|100|437.0|0|0.0|100
