|dates|EastBatonRouge_Louisiana_UnitedStates.JHU_ConfirmedCases.data|EastBatonRouge_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|EastBatonRouge_Louisiana_UnitedStates.NYT_ConfirmedCases.data|EastBatonRouge_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|EastBatonRouge_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|EastBatonRouge_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|EastBatonRouge_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|EastBatonRouge_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|63370.0|0|63370.0|0|1147.0|0|0.0|100
0|2021-10-18|63446.0|0|63446.0|0|1149.0|0|0.0|100
0|2021-10-19|63520.0|0|63520.0|0|1153.0|0|0.0|100
0|2021-10-20|63559.0|0|63559.0|0|1156.0|0|0.0|100
0|2021-10-21|63606.0|0|63606.0|0|1156.0|0|0.0|100
0|2021-10-22|63656.0|0|63656.0|0|1158.0|0|0.0|100
0|2021-10-23|63656.0|0|63656.0|0|1158.0|0|0.0|100
0|2021-10-24|63656.0|0|63656.0|0|1158.0|0|0.0|100
0|2021-10-25|63696.0|0|63696.0|0|1160.0|0|0.0|100
0|2021-10-26|63737.0|0|63737.0|0|1160.0|0|0.0|100
0|2021-10-27|63799.0|0|63799.0|0|1160.0|0|0.0|100
0|2021-10-28|63825.0|0|63825.0|0|1160.0|0|0.0|100
0|2021-10-29|63842.0|0|63842.0|0|1162.0|0|0.0|100
0|2021-10-30|63842.0|0|63842.0|0|1162.0|0|0.0|100
0|2021-10-31|63842.0|0|63842.0|0|1162.0|0|0.0|100
0|2021-11-01|63888.0|0|63888.0|0|1162.0|0|0.0|100
0|2021-11-02|63905.0|0|63905.0|0|1163.0|0|0.0|100
0|2021-11-03|63927.0|0|63927.0|0|1166.0|0|0.0|100
0|2021-11-04|64001.0|0|64001.0|0|1166.0|0|0.0|100
0|2021-11-05|64024.0|0|64024.0|0|1166.0|0|0.0|100
0|2021-11-06|64024.0|0|64024.0|0|1166.0|0|0.0|100
0|2021-11-07|64024.0|0|64024.0|0|1166.0|0|0.0|100
0|2021-11-08|64070.0|0|64070.0|0|1166.0|0|0.0|100
0|2021-11-09|64109.0|0|64109.0|0|1166.0|0|0.0|100
0|2021-11-10|64132.0|0|64132.0|0|1166.0|0|0.0|100
0|2021-11-11|64132.0|0|64132.0|0|1166.0|0|0.0|100
0|2021-11-12|64177.0|0|64177.0|0|1166.0|0|0.0|100
0|2021-11-13|64177.0|0|64177.0|0|1166.0|0|0.0|100
0|2021-11-14|64177.0|0|64177.0|0|1166.0|0|0.0|100
0|2021-11-15|64247.0|0|64247.0|0|1166.0|0|0.0|100
0|2021-11-16|64281.0|0|64281.0|0|1167.0|0|0.0|100
0|2021-11-17|64318.0|0|64318.0|0|1166.0|0|0.0|100
0|2021-11-18|64362.0|0|64362.0|0|1167.0|0|0.0|100
0|2021-11-19|64394.0|0|64394.0|0|1168.0|0|0.0|100
0|2021-11-20|64394.0|0|64394.0|0|1168.0|0|0.0|100
0|2021-11-21|64394.0|0|64394.0|0|1168.0|0|0.0|100
0|2021-11-22|64441.0|0|64441.0|0|1168.0|0|0.0|100
0|2021-11-23|64493.0|0|64493.0|0|1168.0|0|0.0|100
0|2021-11-24|64514.0|0|64514.0|0|1169.0|0|0.0|100
0|2021-11-25|64514.0|0|64514.0|0|1169.0|0|0.0|100
0|2021-11-26|64514.0|0|64514.0|0|1169.0|0|0.0|100
0|2021-11-27|64514.0|0|64514.0|0|1169.0|0|0.0|100
0|2021-11-28|64514.0|0|64514.0|0|1169.0|0|0.0|100
0|2021-11-29|64581.0|0|64581.0|0|1170.0|0|0.0|100
0|2021-11-30|64608.0|0|64608.0|0|1170.0|0|0.0|100
0|2021-12-01|64687.0|0|64687.0|0|1171.0|0|0.0|100
0|2021-12-02|64720.0|0|64720.0|0|1172.0|0|0.0|100
0|2021-12-03|64746.0|0|64746.0|0|1172.0|0|0.0|100
0|2021-12-04|64746.0|0|64746.0|0|1172.0|0|0.0|100
0|2021-12-05|64746.0|0|64746.0|0|1172.0|0|0.0|100
0|2021-12-06|64787.0|0|64787.0|0|1172.0|0|0.0|100
0|2021-12-07|64821.0|0|64821.0|0|1172.0|0|0.0|100
0|2021-12-08|64883.0|0|64883.0|0|1173.0|0|0.0|100
0|2021-12-09|64909.0|0|64909.0|0|1173.0|0|0.0|100
0|2021-12-10|64936.0|0|64936.0|0|1174.0|0|0.0|100
0|2021-12-11|64936.0|0|64936.0|0|1174.0|0|0.0|100
0|2021-12-12|64936.0|0|64936.0|0|1174.0|0|0.0|100
0|2021-12-13|65004.0|0|65004.0|0|1174.0|0|0.0|100
0|2021-12-14|65004.0|0|65039.0|0|1174.0|0|0.0|100
0|2021-12-15|65111.0|0|65111.0|0|1174.0|0|0.0|100
0|2021-12-16|65201.0|0|65201.0|0|1175.0|0|0.0|100
0|2021-12-17|65255.0|0|65255.0|0|1175.0|0|0.0|100
0|2021-12-18|65255.0|0|65255.0|0|1175.0|0|0.0|100
0|2021-12-19|65255.0|0|65255.0|0|1175.0|0|0.0|100
0|2021-12-20|65437.0|0|65437.0|0|1176.0|0|0.0|100
0|2021-12-21|65637.0|0|65637.0|0|1176.0|0|0.0|100
0|2021-12-22|65813.0|0|65813.0|0|1176.0|0|0.0|100
0|2021-12-23|66032.0|0|66032.0|0|1176.0|0|0.0|100
0|2021-12-24|66032.0|0|66032.0|0|1176.0|0|0.0|100
0|2021-12-25|66032.0|0|66032.0|0|1176.0|0|0.0|100
0|2021-12-26|66032.0|0|66032.0|0|1176.0|0|0.0|100
0|2021-12-27|66967.0|0|66967.0|0|1178.0|0|0.0|100
0|2021-12-28|67471.0|0|67471.0|0|1180.0|0|0.0|100
0|2021-12-29|68388.0|0|68388.0|0|1180.0|0|0.0|100
0|2021-12-30|70112.0|0|70112.0|0|1180.0|0|0.0|100
0|2021-12-31|70112.0|0|70112.0|0|1180.0|0|0.0|100
0|2022-01-01|70112.0|0|70112.0|0|1180.0|0|0.0|100
0|2022-01-02|70112.0|0|70112.0|0|1180.0|0|0.0|100
0|2022-01-03|73012.0|0|73012.0|0|1181.0|0|0.0|100
0|2022-01-04|74153.0|0|74153.0|0|1183.0|0|0.0|100
0|2022-01-05|75129.0|0|75129.0|0|1183.0|0|0.0|100
0|2022-01-06|76464.0|0|76464.0|0|1182.0|0|0.0|100
0|2022-01-07|78452.0|0|78452.0|0|1187.0|0|0.0|100
0|2022-01-08|78452.0|0|78452.0|0|1187.0|0|0.0|100
0|2022-01-09|78452.0|0|78452.0|0|1187.0|0|0.0|100
0|2022-01-10|81063.0|0|81063.0|0|1188.0|0|0.0|100
0|2022-01-11|83046.0|0|83046.0|0|1188.0|0|0.0|100
0|2022-01-12|83046.0|0|83046.0|0|1188.0|0|0.0|100
0|2022-01-13|83046.0|0|83046.0|0|1188.0|0|0.0|100
0|2022-01-14|90180.0|0|90180.0|0|1191.0|0|0.0|100
0|2022-01-15|90180.0|0|90180.0|0|1191.0|0|0.0|100
0|2022-01-16|90180.0|0|90180.0|0|1191.0|0|0.0|100
0|2022-01-17|90180.0|0|0.0|100|1191.0|0|0.0|100
