|dates|Unassigned_Michigan_UnitedStates.JHU_ConfirmedCases.data|Unassigned_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Unassigned_Michigan_UnitedStates.NYT_ConfirmedCases.data|Unassigned_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Unassigned_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Unassigned_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Unassigned_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Unassigned_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-10|44.0|0|1559.0|0|0.0|0|0.0|100
0|2021-11-11|48.0|0|1542.0|0|2.0|0|0.0|100
0|2021-11-12|48.0|0|1664.0|0|1.0|0|0.0|100
0|2021-11-13|48.0|0|1664.0|0|1.0|0|0.0|100
0|2021-11-14|48.0|0|1374.0|0|1.0|0|0.0|100
0|2021-11-15|50.0|0|1724.0|0|1.0|0|0.0|100
0|2021-11-16|50.0|0|1306.0|0|1.0|0|0.0|100
0|2021-11-17|53.0|0|1811.0|0|1.0|0|0.0|100
0|2021-11-18|53.0|0|1132.0|0|1.0|0|0.0|100
0|2021-11-19|50.0|0|1822.0|0|1.0|0|0.0|100
0|2021-11-20|50.0|0|1688.0|0|1.0|0|0.0|100
0|2021-11-21|50.0|0|1631.0|0|1.0|0|0.0|100
0|2021-11-22|50.0|0|1901.0|0|1.0|0|0.0|100
0|2021-11-23|50.0|0|1496.0|0|1.0|0|0.0|100
0|2021-11-24|51.0|0|1921.0|0|1.0|0|0.0|100
0|2021-11-25|51.0|0|1759.0|0|1.0|0|0.0|100
0|2021-11-26|51.0|0|1717.0|0|1.0|0|0.0|100
0|2021-11-27|51.0|0|1717.0|0|1.0|0|0.0|100
0|2021-11-28|51.0|0|1517.0|0|1.0|0|0.0|100
0|2021-11-29|51.0|0|1929.0|0|1.0|0|0.0|100
0|2021-11-30|51.0|0|1482.0|0|1.0|0|0.0|100
0|2021-12-01|64.0|0|2130.0|0|1.0|0|0.0|100
0|2021-12-02|64.0|0|1316.0|0|1.0|0|0.0|100
0|2021-12-03|53.0|0|2091.0|0|1.0|0|0.0|100
0|2021-12-04|53.0|0|2091.0|0|1.0|0|0.0|100
0|2021-12-05|53.0|0|1749.0|0|1.0|0|0.0|100
0|2021-12-06|52.0|0|2131.0|0|1.0|0|0.0|100
0|2021-12-07|52.0|0|1734.0|0|1.0|0|0.0|100
0|2021-12-08|53.0|0|2213.0|0|1.0|0|0.0|100
0|2021-12-09|53.0|0|1613.0|0|1.0|0|0.0|100
0|2021-12-10|52.0|0|2128.0|0|1.0|0|0.0|100
0|2021-12-11|52.0|0|2128.0|0|1.0|0|0.0|100
0|2021-12-12|52.0|0|1900.0|0|1.0|0|0.0|100
0|2021-12-13|61.0|0|2207.0|0|1.0|0|0.0|100
0|2021-12-14|61.0|0|1881.0|0|1.0|0|0.0|100
0|2021-12-15|56.0|0|2340.0|0|1.0|0|0.0|100
0|2021-12-16|56.0|0|1782.0|0|1.0|0|0.0|100
0|2021-12-17|54.0|0|2293.0|0|1.0|0|0.0|100
0|2021-12-18|54.0|0|2293.0|0|1.0|0|0.0|100
0|2021-12-19|54.0|0|2079.0|0|1.0|0|0.0|100
0|2021-12-20|54.0|0|2348.0|0|1.0|0|0.0|100
0|2021-12-21|54.0|0|2279.0|0|1.0|0|0.0|100
0|2021-12-22|54.0|0|2428.0|0|1.0|0|0.0|100
0|2021-12-23|54.0|0|2260.0|0|1.0|0|0.0|100
0|2021-12-24|54.0|0|2148.0|0|1.0|0|0.0|100
0|2021-12-25|54.0|0|2148.0|0|1.0|0|0.0|100
0|2021-12-26|54.0|0|1999.0|0|1.0|0|0.0|100
0|2021-12-27|54.0|0|2577.0|0|1.0|0|0.0|100
0|2021-12-28|54.0|0|2456.0|0|1.0|0|0.0|100
0|2021-12-29|54.0|0|2767.0|0|1.0|0|0.0|100
0|2021-12-30|54.0|0|1728.0|0|1.0|0|0.0|100
0|2021-12-31|54.0|0|1554.0|0|1.0|0|0.0|100
0|2022-01-01|54.0|0|1554.0|0|1.0|0|0.0|100
0|2022-01-02|54.0|0|1160.0|0|1.0|0|0.0|100
0|2022-01-03|54.0|0|2872.0|0|1.0|0|0.0|100
0|2022-01-04|54.0|0|1833.0|0|1.0|0|0.0|100
0|2022-01-05|8.0|0|3216.0|0|0.0|0|0.0|100
0|2022-01-06|8.0|0|1768.0|0|0.0|0|0.0|100
0|2022-01-07|3.0|0|3439.0|0|0.0|0|0.0|100
0|2022-01-08|3.0|0|3439.0|0|0.0|0|0.0|100
0|2022-01-09|3.0|0|3011.0|0|0.0|0|0.0|100
0|2022-01-10|30.0|0|3880.0|0|0.0|0|0.0|100
0|2022-01-11|30.0|0|3061.0|0|0.0|0|0.0|100
0|2022-01-12|6.0|0|4158.0|0|0.0|0|0.0|100
0|2022-01-13|6.0|0|3276.0|0|0.0|0|0.0|100
0|2022-01-14|8.0|0|4626.0|0|0.0|0|0.0|100
0|2022-01-15|8.0|0|4626.0|0|0.0|0|0.0|100
0|2022-01-16|8.0|0|3935.0|0|0.0|0|0.0|100
0|2022-01-17|8.0|0|0.0|100|0.0|0|0.0|100
