|dates|Cherokee_SouthCarolina_UnitedStates.BLS_EmployedPopulation.data|Cherokee_SouthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Cherokee_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Cherokee_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Cherokee_SouthCarolina_UnitedStates.BLS_UnemploymentRate.data|Cherokee_SouthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Cherokee_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Cherokee_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
0|2021-10-18|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
0|2021-10-19|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
0|2021-10-20|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
0|2021-10-21|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
0|2021-10-22|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
0|2021-10-23|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
0|2021-10-24|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
0|2021-10-25|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
0|2021-10-26|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
0|2021-10-27|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
0|2021-10-28|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
0|2021-10-29|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
0|2021-10-30|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
0|2021-10-31|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
0|2021-11-01|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
0|2021-11-02|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
0|2021-11-03|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
0|2021-11-04|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
0|2021-11-05|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
0|2021-11-06|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
0|2021-11-07|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
0|2021-11-08|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
0|2021-11-09|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
0|2021-11-10|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
0|2021-11-11|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
0|2021-11-12|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
0|2021-11-13|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
0|2021-11-14|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
0|2021-11-15|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
0|2021-11-16|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
0|2021-11-17|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
0|2021-11-18|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
0|2021-11-19|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
0|2021-11-20|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
0|2021-11-21|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
0|2021-11-22|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
0|2021-11-23|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
0|2021-11-24|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
0|2021-11-25|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
0|2021-11-26|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
0|2021-11-27|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
0|2021-11-28|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
0|2021-11-29|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
0|2021-11-30|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
0|2021-12-01|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
0|2021-12-02|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
0|2021-12-03|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
0|2021-12-04|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
0|2021-12-05|22632.0|0|1155.0|0|4.855593391348215|0|23787.0|0
