|dates|Hartford_Connecticut_UnitedStates.BLS_EmployedPopulation.data|Hartford_Connecticut_UnitedStates.BLS_EmployedPopulation.missing|Hartford_Connecticut_UnitedStates.BLS_UnemployedPopulation.data|Hartford_Connecticut_UnitedStates.BLS_UnemployedPopulation.missing|Hartford_Connecticut_UnitedStates.BLS_UnemploymentRate.data|Hartford_Connecticut_UnitedStates.BLS_UnemploymentRate.missing|Hartford_Connecticut_UnitedStates.BLS_LaborForcePopulation.data|Hartford_Connecticut_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-10-18|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-10-19|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-10-20|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-10-21|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-10-22|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-10-23|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-10-24|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-10-25|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-10-26|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-10-27|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-10-28|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-10-29|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-10-30|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-10-31|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-11-01|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-11-02|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-11-03|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-11-04|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-11-05|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-11-06|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-11-07|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-11-08|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-11-09|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-11-10|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-11-11|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-11-12|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-11-13|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-11-14|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-11-15|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-11-16|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-11-17|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-11-18|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-11-19|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-11-20|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-11-21|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-11-22|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-11-23|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-11-24|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-11-25|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-11-26|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-11-27|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-11-28|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-11-29|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-11-30|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-12-01|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-12-02|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-12-03|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-12-04|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-12-05|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-12-06|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-12-07|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-12-08|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-12-09|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-12-10|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-12-11|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-12-12|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-12-13|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-12-14|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-12-15|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
0|2021-12-16|411848.0|0|28073.0|0|6.381373019246637|0|439921.0|0
