|dates|Seneca_NewYork_UnitedStates.JHU_ConfirmedCases.data|Seneca_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Seneca_NewYork_UnitedStates.NYT_ConfirmedCases.data|Seneca_NewYork_UnitedStates.NYT_ConfirmedCases.missing|Seneca_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Seneca_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Seneca_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Seneca_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-28|3200.0|0|3200.0|0|67.0|0|0.0|100
0|2021-11-29|3223.0|0|3223.0|0|67.0|0|0.0|100
0|2021-11-30|3245.0|0|3245.0|0|67.0|0|0.0|100
0|2021-12-01|3293.0|0|3293.0|0|68.0|0|0.0|100
0|2021-12-02|3311.0|0|3311.0|0|68.0|0|0.0|100
0|2021-12-03|3311.0|0|3360.0|0|68.0|0|0.0|100
0|2021-12-04|3400.0|0|3400.0|0|69.0|0|0.0|100
0|2021-12-05|3415.0|0|3415.0|0|70.0|0|0.0|100
0|2021-12-06|3429.0|0|3429.0|0|70.0|0|0.0|100
0|2021-12-07|3456.0|0|3456.0|0|70.0|0|0.0|100
0|2021-12-08|3468.0|0|3468.0|0|70.0|0|0.0|100
0|2021-12-09|3500.0|0|3500.0|0|70.0|0|0.0|100
0|2021-12-10|3514.0|0|3514.0|0|71.0|0|0.0|100
0|2021-12-11|3547.0|0|3547.0|0|71.0|0|0.0|100
0|2021-12-12|3563.0|0|3563.0|0|71.0|0|0.0|100
0|2021-12-13|3580.0|0|3580.0|0|72.0|0|0.0|100
0|2021-12-14|3580.0|0|3587.0|0|72.0|0|0.0|100
0|2021-12-15|3615.0|0|3615.0|0|73.0|0|0.0|100
0|2021-12-16|3640.0|0|3640.0|0|73.0|0|0.0|100
0|2021-12-17|3661.0|0|3661.0|0|73.0|0|0.0|100
0|2021-12-18|3697.0|0|3697.0|0|73.0|0|0.0|100
0|2021-12-19|3718.0|0|3718.0|0|73.0|0|0.0|100
0|2021-12-20|3731.0|0|3731.0|0|74.0|0|0.0|100
0|2021-12-21|3750.0|0|3750.0|0|74.0|0|0.0|100
0|2021-12-22|3773.0|0|3773.0|0|75.0|0|0.0|100
0|2021-12-23|3786.0|0|3786.0|0|75.0|0|0.0|100
0|2021-12-24|3804.0|0|3804.0|0|76.0|0|0.0|100
0|2021-12-25|3804.0|0|3804.0|0|76.0|0|0.0|100
0|2021-12-26|3812.0|0|3812.0|0|77.0|0|0.0|100
0|2021-12-27|3815.0|0|3815.0|0|77.0|0|0.0|100
0|2021-12-28|3819.0|0|3819.0|0|78.0|0|0.0|100
0|2021-12-29|3881.0|0|3881.0|0|79.0|0|0.0|100
0|2021-12-30|3917.0|0|3917.0|0|79.0|0|0.0|100
0|2021-12-31|3959.0|0|3959.0|0|80.0|0|0.0|100
0|2022-01-01|3959.0|0|4011.0|0|80.0|0|0.0|100
0|2022-01-02|3959.0|0|4049.0|0|81.0|0|0.0|100
0|2022-01-03|4078.0|0|4078.0|0|81.0|0|0.0|100
0|2022-01-04|4111.0|0|4111.0|0|81.0|0|0.0|100
0|2022-01-05|4157.0|0|4157.0|0|81.0|0|0.0|100
0|2022-01-06|4211.0|0|4211.0|0|82.0|0|0.0|100
0|2022-01-07|4254.0|0|4254.0|0|82.0|0|0.0|100
0|2022-01-08|4334.0|0|4334.0|0|82.0|0|0.0|100
0|2022-01-09|4393.0|0|4393.0|0|82.0|0|0.0|100
0|2022-01-10|4438.0|0|4438.0|0|83.0|0|0.0|100
0|2022-01-11|4473.0|0|4473.0|0|83.0|0|0.0|100
0|2022-01-12|4548.0|0|4548.0|0|84.0|0|0.0|100
0|2022-01-13|4548.0|0|4629.0|0|84.0|0|0.0|100
0|2022-01-14|4705.0|0|4705.0|0|84.0|0|0.0|100
0|2022-01-15|4775.0|0|4775.0|0|85.0|0|0.0|100
0|2022-01-16|4845.0|0|4845.0|0|85.0|0|0.0|100
0|2022-01-17|4883.0|0|0.0|100|85.0|0|0.0|100
