|dates|Blaine_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Blaine_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Blaine_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|Blaine_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|Blaine_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Blaine_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Blaine_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Blaine_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-06|1722.0|0|1722.0|0|32.0|0|0.0|100
0|2022-01-07|1722.0|0|1722.0|0|32.0|0|0.0|100
0|2022-01-08|1722.0|0|1722.0|0|32.0|0|0.0|100
0|2022-01-09|1722.0|0|1722.0|0|32.0|0|0.0|100
0|2022-01-10|1722.0|0|1722.0|0|32.0|0|0.0|100
0|2022-01-11|1722.0|0|1722.0|0|32.0|0|0.0|100
0|2022-01-12|1813.0|0|1813.0|0|32.0|0|0.0|100
0|2022-01-13|1813.0|0|1813.0|0|32.0|0|0.0|100
0|2022-01-14|1813.0|0|1813.0|0|32.0|0|0.0|100
0|2022-01-15|1813.0|0|1813.0|0|32.0|0|0.0|100
0|2022-01-16|1813.0|0|1813.0|0|32.0|0|0.0|100
0|2022-01-17|1813.0|0|0.0|100|32.0|0|0.0|100
