|dates|Blaine_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Blaine_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Blaine_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|Blaine_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|Blaine_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Blaine_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Blaine_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Blaine_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1477.0|0|1477.0|0|26.0|0|0.0|100
0|2021-10-18|1477.0|0|1477.0|0|26.0|0|0.0|100
0|2021-10-19|1477.0|0|1477.0|0|26.0|0|0.0|100
0|2021-10-20|1492.0|0|1492.0|0|27.0|0|0.0|100
0|2021-10-21|1492.0|0|1492.0|0|27.0|0|0.0|100
0|2021-10-22|1492.0|0|1492.0|0|27.0|0|0.0|100
0|2021-10-23|1492.0|0|1492.0|0|27.0|0|0.0|100
0|2021-10-24|1492.0|0|1492.0|0|27.0|0|0.0|100
0|2021-10-25|1492.0|0|1492.0|0|27.0|0|0.0|100
0|2021-10-26|1492.0|0|1492.0|0|27.0|0|0.0|100
0|2021-10-27|1504.0|0|1504.0|0|28.0|0|0.0|100
0|2021-10-28|1504.0|0|1504.0|0|28.0|0|0.0|100
0|2021-10-29|1504.0|0|1504.0|0|28.0|0|0.0|100
0|2021-10-30|1504.0|0|1504.0|0|28.0|0|0.0|100
0|2021-10-31|1504.0|0|1504.0|0|28.0|0|0.0|100
0|2021-11-01|1504.0|0|1504.0|0|28.0|0|0.0|100
0|2021-11-02|1504.0|0|1504.0|0|28.0|0|0.0|100
0|2021-11-03|1516.0|0|1516.0|0|30.0|0|0.0|100
0|2021-11-04|1516.0|0|1516.0|0|30.0|0|0.0|100
0|2021-11-05|1516.0|0|1516.0|0|30.0|0|0.0|100
0|2021-11-06|1516.0|0|1516.0|0|30.0|0|0.0|100
0|2021-11-07|1516.0|0|1516.0|0|30.0|0|0.0|100
0|2021-11-08|1516.0|0|1516.0|0|30.0|0|0.0|100
0|2021-11-09|1516.0|0|1516.0|0|30.0|0|0.0|100
0|2021-11-10|1516.0|0|1548.0|0|30.0|0|0.0|100
0|2021-11-11|1516.0|0|1548.0|0|30.0|0|0.0|100
0|2021-11-12|1548.0|0|1548.0|0|30.0|0|0.0|100
0|2021-11-13|1548.0|0|1548.0|0|30.0|0|0.0|100
0|2021-11-14|1548.0|0|1548.0|0|30.0|0|0.0|100
0|2021-11-15|1548.0|0|1548.0|0|30.0|0|0.0|100
0|2021-11-16|1548.0|0|1548.0|0|30.0|0|0.0|100
0|2021-11-17|1573.0|0|1573.0|0|30.0|0|0.0|100
0|2021-11-18|1573.0|0|1573.0|0|30.0|0|0.0|100
0|2021-11-19|1573.0|0|1573.0|0|30.0|0|0.0|100
0|2021-11-20|1573.0|0|1573.0|0|30.0|0|0.0|100
0|2021-11-21|1573.0|0|1573.0|0|30.0|0|0.0|100
0|2021-11-22|1573.0|0|1573.0|0|30.0|0|0.0|100
0|2021-11-23|1573.0|0|1573.0|0|30.0|0|0.0|100
0|2021-11-24|1596.0|0|1596.0|0|30.0|0|0.0|100
0|2021-11-25|1596.0|0|1596.0|0|30.0|0|0.0|100
0|2021-11-26|1596.0|0|1596.0|0|30.0|0|0.0|100
0|2021-11-27|1596.0|0|1596.0|0|30.0|0|0.0|100
0|2021-11-28|1596.0|0|1596.0|0|30.0|0|0.0|100
0|2021-11-29|1596.0|0|1596.0|0|30.0|0|0.0|100
0|2021-11-30|1596.0|0|1596.0|0|30.0|0|0.0|100
0|2021-12-01|1616.0|0|1616.0|0|30.0|0|0.0|100
0|2021-12-02|1616.0|0|1616.0|0|30.0|0|0.0|100
0|2021-12-03|1616.0|0|1616.0|0|30.0|0|0.0|100
0|2021-12-04|1616.0|0|1616.0|0|30.0|0|0.0|100
0|2021-12-05|1616.0|0|1616.0|0|30.0|0|0.0|100
0|2021-12-06|1616.0|0|1616.0|0|30.0|0|0.0|100
0|2021-12-07|1616.0|0|1616.0|0|30.0|0|0.0|100
0|2021-12-08|1645.0|0|1645.0|0|30.0|0|0.0|100
0|2021-12-09|1645.0|0|1645.0|0|30.0|0|0.0|100
0|2021-12-10|1645.0|0|1645.0|0|30.0|0|0.0|100
0|2021-12-11|1645.0|0|1645.0|0|30.0|0|0.0|100
0|2021-12-12|1645.0|0|1645.0|0|30.0|0|0.0|100
0|2021-12-13|1645.0|0|1645.0|0|30.0|0|0.0|100
0|2021-12-14|1645.0|0|1645.0|0|30.0|0|0.0|100
0|2021-12-15|1668.0|0|1668.0|0|30.0|0|0.0|100
0|2021-12-16|1668.0|0|1668.0|0|30.0|0|0.0|100
0|2021-12-17|1668.0|0|1668.0|0|30.0|0|0.0|100
0|2021-12-18|1668.0|0|1668.0|0|30.0|0|0.0|100
0|2021-12-19|1668.0|0|1668.0|0|30.0|0|0.0|100
0|2021-12-20|1668.0|0|1668.0|0|30.0|0|0.0|100
0|2021-12-21|1668.0|0|1668.0|0|30.0|0|0.0|100
0|2021-12-22|1692.0|0|1692.0|0|30.0|0|0.0|100
0|2021-12-23|1692.0|0|1692.0|0|32.0|0|0.0|100
0|2021-12-24|1692.0|0|1692.0|0|32.0|0|0.0|100
0|2021-12-25|1692.0|0|1692.0|0|32.0|0|0.0|100
0|2021-12-26|1692.0|0|1692.0|0|32.0|0|0.0|100
0|2021-12-27|1692.0|0|1692.0|0|32.0|0|0.0|100
0|2021-12-28|1692.0|0|1692.0|0|32.0|0|0.0|100
0|2021-12-29|1702.0|0|1702.0|0|32.0|0|0.0|100
0|2021-12-30|1702.0|0|1702.0|0|32.0|0|0.0|100
0|2021-12-31|1702.0|0|1702.0|0|32.0|0|0.0|100
0|2022-01-01|1702.0|0|1702.0|0|32.0|0|0.0|100
0|2022-01-02|1702.0|0|1702.0|0|32.0|0|0.0|100
0|2022-01-03|1702.0|0|1702.0|0|32.0|0|0.0|100
0|2022-01-04|1702.0|0|1702.0|0|32.0|0|0.0|100
0|2022-01-05|1722.0|0|1722.0|0|32.0|0|0.0|100
