|dates|Moore_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Moore_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Moore_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Moore_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Moore_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Moore_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Moore_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Moore_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1424.0|0|1424.0|0|21.0|0|0.0|100
0|2021-10-18|1425.0|0|1425.0|0|21.0|0|0.0|100
0|2021-10-19|1427.0|0|1427.0|0|22.0|0|0.0|100
0|2021-10-20|1427.0|0|1427.0|0|22.0|0|0.0|100
0|2021-10-21|1429.0|0|1429.0|0|22.0|0|0.0|100
0|2021-10-22|1429.0|0|1429.0|0|22.0|0|0.0|100
0|2021-10-23|1429.0|0|1429.0|0|22.0|0|0.0|100
0|2021-10-24|1429.0|0|1429.0|0|22.0|0|0.0|100
0|2021-10-25|1429.0|0|1429.0|0|22.0|0|0.0|100
0|2021-10-26|1431.0|0|1431.0|0|22.0|0|0.0|100
0|2021-10-27|1432.0|0|1432.0|0|22.0|0|0.0|100
0|2021-10-28|1435.0|0|1435.0|0|22.0|0|0.0|100
0|2021-10-29|1435.0|0|1435.0|0|22.0|0|0.0|100
0|2021-10-30|1435.0|0|1435.0|0|22.0|0|0.0|100
0|2021-10-31|1435.0|0|1435.0|0|22.0|0|0.0|100
0|2021-11-01|1435.0|0|1435.0|0|22.0|0|0.0|100
0|2021-11-02|1436.0|0|1436.0|0|22.0|0|0.0|100
0|2021-11-03|1436.0|0|1436.0|0|22.0|0|0.0|100
0|2021-11-04|1438.0|0|1438.0|0|22.0|0|0.0|100
0|2021-11-05|1438.0|0|1438.0|0|22.0|0|0.0|100
0|2021-11-06|1438.0|0|1438.0|0|22.0|0|0.0|100
0|2021-11-07|1438.0|0|1438.0|0|22.0|0|0.0|100
0|2021-11-08|1438.0|0|1438.0|0|22.0|0|0.0|100
0|2021-11-09|1438.0|0|1438.0|0|22.0|0|0.0|100
0|2021-11-10|1439.0|0|1439.0|0|22.0|0|0.0|100
0|2021-11-11|1439.0|0|1439.0|0|22.0|0|0.0|100
0|2021-11-12|1441.0|0|1441.0|0|22.0|0|0.0|100
0|2021-11-13|1441.0|0|1441.0|0|22.0|0|0.0|100
0|2021-11-14|1441.0|0|1441.0|0|22.0|0|0.0|100
0|2021-11-15|1445.0|0|1445.0|0|22.0|0|0.0|100
0|2021-11-16|1445.0|0|1445.0|0|22.0|0|0.0|100
0|2021-11-17|1447.0|0|1447.0|0|23.0|0|0.0|100
0|2021-11-18|1450.0|0|1450.0|0|23.0|0|0.0|100
0|2021-11-19|1450.0|0|1450.0|0|24.0|0|0.0|100
0|2021-11-20|1450.0|0|1450.0|0|24.0|0|0.0|100
0|2021-11-21|1450.0|0|1450.0|0|24.0|0|0.0|100
0|2021-11-22|1455.0|0|1455.0|0|24.0|0|0.0|100
0|2021-11-23|1456.0|0|1456.0|0|24.0|0|0.0|100
0|2021-11-24|1459.0|0|1459.0|0|24.0|0|0.0|100
0|2021-11-25|1459.0|0|1459.0|0|24.0|0|0.0|100
0|2021-11-26|1459.0|0|1459.0|0|24.0|0|0.0|100
0|2021-11-27|1459.0|0|1459.0|0|24.0|0|0.0|100
0|2021-11-28|1459.0|0|1459.0|0|24.0|0|0.0|100
0|2021-11-29|1463.0|0|1463.0|0|24.0|0|0.0|100
0|2021-11-30|1464.0|0|1464.0|0|24.0|0|0.0|100
0|2021-12-01|1464.0|0|1464.0|0|25.0|0|0.0|100
0|2021-12-02|1463.0|0|1463.0|0|25.0|0|0.0|100
0|2021-12-03|1465.0|0|1465.0|0|25.0|0|0.0|100
0|2021-12-04|1465.0|0|1465.0|0|25.0|0|0.0|100
0|2021-12-05|1465.0|0|1465.0|0|25.0|0|0.0|100
0|2021-12-06|1467.0|0|1467.0|0|25.0|0|0.0|100
0|2021-12-07|1468.0|0|1468.0|0|25.0|0|0.0|100
0|2021-12-08|1471.0|0|1471.0|0|25.0|0|0.0|100
0|2021-12-09|1471.0|0|1471.0|0|25.0|0|0.0|100
0|2021-12-10|1474.0|0|1474.0|0|25.0|0|0.0|100
0|2021-12-11|1474.0|0|1474.0|0|25.0|0|0.0|100
0|2021-12-12|1474.0|0|1474.0|0|25.0|0|0.0|100
0|2021-12-13|1477.0|0|1477.0|0|25.0|0|0.0|100
0|2021-12-14|1477.0|0|1480.0|0|25.0|0|0.0|100
0|2021-12-15|1482.0|0|1482.0|0|25.0|0|0.0|100
0|2021-12-16|1483.0|0|1483.0|0|25.0|0|0.0|100
0|2021-12-17|1483.0|0|1483.0|0|26.0|0|0.0|100
0|2021-12-18|1483.0|0|1483.0|0|26.0|0|0.0|100
0|2021-12-19|1483.0|0|1483.0|0|26.0|0|0.0|100
0|2021-12-20|1489.0|0|1489.0|0|26.0|0|0.0|100
0|2021-12-21|1489.0|0|1489.0|0|27.0|0|0.0|100
0|2021-12-22|1494.0|0|1494.0|0|27.0|0|0.0|100
0|2021-12-23|1496.0|0|1496.0|0|27.0|0|0.0|100
0|2021-12-24|1496.0|0|1496.0|0|30.0|0|0.0|100
0|2021-12-25|1496.0|0|1496.0|0|30.0|0|0.0|100
0|2021-12-26|1496.0|0|1496.0|0|30.0|0|0.0|100
0|2021-12-27|1504.0|0|1504.0|0|30.0|0|0.0|100
0|2021-12-28|1508.0|0|1508.0|0|30.0|0|0.0|100
0|2021-12-29|1517.0|0|1517.0|0|30.0|0|0.0|100
0|2021-12-30|1524.0|0|1524.0|0|31.0|0|0.0|100
0|2021-12-31|1524.0|0|1524.0|0|31.0|0|0.0|100
0|2022-01-01|1524.0|0|1524.0|0|31.0|0|0.0|100
0|2022-01-02|1524.0|0|1524.0|0|31.0|0|0.0|100
0|2022-01-03|1557.0|0|1557.0|0|32.0|0|0.0|100
0|2022-01-04|1561.0|0|1561.0|0|32.0|0|0.0|100
0|2022-01-05|1561.0|0|1561.0|0|32.0|0|0.0|100
0|2022-01-06|1561.0|0|1561.0|0|32.0|0|0.0|100
0|2022-01-07|1561.0|0|1561.0|0|32.0|0|0.0|100
0|2022-01-08|1561.0|0|1561.0|0|32.0|0|0.0|100
0|2022-01-09|1561.0|0|1561.0|0|32.0|0|0.0|100
0|2022-01-10|1561.0|0|1561.0|0|32.0|0|0.0|100
0|2022-01-11|1561.0|0|1561.0|0|32.0|0|0.0|100
0|2022-01-12|1625.0|0|1625.0|0|32.0|0|0.0|100
0|2022-01-13|1625.0|0|1625.0|0|32.0|0|0.0|100
0|2022-01-14|1625.0|0|1625.0|0|32.0|0|0.0|100
0|2022-01-15|1625.0|0|1625.0|0|32.0|0|0.0|100
0|2022-01-16|1625.0|0|1625.0|0|32.0|0|0.0|100
0|2022-01-17|1625.0|0|0.0|100|32.0|0|0.0|100
