|dates|Anasco_PuertoRico_UnitedStates.BLS_EmployedPopulation.data|Anasco_PuertoRico_UnitedStates.BLS_EmployedPopulation.missing|Anasco_PuertoRico_UnitedStates.BLS_UnemployedPopulation.data|Anasco_PuertoRico_UnitedStates.BLS_UnemployedPopulation.missing|Anasco_PuertoRico_UnitedStates.BLS_UnemploymentRate.data|Anasco_PuertoRico_UnitedStates.BLS_UnemploymentRate.missing|Anasco_PuertoRico_UnitedStates.BLS_LaborForcePopulation.data|Anasco_PuertoRico_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|7603.5|0|856.5|0|10.124113475177305|0|8460.0|0
0|2020-01-02|7603.5|0|856.5|0|10.124113475177305|0|8460.0|0
0|2020-01-03|7603.5|0|856.5|0|10.124113475177305|0|8460.0|0
0|2020-01-04|7603.5|0|856.5|0|10.124113475177305|0|8460.0|0
0|2020-01-05|7603.5|0|856.5|0|10.124113475177305|0|8460.0|0
0|2020-01-06|7603.5|0|856.5|0|10.124113475177305|0|8460.0|0
0|2020-01-07|7603.5|0|856.5|0|10.124113475177305|0|8460.0|0
0|2020-01-08|7603.5|0|856.5|0|10.124113475177305|0|8460.0|0
0|2020-01-09|7603.5|0|856.5|0|10.124113475177305|0|8460.0|0
0|2020-01-10|7603.5|0|856.5|0|10.124113475177305|0|8460.0|0
0|2020-01-11|7603.5|0|856.5|0|10.124113475177305|0|8460.0|0
0|2020-01-12|7603.5|0|856.5|0|10.124113475177305|0|8460.0|0
0|2020-01-13|7603.5|0|856.5|0|10.124113475177305|0|8460.0|0
0|2020-01-14|7603.5|0|856.5|0|10.124113475177305|0|8460.0|0
0|2020-01-15|7603.5|0|856.5|0|10.124113475177305|0|8460.0|0
0|2020-01-16|7603.5|0|856.5|0|10.124113475177305|0|8460.0|0
0|2020-01-17|7603.5|0|856.5|0|10.124113475177305|0|8460.0|0
0|2020-01-18|7603.5|0|856.5|0|10.124113475177305|0|8460.0|0
0|2020-01-19|7603.5|0|856.5|0|10.124113475177305|0|8460.0|0
0|2020-01-20|7603.5|0|856.5|0|10.124113475177305|0|8460.0|0
0|2020-01-21|7603.5|0|856.5|0|10.124113475177305|0|8460.0|0
0|2020-01-22|7603.5|0|856.5|0|10.124113475177305|0|8460.0|0
0|2020-01-23|7603.5|0|856.5|0|10.124113475177305|0|8460.0|0
0|2020-01-24|7603.5|0|856.5|0|10.124113475177305|0|8460.0|0
0|2020-01-25|7603.5|0|856.5|0|10.124113475177305|0|8460.0|0
0|2020-01-26|7603.5|0|856.5|0|10.124113475177305|0|8460.0|0
0|2020-01-27|7603.5|0|856.5|0|10.124113475177305|0|8460.0|0
0|2020-01-28|7603.5|0|856.5|0|10.124113475177305|0|8460.0|0
0|2020-01-29|7603.5|0|856.5|0|10.124113475177305|0|8460.0|0
0|2020-01-30|7603.5|0|856.5|0|10.124113475177305|0|8460.0|0
0|2020-01-31|7603.5|0|856.5|0|10.124113475177305|0|8460.0|0
