|dates|Licking_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Licking_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Licking_Ohio_UnitedStates.Male_Total_Population.data|Licking_Ohio_UnitedStates.Male_Total_Population.missing|Licking_Ohio_UnitedStates.Female_Total_Population.data|Licking_Ohio_UnitedStates.Female_Total_Population.missing|Licking_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Licking_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-28|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2021-11-29|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2021-11-30|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2021-12-01|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2021-12-02|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2021-12-03|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2021-12-04|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2021-12-05|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2021-12-06|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2021-12-07|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2021-12-08|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2021-12-09|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2021-12-10|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2021-12-11|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2021-12-12|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2021-12-13|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2021-12-14|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2021-12-15|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2021-12-16|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2021-12-17|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2021-12-18|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2021-12-19|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2021-12-20|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2021-12-21|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2021-12-22|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2021-12-23|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2021-12-24|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2021-12-25|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2021-12-26|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2021-12-27|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2021-12-28|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2021-12-29|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2021-12-30|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2021-12-31|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2022-01-01|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2022-01-02|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2022-01-03|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2022-01-04|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2022-01-05|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2022-01-06|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2022-01-07|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2022-01-08|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2022-01-09|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2022-01-10|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2022-01-11|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2022-01-12|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2022-01-13|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2022-01-14|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2022-01-15|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2022-01-16|28906.0|0|86261.0|0|89508.0|0|40733.0|0
0|2022-01-17|28906.0|0|86261.0|0|89508.0|0|40733.0|0
