|dates|Camuy_PuertoRico_UnitedStates.BLS_EmployedPopulation.data|Camuy_PuertoRico_UnitedStates.BLS_EmployedPopulation.missing|Camuy_PuertoRico_UnitedStates.BLS_UnemployedPopulation.data|Camuy_PuertoRico_UnitedStates.BLS_UnemployedPopulation.missing|Camuy_PuertoRico_UnitedStates.BLS_UnemploymentRate.data|Camuy_PuertoRico_UnitedStates.BLS_UnemploymentRate.missing|Camuy_PuertoRico_UnitedStates.BLS_LaborForcePopulation.data|Camuy_PuertoRico_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|8190.5|0|969.0|0|10.579180086249249|0|9159.5|0
0|2020-01-02|8190.5|0|969.0|0|10.579180086249249|0|9159.5|0
0|2020-01-03|8190.5|0|969.0|0|10.579180086249249|0|9159.5|0
0|2020-01-04|8190.5|0|969.0|0|10.579180086249249|0|9159.5|0
0|2020-01-05|8190.5|0|969.0|0|10.579180086249249|0|9159.5|0
0|2020-01-06|8190.5|0|969.0|0|10.579180086249249|0|9159.5|0
0|2020-01-07|8190.5|0|969.0|0|10.579180086249249|0|9159.5|0
0|2020-01-08|8190.5|0|969.0|0|10.579180086249249|0|9159.5|0
0|2020-01-09|8190.5|0|969.0|0|10.579180086249249|0|9159.5|0
0|2020-01-10|8190.5|0|969.0|0|10.579180086249249|0|9159.5|0
0|2020-01-11|8190.5|0|969.0|0|10.579180086249249|0|9159.5|0
0|2020-01-12|8190.5|0|969.0|0|10.579180086249249|0|9159.5|0
0|2020-01-13|8190.5|0|969.0|0|10.579180086249249|0|9159.5|0
0|2020-01-14|8190.5|0|969.0|0|10.579180086249249|0|9159.5|0
0|2020-01-15|8190.5|0|969.0|0|10.579180086249249|0|9159.5|0
0|2020-01-16|8190.5|0|969.0|0|10.579180086249249|0|9159.5|0
0|2020-01-17|8190.5|0|969.0|0|10.579180086249249|0|9159.5|0
0|2020-01-18|8190.5|0|969.0|0|10.579180086249249|0|9159.5|0
0|2020-01-19|8190.5|0|969.0|0|10.579180086249249|0|9159.5|0
0|2020-01-20|8190.5|0|969.0|0|10.579180086249249|0|9159.5|0
0|2020-01-21|8190.5|0|969.0|0|10.579180086249249|0|9159.5|0
0|2020-01-22|8190.5|0|969.0|0|10.579180086249249|0|9159.5|0
0|2020-01-23|8190.5|0|969.0|0|10.579180086249249|0|9159.5|0
0|2020-01-24|8190.5|0|969.0|0|10.579180086249249|0|9159.5|0
0|2020-01-25|8190.5|0|969.0|0|10.579180086249249|0|9159.5|0
0|2020-01-26|8190.5|0|969.0|0|10.579180086249249|0|9159.5|0
0|2020-01-27|8190.5|0|969.0|0|10.579180086249249|0|9159.5|0
0|2020-01-28|8190.5|0|969.0|0|10.579180086249249|0|9159.5|0
0|2020-01-29|8190.5|0|969.0|0|10.579180086249249|0|9159.5|0
0|2020-01-30|8190.5|0|969.0|0|10.579180086249249|0|9159.5|0
0|2020-01-31|8190.5|0|969.0|0|10.579180086249249|0|9159.5|0
0|2020-02-01|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-02-02|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-02-03|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-02-04|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-02-05|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-02-06|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-02-07|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-02-08|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-02-09|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-02-10|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-02-11|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-02-12|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-02-13|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-02-14|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-02-15|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-02-16|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-02-17|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-02-18|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-02-19|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-02-20|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-02-21|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-02-22|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-02-23|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-02-24|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-02-25|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-02-26|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-02-27|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-02-28|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-02-29|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-03-01|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-03-02|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-03-03|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-03-04|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-03-05|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-03-06|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-03-07|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-03-08|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-03-09|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-03-10|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-03-11|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-03-12|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-03-13|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-03-14|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-03-15|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-03-16|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-03-17|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-03-18|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-03-19|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-03-20|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-03-21|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-03-22|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-03-23|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-03-24|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
0|2020-03-25|8386.5|0|748.0|0|8.188735015600198|0|9134.5|0
