|dates|Johnson_Kansas_UnitedStates.BLS_EmployedPopulation.data|Johnson_Kansas_UnitedStates.BLS_EmployedPopulation.missing|Johnson_Kansas_UnitedStates.BLS_UnemployedPopulation.data|Johnson_Kansas_UnitedStates.BLS_UnemployedPopulation.missing|Johnson_Kansas_UnitedStates.BLS_UnemploymentRate.data|Johnson_Kansas_UnitedStates.BLS_UnemploymentRate.missing|Johnson_Kansas_UnitedStates.BLS_LaborForcePopulation.data|Johnson_Kansas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
0|2021-10-18|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
0|2021-10-19|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
0|2021-10-20|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
0|2021-10-21|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
0|2021-10-22|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
0|2021-10-23|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
0|2021-10-24|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
0|2021-10-25|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
0|2021-10-26|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
0|2021-10-27|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
0|2021-10-28|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
0|2021-10-29|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
0|2021-10-30|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
0|2021-10-31|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
0|2021-11-01|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
0|2021-11-02|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
0|2021-11-03|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
0|2021-11-04|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
0|2021-11-05|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
0|2021-11-06|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
0|2021-11-07|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
0|2021-11-08|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
0|2021-11-09|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
0|2021-11-10|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
0|2021-11-11|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
0|2021-11-12|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
0|2021-11-13|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
0|2021-11-14|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
0|2021-11-15|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
0|2021-11-16|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
0|2021-11-17|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
0|2021-11-18|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
0|2021-11-19|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
0|2021-11-20|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
0|2021-11-21|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
0|2021-11-22|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
0|2021-11-23|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
0|2021-11-24|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
0|2021-11-25|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
0|2021-11-26|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
0|2021-11-27|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
0|2021-11-28|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
0|2021-11-29|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
0|2021-11-30|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
0|2021-12-01|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
0|2021-12-02|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
0|2021-12-03|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
0|2021-12-04|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
0|2021-12-05|337961.0|0|10601.0|0|3.0413527579024677|0|348562.0|0
