|dates|Riley_Kansas_UnitedStates.JHU_ConfirmedCases.data|Riley_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Riley_Kansas_UnitedStates.NYT_ConfirmedCases.data|Riley_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Riley_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Riley_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Riley_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Riley_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|7920.0|0|7920.0|0|59.0|0|0.0|100
0|2021-10-18|7920.0|0|7920.0|0|59.0|0|0.0|100
0|2021-10-19|7994.0|0|7994.0|0|59.0|0|0.0|100
0|2021-10-20|7994.0|0|7994.0|0|59.0|0|0.0|100
0|2021-10-21|8059.0|0|8059.0|0|59.0|0|0.0|100
0|2021-10-22|8059.0|0|8059.0|0|59.0|0|0.0|100
0|2021-10-23|8059.0|0|8059.0|0|59.0|0|0.0|100
0|2021-10-24|8059.0|0|8059.0|0|59.0|0|0.0|100
0|2021-10-25|8059.0|0|8059.0|0|59.0|0|0.0|100
0|2021-10-26|8059.0|0|8059.0|0|59.0|0|0.0|100
0|2021-10-27|8097.0|0|8097.0|0|59.0|0|0.0|100
0|2021-10-28|8097.0|0|8097.0|0|59.0|0|0.0|100
0|2021-10-29|8097.0|0|8097.0|0|59.0|0|0.0|100
0|2021-10-30|8097.0|0|8097.0|0|59.0|0|0.0|100
0|2021-10-31|8097.0|0|8097.0|0|59.0|0|0.0|100
0|2021-11-01|8097.0|0|8097.0|0|59.0|0|0.0|100
0|2021-11-02|8097.0|0|8097.0|0|59.0|0|0.0|100
0|2021-11-03|8138.0|0|8138.0|0|60.0|0|0.0|100
0|2021-11-04|8138.0|0|8138.0|0|60.0|0|0.0|100
0|2021-11-05|8138.0|0|8138.0|0|60.0|0|0.0|100
0|2021-11-06|8138.0|0|8138.0|0|60.0|0|0.0|100
0|2021-11-07|8138.0|0|8138.0|0|60.0|0|0.0|100
0|2021-11-08|8138.0|0|8138.0|0|60.0|0|0.0|100
0|2021-11-09|8138.0|0|8138.0|0|60.0|0|0.0|100
0|2021-11-10|8138.0|0|8138.0|0|60.0|0|0.0|100
0|2021-11-11|8138.0|0|8138.0|0|60.0|0|0.0|100
0|2021-11-12|8258.0|0|8258.0|0|62.0|0|0.0|100
0|2021-11-13|8258.0|0|8258.0|0|62.0|0|0.0|100
0|2021-11-14|8258.0|0|8258.0|0|62.0|0|0.0|100
0|2021-11-15|8258.0|0|8258.0|0|62.0|0|0.0|100
0|2021-11-16|8258.0|0|8258.0|0|62.0|0|0.0|100
0|2021-11-17|8258.0|0|8258.0|0|62.0|0|0.0|100
0|2021-11-18|8374.0|0|8374.0|0|64.0|0|0.0|100
0|2021-11-19|8374.0|0|8374.0|0|64.0|0|0.0|100
0|2021-11-20|8374.0|0|8374.0|0|64.0|0|0.0|100
0|2021-11-21|8374.0|0|8374.0|0|64.0|0|0.0|100
0|2021-11-22|8374.0|0|8374.0|0|64.0|0|0.0|100
0|2021-11-23|8374.0|0|8374.0|0|64.0|0|0.0|100
0|2021-11-24|8428.0|0|8428.0|0|64.0|0|0.0|100
0|2021-11-25|8428.0|0|8428.0|0|64.0|0|0.0|100
0|2021-11-26|8428.0|0|8428.0|0|64.0|0|0.0|100
