|dates|Tensas_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Tensas_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Tensas_Louisiana_UnitedStates.NYT_ConfirmedCases.data|Tensas_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|Tensas_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Tensas_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Tensas_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Tensas_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-06|564.0|0|564.0|0|10.0|0|0.0|100
0|2021-12-07|564.0|0|564.0|0|10.0|0|0.0|100
0|2021-12-08|564.0|0|564.0|0|10.0|0|0.0|100
0|2021-12-09|564.0|0|564.0|0|10.0|0|0.0|100
0|2021-12-10|564.0|0|564.0|0|10.0|0|0.0|100
0|2021-12-11|564.0|0|564.0|0|10.0|0|0.0|100
0|2021-12-12|564.0|0|564.0|0|10.0|0|0.0|100
0|2021-12-13|564.0|0|564.0|0|10.0|0|0.0|100
0|2021-12-14|564.0|0|565.0|0|10.0|0|0.0|100
0|2021-12-15|565.0|0|565.0|0|10.0|0|0.0|100
0|2021-12-16|565.0|0|565.0|0|10.0|0|0.0|100
0|2021-12-17|565.0|0|565.0|0|10.0|0|0.0|100
0|2021-12-18|565.0|0|565.0|0|10.0|0|0.0|100
0|2021-12-19|565.0|0|565.0|0|10.0|0|0.0|100
0|2021-12-20|565.0|0|565.0|0|10.0|0|0.0|100
0|2021-12-21|567.0|0|567.0|0|10.0|0|0.0|100
0|2021-12-22|568.0|0|568.0|0|10.0|0|0.0|100
0|2021-12-23|571.0|0|571.0|0|10.0|0|0.0|100
0|2021-12-24|571.0|0|571.0|0|10.0|0|0.0|100
0|2021-12-25|571.0|0|571.0|0|10.0|0|0.0|100
0|2021-12-26|571.0|0|571.0|0|10.0|0|0.0|100
0|2021-12-27|572.0|0|572.0|0|10.0|0|0.0|100
0|2021-12-28|572.0|0|572.0|0|10.0|0|0.0|100
0|2021-12-29|586.0|0|586.0|0|10.0|0|0.0|100
0|2021-12-30|594.0|0|594.0|0|10.0|0|0.0|100
0|2021-12-31|594.0|0|594.0|0|10.0|0|0.0|100
0|2022-01-01|594.0|0|594.0|0|10.0|0|0.0|100
0|2022-01-02|594.0|0|594.0|0|10.0|0|0.0|100
0|2022-01-03|604.0|0|604.0|0|10.0|0|0.0|100
0|2022-01-04|611.0|0|611.0|0|10.0|0|0.0|100
0|2022-01-05|630.0|0|630.0|0|10.0|0|0.0|100
0|2022-01-06|657.0|0|657.0|0|10.0|0|0.0|100
0|2022-01-07|668.0|0|668.0|0|10.0|0|0.0|100
0|2022-01-08|668.0|0|668.0|0|10.0|0|0.0|100
0|2022-01-09|668.0|0|668.0|0|10.0|0|0.0|100
0|2022-01-10|673.0|0|673.0|0|10.0|0|0.0|100
0|2022-01-11|685.0|0|685.0|0|10.0|0|0.0|100
0|2022-01-12|685.0|0|685.0|0|10.0|0|0.0|100
0|2022-01-13|685.0|0|685.0|0|10.0|0|0.0|100
0|2022-01-14|685.0|0|756.0|0|10.0|0|0.0|100
0|2022-01-15|756.0|0|756.0|0|10.0|0|0.0|100
0|2022-01-16|756.0|0|756.0|0|10.0|0|0.0|100
0|2022-01-17|756.0|0|0.0|100|10.0|0|0.0|100
