|dates|Scott_Illinois_UnitedStates.JHU_ConfirmedCases.data|Scott_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Scott_Illinois_UnitedStates.NYT_ConfirmedCases.data|Scott_Illinois_UnitedStates.NYT_ConfirmedCases.missing|Scott_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Scott_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Scott_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Scott_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|711.0|0|711.0|0|6.0|0|0.0|100
0|2021-10-18|713.0|0|713.0|0|6.0|0|0.0|100
0|2021-10-19|713.0|0|713.0|0|6.0|0|0.0|100
0|2021-10-20|713.0|0|713.0|0|6.0|0|0.0|100
0|2021-10-21|712.0|0|712.0|0|6.0|0|0.0|100
0|2021-10-22|712.0|0|712.0|0|6.0|0|0.0|100
0|2021-10-23|712.0|0|712.0|0|6.0|0|0.0|100
0|2021-10-24|712.0|0|712.0|0|6.0|0|0.0|100
0|2021-10-25|714.0|0|714.0|0|6.0|0|0.0|100
0|2021-10-26|714.0|0|714.0|0|6.0|0|0.0|100
0|2021-10-27|714.0|0|714.0|0|6.0|0|0.0|100
0|2021-10-28|714.0|0|714.0|0|6.0|0|0.0|100
0|2021-10-29|717.0|0|717.0|0|6.0|0|0.0|100
0|2021-10-30|717.0|0|717.0|0|6.0|0|0.0|100
0|2021-10-31|717.0|0|717.0|0|6.0|0|0.0|100
0|2021-11-01|718.0|0|718.0|0|7.0|0|0.0|100
0|2021-11-02|718.0|0|718.0|0|7.0|0|0.0|100
0|2021-11-03|718.0|0|718.0|0|7.0|0|0.0|100
0|2021-11-04|718.0|0|718.0|0|7.0|0|0.0|100
0|2021-11-05|718.0|0|718.0|0|7.0|0|0.0|100
0|2021-11-06|718.0|0|718.0|0|7.0|0|0.0|100
0|2021-11-07|718.0|0|718.0|0|7.0|0|0.0|100
0|2021-11-08|719.0|0|719.0|0|7.0|0|0.0|100
0|2021-11-09|718.0|0|718.0|0|7.0|0|0.0|100
0|2021-11-10|718.0|0|718.0|0|7.0|0|0.0|100
0|2021-11-11|718.0|0|718.0|0|7.0|0|0.0|100
0|2021-11-12|721.0|0|721.0|0|7.0|0|0.0|100
0|2021-11-13|721.0|0|721.0|0|7.0|0|0.0|100
0|2021-11-14|721.0|0|721.0|0|7.0|0|0.0|100
0|2021-11-15|721.0|0|721.0|0|7.0|0|0.0|100
0|2021-11-16|722.0|0|722.0|0|7.0|0|0.0|100
0|2021-11-17|722.0|0|722.0|0|7.0|0|0.0|100
0|2021-11-18|722.0|0|722.0|0|7.0|0|0.0|100
0|2021-11-19|722.0|0|722.0|0|7.0|0|0.0|100
0|2021-11-20|722.0|0|722.0|0|7.0|0|0.0|100
0|2021-11-21|722.0|0|722.0|0|7.0|0|0.0|100
0|2021-11-22|726.0|0|726.0|0|7.0|0|0.0|100
0|2021-11-23|727.0|0|727.0|0|7.0|0|0.0|100
0|2021-11-24|733.0|0|733.0|0|7.0|0|0.0|100
0|2021-11-25|733.0|0|733.0|0|7.0|0|0.0|100
0|2021-11-26|733.0|0|733.0|0|7.0|0|0.0|100
0|2021-11-27|733.0|0|733.0|0|7.0|0|0.0|100
0|2021-11-28|733.0|0|733.0|0|7.0|0|0.0|100
0|2021-11-29|745.0|0|745.0|0|7.0|0|0.0|100
0|2021-11-30|752.0|0|752.0|0|7.0|0|0.0|100
0|2021-12-01|757.0|0|757.0|0|7.0|0|0.0|100
0|2021-12-02|757.0|0|770.0|0|7.0|0|0.0|100
0|2021-12-03|777.0|0|777.0|0|7.0|0|0.0|100
0|2021-12-04|777.0|0|777.0|0|7.0|0|0.0|100
0|2021-12-05|777.0|0|777.0|0|7.0|0|0.0|100
0|2021-12-06|784.0|0|784.0|0|7.0|0|0.0|100
0|2021-12-07|790.0|0|790.0|0|7.0|0|0.0|100
0|2021-12-08|794.0|0|794.0|0|7.0|0|0.0|100
0|2021-12-09|800.0|0|800.0|0|7.0|0|0.0|100
0|2021-12-10|802.0|0|802.0|0|7.0|0|0.0|100
0|2021-12-11|802.0|0|802.0|0|7.0|0|0.0|100
0|2021-12-12|802.0|0|802.0|0|7.0|0|0.0|100
0|2021-12-13|810.0|0|810.0|0|7.0|0|0.0|100
0|2021-12-14|810.0|0|818.0|0|7.0|0|0.0|100
0|2021-12-15|822.0|0|822.0|0|7.0|0|0.0|100
0|2021-12-16|831.0|0|831.0|0|7.0|0|0.0|100
0|2021-12-17|833.0|0|833.0|0|7.0|0|0.0|100
0|2021-12-18|833.0|0|833.0|0|7.0|0|0.0|100
0|2021-12-19|833.0|0|833.0|0|7.0|0|0.0|100
0|2021-12-20|843.0|0|843.0|0|7.0|0|0.0|100
0|2021-12-21|849.0|0|849.0|0|7.0|0|0.0|100
0|2021-12-22|853.0|0|853.0|0|7.0|0|0.0|100
0|2021-12-23|856.0|0|856.0|0|7.0|0|0.0|100
0|2021-12-24|856.0|0|856.0|0|7.0|0|0.0|100
0|2021-12-25|856.0|0|856.0|0|7.0|0|0.0|100
0|2021-12-26|856.0|0|856.0|0|7.0|0|0.0|100
0|2021-12-27|873.0|0|873.0|0|7.0|0|0.0|100
0|2021-12-28|888.0|0|888.0|0|7.0|0|0.0|100
0|2021-12-29|895.0|0|895.0|0|7.0|0|0.0|100
0|2021-12-30|911.0|0|911.0|0|8.0|0|0.0|100
0|2021-12-31|911.0|0|911.0|0|8.0|0|0.0|100
0|2022-01-01|911.0|0|911.0|0|8.0|0|0.0|100
0|2022-01-02|911.0|0|911.0|0|8.0|0|0.0|100
0|2022-01-03|930.0|0|930.0|0|9.0|0|0.0|100
0|2022-01-04|946.0|0|946.0|0|9.0|0|0.0|100
0|2022-01-05|957.0|0|957.0|0|9.0|0|0.0|100
0|2022-01-06|979.0|0|979.0|0|9.0|0|0.0|100
0|2022-01-07|992.0|0|992.0|0|9.0|0|0.0|100
0|2022-01-08|992.0|0|992.0|0|9.0|0|0.0|100
0|2022-01-09|992.0|0|992.0|0|9.0|0|0.0|100
0|2022-01-10|1015.0|0|1015.0|0|9.0|0|0.0|100
0|2022-01-11|1039.0|0|1039.0|0|9.0|0|0.0|100
0|2022-01-12|1049.0|0|1049.0|0|9.0|0|0.0|100
0|2022-01-13|1049.0|0|1075.0|0|9.0|0|0.0|100
0|2022-01-14|1086.0|0|1086.0|0|9.0|0|0.0|100
0|2022-01-15|1086.0|0|1086.0|0|9.0|0|0.0|100
0|2022-01-16|1086.0|0|1086.0|0|9.0|0|0.0|100
0|2022-01-17|1086.0|0|0.0|100|9.0|0|0.0|100
