|dates|Horry_SouthCarolina_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.data|Horry_SouthCarolina_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.missing|Horry_SouthCarolina_UnitedStates.NYT_ConfirmedDeaths.data|Horry_SouthCarolina_UnitedStates.NYT_ConfirmedDeaths.missing|Horry_SouthCarolina_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.data|Horry_SouthCarolina_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.missing|Horry_SouthCarolina_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.data|Horry_SouthCarolina_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.missing
0|2021-10-17|0.0|100|851.0|0|0.0|100|0.0|100
0|2021-10-18|0.0|100|857.0|0|0.0|100|0.0|100
0|2021-10-19|0.0|100|858.0|0|0.0|100|0.0|100
0|2021-10-20|0.0|100|862.0|0|0.0|100|0.0|100
0|2021-10-21|0.0|100|866.0|0|0.0|100|0.0|100
0|2021-10-22|0.0|100|867.0|0|0.0|100|0.0|100
0|2021-10-23|0.0|100|867.0|0|0.0|100|0.0|100
0|2021-10-24|0.0|100|867.0|0|0.0|100|0.0|100
0|2021-10-25|0.0|100|870.0|0|0.0|100|0.0|100
0|2021-10-26|0.0|100|871.0|0|0.0|100|0.0|100
0|2021-10-27|0.0|100|874.0|0|0.0|100|0.0|100
0|2021-10-28|0.0|100|878.0|0|0.0|100|0.0|100
0|2021-10-29|0.0|100|879.0|0|0.0|100|0.0|100
0|2021-10-30|0.0|100|879.0|0|0.0|100|0.0|100
0|2021-10-31|0.0|100|879.0|0|0.0|100|0.0|100
0|2021-11-01|0.0|100|880.0|0|0.0|100|0.0|100
0|2021-11-02|0.0|100|880.0|0|0.0|100|0.0|100
0|2021-11-03|0.0|100|882.0|0|0.0|100|0.0|100
0|2021-11-04|0.0|100|884.0|0|0.0|100|0.0|100
0|2021-11-05|0.0|100|886.0|0|0.0|100|0.0|100
0|2021-11-06|0.0|100|886.0|0|0.0|100|0.0|100
0|2021-11-07|0.0|100|886.0|0|0.0|100|0.0|100
0|2021-11-08|0.0|100|887.0|0|0.0|100|0.0|100
0|2021-11-09|0.0|100|887.0|0|0.0|100|0.0|100
0|2021-11-10|0.0|100|893.0|0|0.0|100|0.0|100
0|2021-11-11|0.0|100|893.0|0|0.0|100|0.0|100
0|2021-11-12|0.0|100|893.0|0|0.0|100|0.0|100
0|2021-11-13|0.0|100|893.0|0|0.0|100|0.0|100
0|2021-11-14|0.0|100|893.0|0|0.0|100|0.0|100
0|2021-11-15|0.0|100|897.0|0|0.0|100|0.0|100
0|2021-11-16|0.0|100|898.0|0|0.0|100|0.0|100
0|2021-11-17|0.0|100|898.0|0|0.0|100|0.0|100
0|2021-11-18|0.0|100|898.0|0|0.0|100|0.0|100
0|2021-11-19|0.0|100|900.0|0|0.0|100|0.0|100
0|2021-11-20|0.0|100|900.0|0|0.0|100|0.0|100
0|2021-11-21|0.0|100|900.0|0|0.0|100|0.0|100
0|2021-11-22|0.0|100|900.0|0|0.0|100|0.0|100
0|2021-11-23|0.0|100|900.0|0|0.0|100|0.0|100
0|2021-11-24|0.0|100|902.0|0|0.0|100|0.0|100
0|2021-11-25|0.0|100|902.0|0|0.0|100|0.0|100
0|2021-11-26|0.0|100|903.0|0|0.0|100|0.0|100
0|2021-11-27|0.0|100|903.0|0|0.0|100|0.0|100
0|2021-11-28|0.0|100|903.0|0|0.0|100|0.0|100
