|dates|Logan_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|Logan_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|Logan_NorthDakota_UnitedStates.NYT_ConfirmedCases.data|Logan_NorthDakota_UnitedStates.NYT_ConfirmedCases.missing|Logan_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Logan_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Logan_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Logan_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-12|330.0|0|330.0|0|11.0|0|0.0|100
0|2021-11-13|330.0|0|330.0|0|11.0|0|0.0|100
0|2021-11-14|331.0|0|331.0|0|11.0|0|0.0|100
0|2021-11-15|331.0|0|331.0|0|11.0|0|0.0|100
0|2021-11-16|331.0|0|331.0|0|11.0|0|0.0|100
0|2021-11-17|334.0|0|334.0|0|11.0|0|0.0|100
0|2021-11-18|334.0|0|334.0|0|11.0|0|0.0|100
0|2021-11-19|337.0|0|337.0|0|11.0|0|0.0|100
0|2021-11-20|337.0|0|337.0|0|11.0|0|0.0|100
0|2021-11-21|337.0|0|337.0|0|11.0|0|0.0|100
0|2021-11-22|337.0|0|337.0|0|11.0|0|0.0|100
0|2021-11-23|337.0|0|337.0|0|11.0|0|0.0|100
0|2021-11-24|337.0|0|337.0|0|11.0|0|0.0|100
0|2021-11-25|337.0|0|337.0|0|11.0|0|0.0|100
0|2021-11-26|337.0|0|337.0|0|11.0|0|0.0|100
0|2021-11-27|337.0|0|337.0|0|11.0|0|0.0|100
0|2021-11-28|337.0|0|337.0|0|11.0|0|0.0|100
0|2021-11-29|337.0|0|337.0|0|11.0|0|0.0|100
0|2021-11-30|340.0|0|340.0|0|11.0|0|0.0|100
0|2021-12-01|341.0|0|341.0|0|11.0|0|0.0|100
0|2021-12-02|342.0|0|342.0|0|11.0|0|0.0|100
0|2021-12-03|341.0|0|341.0|0|11.0|0|0.0|100
0|2021-12-04|341.0|0|341.0|0|11.0|0|0.0|100
0|2021-12-05|341.0|0|341.0|0|11.0|0|0.0|100
0|2021-12-06|341.0|0|341.0|0|11.0|0|0.0|100
0|2021-12-07|341.0|0|341.0|0|11.0|0|0.0|100
0|2021-12-08|341.0|0|341.0|0|11.0|0|0.0|100
0|2021-12-09|343.0|0|343.0|0|11.0|0|0.0|100
0|2021-12-10|342.0|0|342.0|0|11.0|0|0.0|100
0|2021-12-11|343.0|0|343.0|0|11.0|0|0.0|100
0|2021-12-12|343.0|0|343.0|0|11.0|0|0.0|100
0|2021-12-13|343.0|0|343.0|0|11.0|0|0.0|100
0|2021-12-14|343.0|0|343.0|0|11.0|0|0.0|100
0|2021-12-15|343.0|0|343.0|0|11.0|0|0.0|100
0|2021-12-16|344.0|0|344.0|0|11.0|0|0.0|100
0|2021-12-17|346.0|0|346.0|0|11.0|0|0.0|100
0|2021-12-18|346.0|0|346.0|0|11.0|0|0.0|100
0|2021-12-19|347.0|0|347.0|0|11.0|0|0.0|100
0|2021-12-20|347.0|0|347.0|0|11.0|0|0.0|100
0|2021-12-21|347.0|0|347.0|0|11.0|0|0.0|100
0|2021-12-22|347.0|0|347.0|0|11.0|0|0.0|100
0|2021-12-23|350.0|0|350.0|0|11.0|0|0.0|100
0|2021-12-24|351.0|0|351.0|0|11.0|0|0.0|100
0|2021-12-25|351.0|0|351.0|0|11.0|0|0.0|100
0|2021-12-26|351.0|0|351.0|0|11.0|0|0.0|100
0|2021-12-27|351.0|0|351.0|0|11.0|0|0.0|100
0|2021-12-28|352.0|0|352.0|0|11.0|0|0.0|100
0|2021-12-29|352.0|0|352.0|0|11.0|0|0.0|100
0|2021-12-30|352.0|0|352.0|0|11.0|0|0.0|100
0|2021-12-31|353.0|0|353.0|0|11.0|0|0.0|100
0|2022-01-01|355.0|0|355.0|0|11.0|0|0.0|100
0|2022-01-02|355.0|0|355.0|0|11.0|0|0.0|100
0|2022-01-03|355.0|0|355.0|0|11.0|0|0.0|100
0|2022-01-04|356.0|0|356.0|0|11.0|0|0.0|100
0|2022-01-05|358.0|0|358.0|0|11.0|0|0.0|100
0|2022-01-06|361.0|0|361.0|0|11.0|0|0.0|100
0|2022-01-07|361.0|0|361.0|0|11.0|0|0.0|100
0|2022-01-08|363.0|0|363.0|0|11.0|0|0.0|100
0|2022-01-09|363.0|0|363.0|0|11.0|0|0.0|100
0|2022-01-10|365.0|0|365.0|0|11.0|0|0.0|100
0|2022-01-11|367.0|0|367.0|0|11.0|0|0.0|100
0|2022-01-12|368.0|0|368.0|0|11.0|0|0.0|100
0|2022-01-13|368.0|0|370.0|0|11.0|0|0.0|100
0|2022-01-14|371.0|0|371.0|0|11.0|0|0.0|100
0|2022-01-15|374.0|0|374.0|0|11.0|0|0.0|100
0|2022-01-16|376.0|0|376.0|0|11.0|0|0.0|100
0|2022-01-17|379.0|0|0.0|100|11.0|0|0.0|100
