|dates|Bay_Michigan_UnitedStates.JHU_ConfirmedCases.data|Bay_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Bay_Michigan_UnitedStates.NYT_ConfirmedCases.data|Bay_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Bay_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Bay_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Bay_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Bay_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|14201.0|0|14201.0|0|379.0|0|0.0|100
0|2021-10-18|14351.0|0|14351.0|0|380.0|0|0.0|100
0|2021-10-19|14351.0|0|14351.0|0|380.0|0|0.0|100
0|2021-10-20|14494.0|0|14494.0|0|385.0|0|0.0|100
0|2021-10-21|14494.0|0|14494.0|0|385.0|0|0.0|100
0|2021-10-22|14638.0|0|14638.0|0|387.0|0|0.0|100
0|2021-10-23|14638.0|0|14638.0|0|387.0|0|0.0|100
0|2021-10-24|14638.0|0|14638.0|0|387.0|0|0.0|100
0|2021-10-25|14764.0|0|14764.0|0|387.0|0|0.0|100
0|2021-10-26|14764.0|0|14764.0|0|387.0|0|0.0|100
0|2021-10-27|14910.0|0|14910.0|0|389.0|0|0.0|100
0|2021-10-28|14910.0|0|14910.0|0|389.0|0|0.0|100
0|2021-10-29|15044.0|0|15044.0|0|391.0|0|0.0|100
0|2021-10-30|15044.0|0|15044.0|0|391.0|0|0.0|100
0|2021-10-31|15044.0|0|15044.0|0|391.0|0|0.0|100
0|2021-11-01|15179.0|0|15179.0|0|391.0|0|0.0|100
0|2021-11-02|15179.0|0|15179.0|0|391.0|0|0.0|100
0|2021-11-03|15340.0|0|15340.0|0|393.0|0|0.0|100
0|2021-11-04|15340.0|0|15340.0|0|393.0|0|0.0|100
0|2021-11-05|15489.0|0|15489.0|0|397.0|0|0.0|100
0|2021-11-06|15489.0|0|15489.0|0|397.0|0|0.0|100
0|2021-11-07|15489.0|0|15489.0|0|397.0|0|0.0|100
0|2021-11-08|15601.0|0|15601.0|0|399.0|0|0.0|100
0|2021-11-09|15601.0|0|15601.0|0|399.0|0|0.0|100
0|2021-11-10|15656.0|0|15656.0|0|404.0|0|0.0|100
0|2021-11-11|15656.0|0|15656.0|0|404.0|0|0.0|100
0|2021-11-12|15870.0|0|15870.0|0|407.0|0|0.0|100
0|2021-11-13|15870.0|0|15870.0|0|407.0|0|0.0|100
0|2021-11-14|15870.0|0|15870.0|0|407.0|0|0.0|100
0|2021-11-15|16138.0|0|16138.0|0|411.0|0|0.0|100
0|2021-11-16|16138.0|0|16138.0|0|411.0|0|0.0|100
0|2021-11-17|16298.0|0|16298.0|0|413.0|0|0.0|100
0|2021-11-18|16298.0|0|16298.0|0|413.0|0|0.0|100
0|2021-11-19|16543.0|0|16543.0|0|415.0|0|0.0|100
0|2021-11-20|16543.0|0|16543.0|0|415.0|0|0.0|100
0|2021-11-21|16543.0|0|16543.0|0|415.0|0|0.0|100
0|2021-11-22|16724.0|0|16724.0|0|418.0|0|0.0|100
0|2021-11-23|16724.0|0|16724.0|0|418.0|0|0.0|100
0|2021-11-24|16906.0|0|16906.0|0|423.0|0|0.0|100
0|2021-11-25|16906.0|0|16906.0|0|423.0|0|0.0|100
0|2021-11-26|16906.0|0|16906.0|0|423.0|0|0.0|100
0|2021-11-27|16906.0|0|16906.0|0|423.0|0|0.0|100
0|2021-11-28|16906.0|0|16906.0|0|423.0|0|0.0|100
0|2021-11-29|17224.0|0|17224.0|0|426.0|0|0.0|100
