|dates|Macon_Georgia_UnitedStates.JHU_ConfirmedCases.data|Macon_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Macon_Georgia_UnitedStates.NYT_ConfirmedCases.data|Macon_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Macon_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Macon_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Macon_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Macon_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1314.0|0|1317.0|0|40.0|0|0.0|100
0|2021-10-18|1314.0|0|1317.0|0|40.0|0|0.0|100
0|2021-10-19|1315.0|0|1318.0|0|41.0|0|0.0|100
0|2021-10-20|1315.0|0|1318.0|0|42.0|0|0.0|100
0|2021-10-21|1315.0|0|1318.0|0|42.0|0|0.0|100
0|2021-10-22|1317.0|0|1320.0|0|42.0|0|0.0|100
0|2021-10-23|1317.0|0|1320.0|0|42.0|0|0.0|100
0|2021-10-24|1317.0|0|1320.0|0|42.0|0|0.0|100
0|2021-10-25|1320.0|0|1324.0|0|42.0|0|0.0|100
0|2021-10-26|1320.0|0|1324.0|0|42.0|0|0.0|100
0|2021-10-27|1321.0|0|1325.0|0|43.0|0|0.0|100
0|2021-10-28|1321.0|0|1325.0|0|43.0|0|0.0|100
0|2021-10-29|1321.0|0|1325.0|0|43.0|0|0.0|100
0|2021-10-30|1321.0|0|1325.0|0|43.0|0|0.0|100
0|2021-10-31|1321.0|0|1325.0|0|43.0|0|0.0|100
0|2021-11-01|1324.0|0|1328.0|0|43.0|0|0.0|100
0|2021-11-02|1325.0|0|1329.0|0|43.0|0|0.0|100
0|2021-11-03|1328.0|0|1332.0|0|43.0|0|0.0|100
0|2021-11-04|1332.0|0|1336.0|0|43.0|0|0.0|100
0|2021-11-05|1334.0|0|1338.0|0|43.0|0|0.0|100
0|2021-11-06|1334.0|0|1338.0|0|43.0|0|0.0|100
0|2021-11-07|1334.0|0|1338.0|0|43.0|0|0.0|100
0|2021-11-08|1334.0|0|1338.0|0|43.0|0|0.0|100
0|2021-11-09|1335.0|0|1339.0|0|43.0|0|0.0|100
0|2021-11-10|1335.0|0|1339.0|0|43.0|0|0.0|100
0|2021-11-11|1335.0|0|1339.0|0|44.0|0|0.0|100
0|2021-11-12|1336.0|0|1340.0|0|44.0|0|0.0|100
0|2021-11-13|1336.0|0|1340.0|0|44.0|0|0.0|100
0|2021-11-14|1336.0|0|1340.0|0|44.0|0|0.0|100
0|2021-11-15|1336.0|0|1340.0|0|44.0|0|0.0|100
0|2021-11-16|1338.0|0|1342.0|0|44.0|0|0.0|100
0|2021-11-17|1338.0|0|1342.0|0|44.0|0|0.0|100
0|2021-11-18|1337.0|0|1341.0|0|44.0|0|0.0|100
0|2021-11-19|1337.0|0|1341.0|0|44.0|0|0.0|100
0|2021-11-20|1337.0|0|1341.0|0|44.0|0|0.0|100
0|2021-11-21|1337.0|0|1341.0|0|44.0|0|0.0|100
0|2021-11-22|1338.0|0|1343.0|0|45.0|0|0.0|100
0|2021-11-23|1338.0|0|1343.0|0|45.0|0|0.0|100
0|2021-11-24|1344.0|0|1349.0|0|45.0|0|0.0|100
0|2021-11-25|1344.0|0|1349.0|0|45.0|0|0.0|100
0|2021-11-26|1344.0|0|1349.0|0|45.0|0|0.0|100
0|2021-11-27|1344.0|0|1349.0|0|45.0|0|0.0|100
0|2021-11-28|1344.0|0|1349.0|0|45.0|0|0.0|100
0|2021-11-29|1344.0|0|1349.0|0|45.0|0|0.0|100
0|2021-11-30|1346.0|0|1351.0|0|45.0|0|0.0|100
0|2021-12-01|1346.0|0|1351.0|0|45.0|0|0.0|100
0|2021-12-02|1346.0|0|1351.0|0|45.0|0|0.0|100
0|2021-12-03|1346.0|0|1351.0|0|45.0|0|0.0|100
0|2021-12-04|1346.0|0|1351.0|0|45.0|0|0.0|100
0|2021-12-05|1346.0|0|1351.0|0|45.0|0|0.0|100
0|2021-12-06|1347.0|0|1353.0|0|45.0|0|0.0|100
0|2021-12-07|1348.0|0|1354.0|0|45.0|0|0.0|100
0|2021-12-08|1350.0|0|1356.0|0|45.0|0|0.0|100
0|2021-12-09|1350.0|0|1356.0|0|45.0|0|0.0|100
0|2021-12-10|1350.0|0|1356.0|0|45.0|0|0.0|100
0|2021-12-11|1350.0|0|1356.0|0|45.0|0|0.0|100
0|2021-12-12|1350.0|0|1356.0|0|45.0|0|0.0|100
0|2021-12-13|1353.0|0|1359.0|0|45.0|0|0.0|100
0|2021-12-14|1353.0|0|1361.0|0|45.0|0|0.0|100
0|2021-12-15|1356.0|0|1362.0|0|46.0|0|0.0|100
0|2021-12-16|1356.0|0|1362.0|0|46.0|0|0.0|100
0|2021-12-17|1356.0|0|1362.0|0|46.0|0|0.0|100
0|2021-12-18|1356.0|0|1362.0|0|46.0|0|0.0|100
0|2021-12-19|1356.0|0|1362.0|0|46.0|0|0.0|100
0|2021-12-20|1360.0|0|1365.0|0|46.0|0|0.0|100
0|2021-12-21|1360.0|0|1365.0|0|46.0|0|0.0|100
0|2021-12-22|1361.0|0|1366.0|0|46.0|0|0.0|100
0|2021-12-23|1363.0|0|1368.0|0|46.0|0|0.0|100
0|2021-12-24|1365.0|0|1370.0|0|46.0|0|0.0|100
0|2021-12-25|1365.0|0|1370.0|0|46.0|0|0.0|100
0|2021-12-26|1365.0|0|1370.0|0|46.0|0|0.0|100
0|2021-12-27|1371.0|0|1376.0|0|46.0|0|0.0|100
0|2021-12-28|1380.0|0|1385.0|0|46.0|0|0.0|100
0|2021-12-29|1410.0|0|1415.0|0|46.0|0|0.0|100
0|2021-12-30|1446.0|0|1451.0|0|46.0|0|0.0|100
0|2021-12-31|1488.0|0|1493.0|0|46.0|0|0.0|100
0|2022-01-01|1488.0|0|1493.0|0|46.0|0|0.0|100
0|2022-01-02|1488.0|0|1493.0|0|46.0|0|0.0|100
0|2022-01-03|1488.0|0|1493.0|0|46.0|0|0.0|100
0|2022-01-04|1554.0|0|1559.0|0|46.0|0|0.0|100
0|2022-01-05|1585.0|0|1590.0|0|46.0|0|0.0|100
0|2022-01-06|1585.0|0|1590.0|0|46.0|0|0.0|100
0|2022-01-07|1585.0|0|1590.0|0|46.0|0|0.0|100
0|2022-01-08|1585.0|0|1590.0|0|46.0|0|0.0|100
0|2022-01-09|1585.0|0|1590.0|0|46.0|0|0.0|100
0|2022-01-10|1693.0|0|1699.0|0|46.0|0|0.0|100
0|2022-01-11|1722.0|0|1728.0|0|46.0|0|0.0|100
0|2022-01-12|1744.0|0|1750.0|0|46.0|0|0.0|100
0|2022-01-13|1744.0|0|1763.0|0|46.0|0|0.0|100
0|2022-01-14|1775.0|0|1781.0|0|46.0|0|0.0|100
0|2022-01-15|1775.0|0|1781.0|0|46.0|0|0.0|100
0|2022-01-16|1775.0|0|1781.0|0|46.0|0|0.0|100
0|2022-01-17|1806.0|0|0.0|100|46.0|0|0.0|100
