|dates|Lee_Florida_UnitedStates.JHU_ConfirmedCases.data|Lee_Florida_UnitedStates.JHU_ConfirmedCases.missing|Lee_Florida_UnitedStates.NYT_ConfirmedCases.data|Lee_Florida_UnitedStates.NYT_ConfirmedCases.missing|Lee_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Lee_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Lee_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Lee_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|126320.0|0|123984.0|0|1009.0|0|0.0|100
0|2021-10-18|126320.0|0|123984.0|0|1009.0|0|0.0|100
0|2021-10-19|126320.0|0|123984.0|0|1009.0|0|0.0|100
0|2021-10-20|126320.0|0|123984.0|0|1009.0|0|0.0|100
0|2021-10-21|126320.0|0|123984.0|0|1009.0|0|0.0|100
0|2021-10-22|126751.0|0|124415.0|0|1009.0|0|0.0|100
0|2021-10-23|126751.0|0|124415.0|0|1009.0|0|0.0|100
0|2021-10-24|126751.0|0|124415.0|0|1009.0|0|0.0|100
0|2021-10-25|126751.0|0|124415.0|0|1009.0|0|0.0|100
0|2021-10-26|126751.0|0|124415.0|0|1009.0|0|0.0|100
0|2021-10-27|126751.0|0|124415.0|0|1009.0|0|0.0|100
0|2021-10-28|126751.0|0|124415.0|0|1009.0|0|0.0|100
0|2021-10-29|127297.0|0|124961.0|0|1009.0|0|0.0|100
0|2021-10-30|127297.0|0|124961.0|0|1009.0|0|0.0|100
0|2021-10-31|127297.0|0|124961.0|0|1009.0|0|0.0|100
0|2021-11-01|127297.0|0|124961.0|0|1009.0|0|0.0|100
0|2021-11-02|127297.0|0|124961.0|0|1009.0|0|0.0|100
0|2021-11-03|127297.0|0|124961.0|0|1009.0|0|0.0|100
0|2021-11-04|127297.0|0|124961.0|0|1009.0|0|0.0|100
0|2021-11-05|127606.0|0|125270.0|0|1009.0|0|0.0|100
0|2021-11-06|127606.0|0|125270.0|0|1009.0|0|0.0|100
0|2021-11-07|127606.0|0|125270.0|0|1009.0|0|0.0|100
0|2021-11-08|127606.0|0|125270.0|0|1009.0|0|0.0|100
0|2021-11-09|127606.0|0|125270.0|0|1009.0|0|0.0|100
0|2021-11-10|127606.0|0|125270.0|0|1009.0|0|0.0|100
0|2021-11-11|127606.0|0|125270.0|0|1009.0|0|0.0|100
0|2021-11-12|127985.0|0|125649.0|0|1009.0|0|0.0|100
0|2021-11-13|127985.0|0|125649.0|0|1009.0|0|0.0|100
0|2021-11-14|127985.0|0|125649.0|0|1009.0|0|0.0|100
0|2021-11-15|127985.0|0|125649.0|0|1009.0|0|0.0|100
0|2021-11-16|127985.0|0|125649.0|0|1009.0|0|0.0|100
0|2021-11-17|127985.0|0|125649.0|0|1009.0|0|0.0|100
0|2021-11-18|127985.0|0|125649.0|0|1009.0|0|0.0|100
0|2021-11-19|128243.0|0|125907.0|0|1009.0|0|0.0|100
0|2021-11-20|128243.0|0|125907.0|0|1009.0|0|0.0|100
0|2021-11-21|128243.0|0|125907.0|0|1009.0|0|0.0|100
0|2021-11-22|128243.0|0|125907.0|0|1009.0|0|0.0|100
0|2021-11-23|128243.0|0|125907.0|0|1009.0|0|0.0|100
0|2021-11-24|128243.0|0|125907.0|0|1009.0|0|0.0|100
0|2021-11-25|128243.0|0|125907.0|0|1009.0|0|0.0|100
