|dates|Unassigned_Connecticut_UnitedStates.JHU_ConfirmedCases.data|Unassigned_Connecticut_UnitedStates.JHU_ConfirmedCases.missing|Unassigned_Connecticut_UnitedStates.NYT_ConfirmedCases.data|Unassigned_Connecticut_UnitedStates.NYT_ConfirmedCases.missing|Unassigned_Connecticut_UnitedStates.JHU_ConfirmedDeaths.data|Unassigned_Connecticut_UnitedStates.JHU_ConfirmedDeaths.missing|Unassigned_Connecticut_UnitedStates.JHU_ConfirmedRecoveries.data|Unassigned_Connecticut_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-10|1369.0|0|1369.0|0|5.0|0|0.0|100
0|2021-11-11|1371.0|0|1371.0|0|5.0|0|0.0|100
0|2021-11-12|1374.0|0|1374.0|0|5.0|0|0.0|100
0|2021-11-13|1374.0|0|1374.0|0|5.0|0|0.0|100
0|2021-11-14|1374.0|0|1374.0|0|5.0|0|0.0|100
0|2021-11-15|1384.0|0|1384.0|0|6.0|0|0.0|100
0|2021-11-16|1386.0|0|1386.0|0|6.0|0|0.0|100
0|2021-11-17|1389.0|0|1389.0|0|6.0|0|0.0|100
0|2021-11-18|1387.0|0|1387.0|0|2.0|0|0.0|100
0|2021-11-19|1391.0|0|1391.0|0|3.0|0|0.0|100
0|2021-11-20|1391.0|0|1391.0|0|3.0|0|0.0|100
0|2021-11-21|1391.0|0|1391.0|0|3.0|0|0.0|100
0|2021-11-22|1401.0|0|1401.0|0|3.0|0|0.0|100
0|2021-11-23|1400.0|0|1400.0|0|3.0|0|0.0|100
0|2021-11-24|1402.0|0|1402.0|0|3.0|0|0.0|100
0|2021-11-25|1402.0|0|1402.0|0|3.0|0|0.0|100
0|2021-11-26|1411.0|0|1411.0|0|3.0|0|0.0|100
0|2021-11-27|1411.0|0|1411.0|0|3.0|0|0.0|100
0|2021-11-28|1411.0|0|1411.0|0|3.0|0|0.0|100
0|2021-11-29|1425.0|0|1425.0|0|3.0|0|0.0|100
0|2021-11-30|1428.0|0|1428.0|0|3.0|0|0.0|100
0|2021-12-01|1437.0|0|1437.0|0|3.0|0|0.0|100
0|2021-12-02|1437.0|0|1453.0|0|3.0|0|0.0|100
0|2021-12-03|1455.0|0|1455.0|0|3.0|0|0.0|100
0|2021-12-04|1455.0|0|1455.0|0|3.0|0|0.0|100
0|2021-12-05|1455.0|0|1455.0|0|3.0|0|0.0|100
0|2021-12-06|1504.0|0|1504.0|0|3.0|0|0.0|100
0|2021-12-07|1513.0|0|1513.0|0|3.0|0|0.0|100
0|2021-12-08|1517.0|0|1517.0|0|3.0|0|0.0|100
0|2021-12-09|1531.0|0|1531.0|0|3.0|0|0.0|100
0|2021-12-10|1557.0|0|1557.0|0|4.0|0|0.0|100
0|2021-12-11|1557.0|0|1557.0|0|4.0|0|0.0|100
0|2021-12-12|1557.0|0|1557.0|0|4.0|0|0.0|100
0|2021-12-13|1595.0|0|1595.0|0|0.0|0|0.0|100
0|2021-12-14|1595.0|0|1605.0|0|0.0|0|0.0|100
0|2021-12-15|1608.0|0|1608.0|0|0.0|0|0.0|100
0|2021-12-16|1608.0|0|1608.0|0|0.0|0|0.0|100
0|2021-12-17|1613.0|0|1613.0|0|0.0|0|0.0|100
0|2021-12-18|1613.0|0|1613.0|0|0.0|0|0.0|100
0|2021-12-19|1613.0|0|1613.0|0|0.0|0|0.0|100
0|2021-12-20|1644.0|0|1644.0|0|1.0|0|0.0|100
0|2021-12-21|1679.0|0|1679.0|0|2.0|0|0.0|100
0|2021-12-22|1703.0|0|1703.0|0|2.0|0|0.0|100
0|2021-12-23|1717.0|0|1717.0|0|2.0|0|0.0|100
0|2021-12-24|1717.0|0|1717.0|0|2.0|0|0.0|100
0|2021-12-25|1717.0|0|1717.0|0|2.0|0|0.0|100
0|2021-12-26|1717.0|0|1717.0|0|2.0|0|0.0|100
0|2021-12-27|1786.0|0|1786.0|0|2.0|0|0.0|100
0|2021-12-28|1821.0|0|1821.0|0|2.0|0|0.0|100
0|2021-12-29|1845.0|0|1845.0|0|2.0|0|0.0|100
0|2021-12-30|1880.0|0|1880.0|0|2.0|0|0.0|100
0|2021-12-31|1880.0|0|1880.0|0|2.0|0|0.0|100
0|2022-01-01|1880.0|0|1880.0|0|2.0|0|0.0|100
0|2022-01-02|1880.0|0|1880.0|0|2.0|0|0.0|100
0|2022-01-03|1993.0|0|1993.0|0|2.0|0|0.0|100
0|2022-01-04|2026.0|0|2026.0|0|2.0|0|0.0|100
0|2022-01-05|2076.0|0|2076.0|0|2.0|0|0.0|100
0|2022-01-06|2102.0|0|2102.0|0|2.0|0|0.0|100
0|2022-01-07|2145.0|0|2145.0|0|2.0|0|0.0|100
0|2022-01-08|2145.0|0|2145.0|0|2.0|0|0.0|100
0|2022-01-09|2145.0|0|2145.0|0|2.0|0|0.0|100
0|2022-01-10|2278.0|0|2278.0|0|2.0|0|0.0|100
0|2022-01-11|2296.0|0|2296.0|0|3.0|0|0.0|100
0|2022-01-12|2351.0|0|2351.0|0|3.0|0|0.0|100
0|2022-01-13|2351.0|0|2390.0|0|3.0|0|0.0|100
0|2022-01-14|2430.0|0|2430.0|0|5.0|0|0.0|100
0|2022-01-15|2430.0|0|2430.0|0|5.0|0|0.0|100
0|2022-01-16|2430.0|0|2430.0|0|5.0|0|0.0|100
0|2022-01-17|2497.0|0|0.0|100|5.0|0|0.0|100
